init_delta_t,init_sigma_position_memory,weight_memory_decay,spatial_dist_coeff,layout,steps,error
2.0,1.0,0.6500000000000001,3.5,L0,7.92,1.74
2.0,1.0,0.6500000000000001,3.5,L50,8.24,1.2
2.0,1.0,0.6500000000000001,3.5,L100,7.84,0.5
2.0,1.0,0.6500000000000001,4.0,L0,8.48,2.44
2.0,1.0,0.6500000000000001,4.0,L50,8.32,1.44
2.0,1.0,0.6500000000000001,4.0,L100,8.8,0.94
2.0,1.0,0.6500000000000001,4.5,L0,9.6,1.28
2.0,1.0,0.6500000000000001,4.5,L50,8.32,1.3
2.0,1.0,0.6500000000000001,4.5,L100,8.64,0.8
2.0,1.0,0.6500000000000001,5.0,L0,9.36,1.88
2.0,1.0,0.6500000000000001,5.0,L50,9.6,1.38
2.0,1.0,0.6500000000000001,5.0,L100,8.24,0.74
2.0,1.0,0.7000000000000002,1.0,L0,7.12,0.62
2.0,1.0,0.7000000000000002,1.0,L50,6.96,0.28
2.0,1.0,0.7000000000000002,1.0,L100,6.88,0.22
2.0,1.0,0.7000000000000002,1.5,L0,8.0,1.06
2.0,1.0,0.7000000000000002,1.5,L50,7.28,0.4
2.0,1.0,0.7000000000000002,1.5,L100,7.28,0.34
2.0,1.0,0.7000000000000002,2.0,L0,7.44,1.46
2.0,1.0,0.7000000000000002,2.0,L50,7.92,0.68
2.0,1.0,0.7000000000000002,2.0,L100,7.36,0.34
2.0,1.0,0.7000000000000002,2.5,L0,9.28,1.34
2.0,1.0,0.7000000000000002,2.5,L50,8.0,0.92
2.0,1.0,0.7000000000000002,2.5,L100,7.52,0.44
2.0,1.0,0.7000000000000002,3.0,L0,8.72,1.68
2.0,1.0,0.7000000000000002,3.0,L50,7.84,0.92
2.0,1.0,0.7000000000000002,3.0,L100,8.16,0.8
2.0,1.0,0.7000000000000002,3.5,L0,9.2,1.52
2.0,1.0,0.7000000000000002,3.5,L50,7.92,1.34
2.0,1.0,0.7000000000000002,3.5,L100,8.56,0.76
2.0,1.0,0.7000000000000002,4.0,L0,8.48,2.24
2.0,1.0,0.7000000000000002,4.0,L50,9.04,1.08
2.0,1.0,0.7000000000000002,4.0,L100,8.16,1.2
2.0,1.0,0.7000000000000002,4.5,L0,8.96,1.98
2.0,1.0,0.7000000000000002,4.5,L50,8.8,1.34
2.0,1.0,0.7000000000000002,4.5,L100,8.88,0.84
2.0,1.0,0.7000000000000002,5.0,L0,8.4,1.78
2.0,1.0,0.7000000000000002,5.0,L50,9.44,1.46
2.0,1.0,0.7000000000000002,5.0,L100,8.32,0.92
2.0,1.0,0.7500000000000002,1.0,L0,6.88,0.42
2.0,1.0,0.7500000000000002,1.0,L50,7.12,0.3
2.0,1.0,0.7500000000000002,1.0,L100,7.04,0.26
2.0,1.0,0.7500000000000002,1.5,L0,7.52,0.96
2.0,1.0,0.7500000000000002,1.5,L50,7.04,0.52
2.0,1.0,0.7500000000000002,1.5,L100,7.2,0.4
