Time,Eye,coord1,coord2,coord3,coord4,coord5,coord6,coord7,coord8,coord9,coord10,coord11,Confidence,Attention,Attention Details
26.99352,Right,-3.377733,2.261296,8.878426,-4.81861,-0.4250177,-1.265054,41.78569,-10.7747,-3.549678,40.17617,0.9980469,1,BG,BG
27.00819,Left,-3.38634,2.261564,8.87915,-4.876796,-0.4422966,-1.010562,41.08319,-8.287451,-3.41735,40.06183,0.9980469,1,BG,BG
27.00819,Right,-3.38634,2.261564,8.87915,-4.81861,-0.4250177,-1.265054,41.60262,-10.44707,-3.397695,40.07753,0.9980469,1,BG,BG
27.0224,Left,-3.394938,2.26181,8.879715,-4.860449,-0.4813516,-1.069736,41.13292,-8.500657,-3.675912,40.05743,0.9980469,1,BG,BG
27.0224,Right,-3.394938,2.26181,8.879715,-4.799167,-0.4641754,-1.323836,41.66404,-10.66842,-3.655451,40.07267,0.9980469,1,BG,BG
27.05002,Left,-3.412048,2.262063,8.880169,-4.860449,-0.4813516,-1.069736,41.07397,-7.939641,-3.62417,40.09989,0.9980469,1,BG,BG
27.05002,Right,-3.412048,2.262063,8.880169,-4.799167,-0.4641754,-1.323836,41.58854,-10.09978,-3.590836,40.13059,0.9980469,1,BG,BG
27.06446,Left,-3.420534,2.261895,8.880119,-4.855556,-0.4260031,-1.114497,40.99107,-8.019603,-3.193496,40.04734,0.9980469,1,BG,BG
27.06446,Right,-3.420534,2.261895,8.880119,-4.791452,-0.4112379,-1.36853,41.4962,-10.17715,-3.172722,40.06264,0.9980469,1,BG,BG
27.09067,Left,-3.43742,2.26131,8.879799,-4.850299,-0.3810241,-1.153006,40.96249,-7.781552,-2.821323,40.09598,0.9980469,1,BG,BG
27.09067,Right,-3.43742,2.26131,8.879799,-4.783756,-0.3684569,-1.407097,41.47149,-9.94294,-2.813714,40.12612,0.9980469,1,BG,BG
27.10557,Left,-3.445783,2.260687,8.879358,-4.850299,-0.3810241,-1.153006,40.86452,-7.490388,-2.792399,40.04509,0.9980469,1,BG,BG
27.10557,Right,-3.445783,2.260687,8.879358,-4.783756,-0.3684569,-1.407097,41.34123,-9.63893,-2.783066,40.05969,0.9980469,1,BG,BG
27.13209,Left,-3.462574,2.259128,8.877993,-4.841651,-0.3835182,-1.187992,40.8563,-7.235505,-2.776271,40.08741,0.9980469,1,BG,BG
27.13209,Right,-3.462574,2.259128,8.877993,-4.773051,-0.3716251,-1.442178,41.33482,-9.388645,-2.772738,40.11648,0.9980469,1,BG,BG
27.14685,Left,-3.471013,2.258353,8.876999,-4.841651,-0.3835182,-1.187992,40.76729,-6.975994,-2.75608,40.03561,0.9980469,1,BG,BG
27.14685,Right,-3.471013,2.258353,8.876999,-4.773051,-0.3716251,-1.442178,41.21492,-9.117455,-2.752255,40.04852,0.9980469,1,BG,BG
27.16143,Left,-3.479512,2.257538,8.875874,-4.821306,-0.3862228,-1.267223,40.83532,-7.408489,-2.787692,40.03651,0.9980469,1,BG,BG
27.16143,Right,-3.479512,2.257538,8.875874,-4.748547,-0.3743451,-1.520253,41.30664,-9.558991,-2.788235,40.04895,0.9980469,1,BG,BG
27.18811,Left,-3.496577,2.255592,8.87303,-4.753903,-0.5689963,-1.441059,41.21415,-8.53791,-4.33085,40.066,0.9980469,1,BG,BG
27.18811,Right,-3.496577,2.255592,8.87303,-4.672984,-0.5539948,-1.690065,41.75463,-10.71479,-4.331285,40.0857,0.9980469,1,BG,BG
27.20287,Left,-3.505159,2.254523,8.871389,-4.753903,-0.5689963,-1.441059,41.14631,-8.361671,-4.293814,40.02846,0.9980469,1,BG,BG
27.20287,Right,-3.505159,2.254523,8.871389,-4.672984,-0.5539948,-1.690065,41.66543,-10.52957,-4.289429,40.03749,0.9980469,1,BG,BG
27.22964,Left,-3.522497,2.252562,8.867505,-4.734956,-0.5723265,-1.500879,41.21205,-8.6821,-4.299631,40.03005,0.9980469,1,BG,BG
27.22964,Right,-3.522497,2.252562,8.867505,-4.650933,-0.5570972,-1.748845,41.7509,-10.85848,-4.285638,40.0418,0.9980469,1,BG,BG
27.24424,Left,-3.531228,2.251667,8.86529,-4.734956,-0.5723265,-1.500879,41.18114,-8.622162,-4.318374,39.9999,0.9980469,1,BG,BG
27.24424,Right,-3.531228,2.251667,8.86529,-4.650933,-0.5570972,-1.748845,41.70737,-10.79362,-4.298123,40.00329,0.9980469,1,BG,BG
27.27156,Left,-3.548916,2.250119,8.860346,-4.731299,-0.5780053,-1.510208,41.18295,-8.673209,-4.429129,39.98092,0.9980469,1,BG,BG
27.27156,Right,-3.548916,2.250119,8.860346,-4.646522,-0.5636719,-1.758441,41.71154,-10.84895,-4.407626,39.98345,0.9980469,1,BG,BG
27.28633,Left,-3.557807,2.249463,8.857639,-4.724645,-0.5763065,-1.531535,41.2203,-8.870107,-4.424926,39.98912,0.9980469,1,BG,BG
27.28633,Right,-3.557807,2.249463,8.857639,-4.638586,-0.5632717,-1.779395,41.7582,-11.05023,-4.408652,39.98939,0.9980469,1,BG,BG
27.30051,Left,-3.566747,2.24888,8.854723,-4.724645,-0.5763065,-1.531535,41.23149,-8.87931,-4.412229,39.99033,0.9980469,1,BG,BG
27.30051,Right,-3.566747,2.24888,8.854723,-4.638586,-0.5632717,-1.779395,41.76927,-11.0599,-4.388313,39.9907,0.9980469,1,BG,BG
27.32659,Left,-3.584849,2.248362,8.84829,-4.710242,-0.5733993,-1.576333,41.30561,-9.295205,-4.39008,39.97788,0.9980469,1,BG,BG
27.32659,Right,-3.584849,2.248362,8.84829,-4.621858,-0.5617409,-1.822878,41.86619,-11.48143,-4.365963,39.97824,0.9980469,1,BG,BG
27.3414,Left,-3.594141,2.248606,8.844844,-4.710242,-0.5733993,-1.576333,41.32846,-9.312128,-4.341159,39.99274,0.9980469,1,BG,BG
27.3414,Right,-3.594141,2.248606,8.844844,-4.621858,-0.5617409,-1.822878,41.88898,-11.4994,-4.309358,39.99277,0.9980469,1,BG,BG
27.36847,Left,-3.613229,2.250695,8.83766,-4.687143,-0.6669294,-1.60807,41.47641,-9.637699,-4.983328,39.99683,0.9980469,1,BG,BG
27.36847,Right,-3.613229,2.250695,8.83766,-4.597206,-0.6557095,-1.853578,42.05559,-11.83389,-4.951078,39.99814,0.9980469,1,BG,BG
27.38382,Left,-3.622834,2.252162,8.834032,-4.687143,-0.6669294,-1.60807,41.4797,-9.624121,-4.984201,39.99306,0.9980469,1,BG,BG
27.38382,Right,-3.622834,2.252162,8.834032,-4.597206,-0.6557095,-1.853578,42.05755,-11.81997,-4.944329,39.99465,0.9980469,1,BG,BG
27.41001,Left,-3.641951,2.25455,8.826574,-4.699469,-0.5723745,-1.608533,41.36693,-9.581478,-4.061132,39.99418,0.9980469,1,BG,BG
27.41001,Right,-3.641951,2.25455,8.826574,-4.609114,-0.564621,-1.85399,41.94349,-11.7712,-4.032327,39.99496,0.9980469,1,BG,BG
27.42488,Left,-3.65124,2.255785,8.822883,-4.690349,-0.6922522,-1.587898,41.4292,-9.411024,-4.944387,40.01433,0.9980469,1,BG,BG
27.42488,Right,-3.65124,2.255785,8.822883,-4.600803,-0.6850329,-1.833941,41.99923,-11.60429,-4.928651,40.01688,0.9980469,1,BG,BG
27.45168,Left,-3.66987,2.25847,8.815331,-4.690349,-0.6922522,-1.587898,41.41439,-9.250067,-4.782107,40.03609,0.9980469,1,BG,BG
27.45168,Right,-3.66987,2.25847,8.815331,-4.600803,-0.6850329,-1.833941,41.98154,-11.44168,-4.756749,40.04549,0.9980469,1,BG,BG
27.46648,Left,-3.679143,2.259488,8.811468,-4.694562,-0.6892541,-1.57671,41.32732,-9.033553,-4.737081,40.0153,0.9980469,1,BG,BG
27.46648,Right,-3.679143,2.259488,8.811468,-4.60532,-0.6835457,-1.823125,41.8798,-11.21851,-4.722069,40.02103,0.9980469,1,BG,BG
27.48095,Left,-3.688385,2.260416,8.807671,-4.694562,-0.6892541,-1.57671,41.31154,-8.907,-4.732085,40.01792,0.9980469,1,BG,BG
27.48095,Right,-3.688385,2.260416,8.807671,-4.60532,-0.6835457,-1.823125,41.85782,-11.08948,-4.716478,40.02448,0.9980469,1,BG,BG
27.50827,Left,-3.706415,2.261811,8.800311,-4.693077,-0.7101787,-1.571841,41.28266,-8.550679,-4.892945,40.0511,0.9980469,1,BG,BG
27.50827,Right,-3.706415,2.261811,8.800311,-4.603814,-0.7054615,-1.818579,41.82133,-10.73199,-4.88605,40.06842,0.9980469,1,BG,BG
27.52309,Left,-3.715135,2.262111,8.796835,-4.682981,-0.718944,-1.597754,41.26493,-8.594148,-4.914401,40.03539,0.9980469,1,BG,BG
27.52309,Right,-3.715135,2.262111,8.796835,-4.592277,-0.7145488,-1.844024,41.79853,-10.77367,-4.911397,40.04512,0.9980469,1,BG,BG
27.55052,Left,-3.732357,2.262176,8.790494,-4.682981,-0.718944,-1.597754,41.22848,-8.195757,-4.739393,40.08379,0.9980469,1,BG,BG
27.55052,Right,-3.732357,2.262176,8.790494,-4.592277,-0.7145488,-1.844024,41.75147,-10.37057,-4.734699,40.10484,0.9980469,1,BG,BG
27.56528,Left,-3.741147,2.262131,8.787678,-4.678573,-0.7209915,-1.609699,41.14319,-8.084147,-4.689073,40.03844,0.9980469,1,BG,BG
27.56528,Right,-3.741147,2.262131,8.787678,-4.58704,-0.716872,-1.856115,41.64985,-10.25389,-4.685928,40.04927,0.9980469,1,BG,BG
27.59269,Left,-3.758308,2.262181,8.782193,-4.674368,-0.7432562,-1.611788,41.10908,-7.716076,-4.863596,40.05952,0.9980469,1,BG,BG
27.59269,Right,-3.758308,2.262181,8.782193,-4.582441,-0.7391474,-1.858734,41.60643,-9.886786,-4.868269,40.07978,0.9980469,1,BG,BG
27.60614,Left,-3.766683,2.262083,8.779817,-4.674368,-0.7432562,-1.611788,41.04804,-7.488826,-4.872251,40.03022,0.9980469,1,BG,BG
27.60614,Right,-3.766683,2.262083,8.779817,-4.582441,-0.7391474,-1.858734,41.52367,-9.651184,-4.87616,40.04162,0.9980469,1,BG,BG
27.62156,Left,-3.774963,2.261956,8.777699,-4.674368,-0.7432562,-1.611788,41.01707,-7.270356,-4.825377,40.03583,0.9980469,1,BG,BG
27.62156,Right,-3.774963,2.261956,8.777699,-4.582441,-0.7391474,-1.858734,41.48055,-9.428248,-4.827586,40.0473,0.9980469,1,BG,BG
27.64747,Left,-3.791016,2.261515,8.774166,-4.677268,-0.7378015,-1.605873,40.94401,-6.80654,-4.556493,40.07896,0.9980469,1,BG,BG
27.64747,Right,-3.791016,2.261515,8.774166,-4.585377,-0.7336847,-1.853651,1.06238,-0.1944437,-0.1187765,0.9862446,0.9980469,1,Text,acticle_2
27.66228,Left,-3.798825,2.261254,8.772606,-4.668151,-0.7218187,-1.639313,40.87675,-6.889526,-4.28209,40.03927,0.9980469,1,BG,BG
27.66228,Right,-3.798825,2.261254,8.772606,-4.574414,-0.7176688,-1.886714,1.056161,-0.1979769,-0.1109257,0.9933478,0.9980469,1,Text,acticle_2
27.68824,Left,-3.814307,2.260817,8.769815,-4.654376,-0.6714007,-1.698828,40.86284,-7.051763,-3.677594,40.06115,0.9980469,1,BG,BG
27.68824,Right,-3.814307,2.260817,8.769815,-4.557537,-0.6676649,-1.945014,1.044189,-0.2010738,-0.09467857,0.9863935,0.9980469,1,Text,acticle_2
27.7031,Left,-3.822021,2.260714,8.768936,-4.654376,-0.6714007,-1.698828,40.80052,-6.936107,-3.615357,40.01587,0.9980469,1,BG,BG
27.7031,Right,-3.822021,2.260714,8.768936,-4.557537,-0.6676649,-1.945014,1.058208,-0.2020652,-0.09485867,0.9929202,0.9980469,1,Text,acticle_2
27.72973,Left,-3.837687,2.260712,8.768114,-4.623935,-0.6913164,-1.772375,40.89813,-7.354433,-3.75649,40.03201,0.9980469,1,BG,BG
27.72973,Right,-3.837687,2.260712,8.768114,-4.523507,-0.6860142,-2.016749,41.36817,-9.513458,-3.777601,40.04376,0.9980469,1,BG,BG
27.74462,Left,-3.845496,2.260586,8.767917,-4.623935,-0.6913164,-1.772375,40.86544,-7.272987,-3.820192,40.00005,0.9980469,1,BG,BG
27.74462,Right,-3.845496,2.260586,8.767917,-4.523507,-0.6860142,-2.016749,41.323,-9.427361,-3.846996,40.00352,0.9980469,1,BG,BG
27.77168,Left,-3.861119,2.260349,8.768101,-4.607259,-0.7064124,-1.809461,40.92008,-7.480142,-4.070824,39.99683,0.9980469,1,BG,BG
27.77168,Right,-3.861119,2.260349,8.768101,-4.505118,-0.6991583,-2.05307,41.39137,-9.640554,-4.095102,40.00268,0.9980469,1,BG,BG
27.78655,Left,-3.868971,2.260103,8.76857,-4.592697,-0.7334143,-1.835548,40.97321,-7.686838,-4.35562,39.99285,0.9980469,1,BG,BG
27.78655,Right,-3.868971,2.260103,8.76857,-4.489443,-0.724035,-2.078624,41.45054,-9.851604,-4.369298,39.99429,0.9980469,1,BG,BG
27.8144,Left,-3.884619,2.259245,8.770165,-4.592697,-0.7334143,-1.835548,40.98053,-7.658661,-4.385242,39.98828,0.9980469,1,BG,BG
27.8144,Right,-3.884619,2.259245,8.770165,-4.489443,-0.724035,-2.078624,41.45646,-9.823437,-4.403637,39.98958,0.9980469,1,BG,BG
27.82907,Left,-3.892439,2.258728,8.771328,-4.592432,-0.7251221,-1.839505,40.97271,-7.717294,-4.267846,39.99224,0.9980469,1,BG,BG
27.82907,Right,-3.892439,2.258728,8.771328,-4.489083,-0.7145756,-2.082671,41.44804,-9.882893,-4.278315,39.99049,0.9980469,1,BG,BG
27.8429,Left,-3.900242,2.258215,8.772669,-4.592432,-0.7251221,-1.839505,40.98065,-7.758,-4.241559,39.9884,0.9980469,1,BG,BG
27.8429,Right,-3.900242,2.258215,8.772669,-4.489083,-0.7145756,-2.082671,41.45789,-9.924459,-4.254837,39.98616,0.9980469,1,BG,BG
27.86971,Left,-3.915917,2.257045,8.776016,-4.597399,-0.720987,-1.828689,40.95169,-7.818813,-4.143299,39.96049,0.9980469,1,BG,BG
27.86971,Right,-3.915917,2.257045,8.776016,-4.494651,-0.7097078,-2.072301,41.42511,-9.984503,-4.157012,39.95113,0.9980469,1,BG,BG
27.88447,Left,-3.923775,2.256371,8.778112,-4.597399,-0.720987,-1.828689,40.99215,-7.925557,-4.096737,39.97901,0.9980469,1,BG,BG
27.88447,Right,-3.923775,2.256371,8.778112,-4.494651,-0.7097078,-2.072301,41.47575,-10.09576,-4.114303,39.97356,0.9980469,1,BG,BG
27.91209,Left,-3.939516,2.254946,8.782837,-4.605229,-0.6887874,-1.821385,40.95501,-8.0361,-3.677085,39.96309,0.9980469,1,BG,BG
27.91209,Right,-3.939516,2.254946,8.782837,-4.502968,-0.6770291,-2.065167,41.43931,-10.20449,-3.688884,39.95316,0.9980469,1,BG,BG
27.92686,Left,-3.947501,2.254159,8.785173,-4.602691,-0.6870198,-1.828454,40.98569,-8.147272,-3.606079,39.9883,0.9980469,1,BG,BG
27.92686,Right,-3.947501,2.254159,8.785173,-4.500337,-0.6743091,-2.071779,41.48302,-10.31775,-3.610816,39.98573,0.9980469,1,BG,BG
27.94085,Left,-3.955467,2.253361,8.787622,-4.602691,-0.6870198,-1.828454,40.99768,-8.185976,-3.610833,39.98555,0.9980469,1,BG,BG
27.94085,Right,-3.955467,2.253361,8.787622,-4.500337,-0.6743091,-2.071779,41.49781,-10.35777,-3.617957,39.98359,0.9980469,1,BG,BG
27.96627,Left,-3.971493,2.252004,8.79351,-4.583234,-0.5915253,-1.908946,41.08152,-8.952932,-2.894718,39.96965,0.9980469,1,BG,BG
27.96627,Right,-3.971493,2.252004,8.79351,-4.477221,-0.5789721,-2.149255,41.62171,-11.12867,-2.90326,39.96626,0.9980469,1,BG,BG
27.98116,Left,-3.979494,2.251235,8.796932,-4.583234,-0.5915253,-1.908946,41.11269,-8.947309,-2.975543,39.99072,0.9980469,1,BG,BG
27.98116,Right,-3.979494,2.251235,8.796932,-4.477221,-0.5789721,-2.149255,41.65682,-11.12568,-2.98762,39.9914,0.9980469,1,BG,BG
28.00687,Left,-3.995584,2.249835,8.804473,-4.565672,-0.5938019,-1.949882,41.18952,-9.283323,-3.103204,39.98734,0.9980469,1,BG,BG
28.00687,Right,-3.995584,2.249835,8.804473,-4.457957,-0.580415,-2.188549,41.75275,-11.46466,-3.115462,39.98904,0.9980469,1,BG,BG
28.02166,Left,-4.003585,2.249092,8.808609,-4.550796,-0.5758638,-1.989634,41.25803,-9.591059,-3.009781,40.0021,0.9980469,1,BG,BG
28.02166,Right,-4.003585,2.249092,8.808609,-4.441393,-0.5616953,-2.226777,41.83867,-11.77557,-3.018728,40.0046,0.9980469,1,BG,BG
28.04997,Left,-4.019785,2.247544,8.81739,-4.550796,-0.5758638,-1.989634,41.25586,-9.488501,-3.115719,40.00446,0.9980469,1,BG,BG
28.04997,Right,-4.019785,2.247544,8.81739,-4.441393,-0.5616953,-2.226777,41.83385,-11.6721,-3.133927,40.00991,0.9980469,1,BG,BG
28.06462,Left,-4.027822,2.246573,8.822421,-4.549579,-0.5630314,-1.99608,41.2389,-9.495047,-3.035418,40.00088,0.9980469,1,BG,BG
28.06462,Right,-4.027822,2.246573,8.822421,-4.439921,-0.5482184,-2.233061,41.81367,-11.67686,-3.052516,40.0027,0.9980469,1,BG,BG
28.09137,Left,-4.04381,2.244792,8.833323,-4.557902,-0.5944704,-1.967775,41.18052,-9.180809,-3.357004,39.99138,0.9980469,1,BG,BG
28.09137,Right,-4.04381,2.244792,8.833323,-4.449645,-0.5782383,-2.205972,41.73858,-11.3599,-3.371926,39.9935,0.9980469,1,BG,BG
28.10609,Left,-4.051747,2.243951,8.839166,-4.557902,-0.5944704,-1.967775,41.18938,-9.173818,-3.419163,39.99168,0.9980469,1,BG,BG
28.10609,Right,-4.051747,2.243951,8.839166,-4.449645,-0.5782383,-2.205972,41.74536,-11.35277,-3.436668,39.9923,0.9980469,1,BG,BG
28.12041,Left,-4.059552,2.243148,8.845083,-4.662715,-0.6720798,-1.675532,40.72479,-6.545071,-3.956525,39.98758,0.9980469,1,BG,BG
28.12041,Right,-4.059552,2.243148,8.845083,-4.568317,-0.6557944,-1.923647,1.043527,-0.211007,-0.1006984,0.9931955,0.9980469,1,Text,acticle_2
28.14782,Left,-4.075116,2.241764,8.857653,-4.662715,-0.6720798,-1.675532,40.73744,-6.538226,-4.079421,39.97858,0.9980469,1,BG,BG
28.14782,Right,-4.075116,2.241764,8.857653,-4.568317,-0.6557944,-1.923647,41.1501,-8.689811,-4.095725,39.97935,0.9980469,1,BG,BG
28.16245,Left,-4.082984,2.241524,8.864253,-4.658951,-0.7037094,-1.673014,40.76614,-6.490503,-4.347455,39.99567,0.9980469,1,BG,BG
28.16245,Right,-4.082984,2.241524,8.864253,-4.564874,-0.6860899,-1.921254,1.048004,-0.216681,-0.111783,0.9935142,0.9980469,1,Text,acticle_2
28.18985,Left,-4.099563,2.244402,8.878,-4.661556,-0.691799,-1.670721,1.027566,-0.2192781,-0.112571,0.9867619,0.9980469,1,Text,acticle_2
28.18985,Right,-4.099563,2.244402,8.878,-4.567639,-0.6737118,-1.919057,1.037857,-0.2101969,-0.112597,0.9867375,0.9980469,1,Text,acticle_2
28.20453,Left,-4.10788,2.245684,8.884367,-4.661556,-0.691799,-1.670721,40.74154,-6.422992,-4.407424,39.97174,0.9980469,1,BG,BG
28.20453,Right,-4.10788,2.245684,8.884367,-4.567639,-0.6737118,-1.919057,41.14286,-8.573696,-4.406026,39.96915,0.9980469,1,BG,BG
28.23213,Left,-4.124535,2.248707,8.897736,-4.653777,-0.7479417,-1.668217,1.03365,-0.2264307,-0.1376334,0.9852238,0.9980469,1,Text,acticle_2
28.23213,Right,-4.124535,2.248707,8.897736,-4.560035,-0.7295915,-1.916712,1.043889,-0.2176781,-0.1376042,0.9852364,0.9980469,1,Text,acticle_2
28.2467,Left,-4.132905,2.250974,8.904633,-4.653777,-0.7479417,-1.668217,40.85004,-6.485246,-5.176754,39.97707,0.9980469,1,BG,BG
28.2467,Right,-4.132905,2.250974,8.904633,-4.560035,-0.7295915,-1.916712,41.25713,-8.643666,-5.182927,39.97594,0.9980469,1,BG,BG
28.27364,Left,-4.149616,2.254716,8.917829,-4.657054,-0.7266604,-1.668475,40.83487,-6.5828,-5.212139,39.94293,0.9980469,1,BG,BG
28.27364,Right,-4.149616,2.254716,8.917829,-4.563325,-0.708083,-1.916947,1.049237,-0.2266706,-0.1446551,0.9847207,0.9980469,1,Text,acticle_2
28.28806,Left,-4.157792,2.256125,8.924161,-4.66373,-0.6972451,-1.662371,40.83648,-6.538945,-5.052555,39.97961,0.9980469,1,BG,BG
28.28806,Right,-4.157792,2.256125,8.924161,-4.570306,-0.6786844,-1.91094,1.046697,-0.2136715,-0.136556,0.9927225,0.9980469,1,Text,acticle_2
28.30199,Left,-4.165753,2.257272,8.93041,-4.66373,-0.6972451,-1.662371,40.8573,-6.535046,-5.13716,39.98545,0.9980469,1,BG,BG
28.30199,Right,-4.165753,2.257272,8.93041,-4.570306,-0.6786844,-1.91094,41.26895,-8.694585,-5.138906,39.98629,0.9980469,1,BG,BG
28.32901,Left,-4.181345,2.258663,8.942467,-4.661549,-0.6715952,-1.678965,40.85324,-6.641098,-5.063814,39.97586,0.9980469,1,BG,BG
28.32901,Right,-4.181345,2.258663,8.942467,-4.567326,-0.6529993,-1.926951,1.044258,-0.2187944,-0.1349132,0.9865289,0.9980469,1,Text,acticle_2
28.34379,Left,-4.189075,2.259186,8.948196,-4.661549,-0.6715952,-1.678965,40.87791,-6.605206,-5.119271,39.99463,0.9980469,1,BG,BG
28.34379,Right,-4.189075,2.259186,8.948196,-4.567326,-0.6529993,-1.926951,41.29533,-8.764929,-5.13038,39.99643,0.9980469,1,BG,BG
28.37114,Left,-4.204145,2.26011,8.958823,-4.664063,-0.6534114,-1.679161,40.84861,-6.55219,-5.122633,39.97509,0.9980469,1,BG,BG
28.37114,Right,-4.204145,2.26011,8.958823,-4.569839,-0.6346219,-1.927132,1.047716,-0.2191378,-0.1357926,0.9867648,0.9980469,1,Text,acticle_2
28.38592,Left,-4.211611,2.260422,8.963861,-4.664063,-0.6534114,-1.679161,40.87407,-6.541905,-5.1793,39.99013,0.9980469,1,BG,BG
28.38592,Right,-4.211611,2.260422,8.963861,-4.569839,-0.6346219,-1.927132,41.2885,-8.700616,-5.208728,39.9901,0.9980469,1,BG,BG
28.41324,Left,-4.226111,2.260908,8.973283,-4.715835,-0.6686311,-1.521131,1.036487,-0.1932516,-0.1360794,0.9877943,0.9980469,1,Text,acticle_2
28.41324,Right,-4.226111,2.260908,8.973283,-4.629485,-0.6496941,-1.773632,1.045145,-0.1846111,-0.1359222,0.9877974,0.9980469,1,Text,acticle_2
28.42798,Left,-4.233111,2.261236,8.977636,-4.723362,-0.6329158,-1.513033,1.031898,-0.1805317,-0.1232528,0.9943231,0.9980469,1,Text,acticle_2
28.42798,Right,-4.233111,2.261236,8.977636,-4.637594,-0.6123271,-1.765723,1.040359,-0.1716366,-0.1231179,0.9943239,0.9980469,1,Text,acticle_2
28.4419,Left,-4.239712,2.261522,8.981613,-4.723362,-0.6329158,-1.513033,1.037657,-0.1860445,-0.1217761,0.9946182,0.9980469,1,Text,acticle_2
28.4419,Right,-4.239712,2.261522,8.981613,-4.637594,-0.6123271,-1.765723,1.046164,-0.1774634,-0.1216126,0.9946198,0.9980469,1,Text,acticle_2
28.46919,Left,-4.252403,2.262295,8.988907,-4.726606,-0.643195,-1.498499,1.027764,-0.1748477,-0.1140518,0.9900868,0.9980469,1,Text,acticle_2
28.46919,Right,-4.252403,2.262295,8.988907,-4.641953,-0.6200507,-1.751516,1.035963,-0.1657216,-0.1139292,0.990073,0.9980469,1,Text,acticle_2
28.48415,Left,-4.258412,2.262711,8.992258,-4.726606,-0.643195,-1.498499,1.037803,-0.1788459,-0.1126038,0.9953701,0.9980469,1,Text,acticle_2
28.48415,Right,-4.258412,2.262711,8.992258,-4.641953,-0.6200507,-1.751516,1.046096,-0.1702677,-0.1124911,0.995357,0.9980469,1,Text,acticle_2
28.51126,Left,-4.270696,2.263421,8.998668,-4.728931,-0.6609768,-1.483346,1.028447,-0.1668352,-0.110471,0.990136,0.9980469,1,Text,acticle_2
28.51126,Right,-4.270696,2.263421,8.998668,-4.645407,-0.6356184,-1.736716,1.03642,-0.157742,-0.1104504,0.9901017,0.9980469,1,Text,acticle_2
28.52636,Left,-4.276809,2.2638,9.001567,-4.719085,-0.6976703,-1.49783,1.026286,-0.1603913,-0.1177497,0.9946824,0.9980469,1,Text,acticle_2
28.52636,Right,-4.276809,2.2638,9.001567,-4.635071,-0.6711328,-1.750917,1.034257,-0.1511825,-0.1177758,0.9946652,0.9980469,1,Text,acticle_2
28.5527,Left,-4.289388,2.264501,9.00706,-4.645204,-0.6749051,-1.722379,1.025019,-0.2022278,-0.1210563,0.9889095,0.9980469,1,Text,acticle_2
28.5527,Right,-4.289388,2.264501,9.00706,-4.55004,-0.6473153,-1.969295,1.03537,-0.1930138,-0.1210785,0.9888742,0.9980469,1,Text,acticle_2
28.56746,Left,-4.29567,2.264566,9.009574,-4.645204,-0.6749051,-1.722379,1.036318,-0.2057039,-0.1254645,0.9943842,0.9980469,1,Text,acticle_2
28.56746,Right,-4.29567,2.264566,9.009574,-4.55004,-0.6473153,-1.969295,1.046816,-0.1971119,-0.1254906,0.9943677,0.9980469,1,Text,acticle_2
28.58195,Left,-4.302016,2.264542,9.011974,-4.645204,-0.6749051,-1.722379,1.04204,-0.2079557,-0.1286851,0.9944139,0.9980469,1,Text,acticle_2
28.58195,Right,-4.302016,2.264542,9.011974,-4.55004,-0.6473153,-1.969295,1.05261,-0.1996778,-0.128714,0.9943957,0.9980469,1,Text,acticle_2
28.60837,Left,-4.314846,2.264296,9.016285,-4.640255,-0.6603152,-1.741269,1.034571,-0.2040552,-0.126695,0.9887395,0.9980469,1,Text,acticle_2
28.60837,Right,-4.314846,2.264296,9.016285,-4.543964,-0.6332613,-1.987807,1.04505,-0.1953676,-0.1267069,0.9887037,0.9980469,1,Text,acticle_2
28.62319,Left,-4.321319,2.264028,9.018143,-4.638618,-0.6217915,-1.759719,1.032,-0.1998927,-0.1182696,0.9943978,0.9980469,1,Text,acticle_2
28.62319,Right,-4.321319,2.264028,9.018143,-4.541159,-0.595271,-2.005874,1.042428,-0.1910636,-0.1182693,0.9943773,0.9980469,1,Text,acticle_2
28.65051,Left,-4.334088,2.263121,9.02131,-4.638618,-0.6217915,-1.759719,1.037705,-0.2013345,-0.1193961,0.9890729,0.9980469,1,Text,acticle_2
28.65051,Right,-4.334088,2.263121,9.02131,-4.541159,-0.595271,-2.005874,1.048209,-0.1928195,-0.1193782,0.9890313,0.9980469,1,Text,acticle_2
28.66522,Left,-4.340724,2.262681,9.02268,-4.638299,-0.605566,-1.766202,1.034876,-0.1948718,-0.1148173,0.9942672,0.9980469,1,Text,acticle_2
28.66522,Right,-4.340724,2.262681,9.02268,-4.540367,-0.5791442,-2.012377,1.045147,-0.1861954,-0.1147952,0.9942485,0.9980469,1,Text,acticle_2
28.69188,Left,-4.354291,2.261864,9.025069,-4.602941,-0.7195977,-1.815245,1.030907,-0.197901,-0.1375385,0.9881113,0.9980469,1,Text,acticle_2
28.69188,Right,-4.354291,2.261864,9.025069,-4.503046,-0.6913799,-2.060237,1.04131,-0.1890103,-0.1375211,0.9880786,0.9980469,1,Text,acticle_2
28.70624,Left,-4.361189,2.26149,9.026043,-4.602941,-0.7195977,-1.815245,1.043044,-0.2005789,-0.1385446,0.9938529,0.9980469,1,Text,acticle_2
28.70624,Right,-4.361189,2.26149,9.026043,-4.503046,-0.6913799,-2.060237,1.053597,-0.1923541,-0.1385375,0.9938391,0.9980469,1,Text,acticle_2
