init_delta_t,init_sigma_position_memory,weight_memory_decay,spatial_dist_coeff,layout,episode_num,steps,error,true_last_word_mjidx,gaze_positions_list,true_last_word_memory_list,gaze_positions_list,all_words_belief_list 
3.5,5.0,0.7000000000000001,3.0,L50,35,6,4.0,15,[0.3062414524286991],[0.156158430287535],[19],"[array([0.01422512, 0.07531476, 0.1385703 , 0.07531476, 0.04406269,
       0.20419178, 0.30624145, 0.10909109, 0.00340552, 0.01080766,
       0.01405832, 0.00471656])]"
3.5,5.0,0.7000000000000001,3.0,L50,36,6,0.0,21,[0.5620959387236707],[0.1420311739784332],[21],"[array([2.27458566e-04, 2.70564258e-04, 1.21496491e-04, 2.04995145e-05,
       6.47835239e-02, 4.77382612e-02, 1.23468440e-02, 1.35126655e-03,
       5.62095939e-01, 2.69264729e-01, 3.91278097e-02, 2.65160837e-03])]"
3.5,5.0,0.7000000000000001,3.0,L50,37,6,4.0,14,[0.312958105589899],[0.1791522673671123],[18],"[array([0.08005246, 0.1463621 , 0.08005246, 0.01528622, 0.21228659,
       0.31295811, 0.11164345, 0.0117492 , 0.01103846, 0.01370154,
       0.00451931, 0.00035009])]"
3.5,5.0,0.7000000000000001,3.0,L50,38,14,0.0,16,"[0.38053705071896154, 0.36093731783974864, 0.4187832966781024]","[0.14203117397843318, 0.14119849109824553, 0.14042842243037976]","[14, 15, 16]","[array([1.58394607e-01, 3.80537051e-01, 2.21201630e-01, 4.11359844e-02,
       5.87053960e-02, 9.05165068e-02, 4.13138335e-02, 6.47699276e-03,
       7.32674479e-04, 7.08050315e-04, 2.46312013e-04, 3.09623182e-05]), array([4.10679846e-02, 2.79763303e-01, 3.60937318e-01, 1.58164733e-01,
       1.45633221e-02, 5.59305303e-02, 6.29290582e-02, 2.54570447e-02,
       1.92601841e-04, 4.61792089e-04, 4.03207262e-04, 1.29105255e-04]), array([3.71414199e-03, 7.71181420e-02, 3.68484520e-01, 4.18783297e-01,
       1.67549624e-03, 1.64803203e-02, 5.53584034e-02, 5.75950819e-02,
       2.54398352e-05, 1.53201601e-04, 3.38747141e-04, 2.73208752e-04])]"
3.5,5.0,0.7000000000000001,3.0,L50,39,6,4.0,19,[0.32988554240302054],[0.13022845026095756],[23],"[array([1.30368237e-04, 8.60711462e-04, 2.06821940e-03, 1.78773904e-03,
       1.32685460e-02, 7.28905662e-02, 1.36913248e-01, 7.28905662e-02,
       4.21641122e-02, 2.10804023e-01, 3.29885542e-01, 1.16336358e-01])]"
3.5,5.0,0.7000000000000001,3.0,L50,40,14,1.0,23,"[0.49037986124685834, 0.43804297233583855, 0.40872616561836345]","[0.17915226736711232, 0.1779874098793213, 0.17690521124762623]","[20, 21, 22]","[array([2.12831983e-05, 6.84956741e-04, 7.99597362e-03, 2.45240264e-02,
       1.03421401e-03, 2.05479126e-02, 1.84757092e-01, 4.90379861e-01,
       1.57372883e-03, 1.87886492e-02, 9.23995651e-02, 1.57292738e-01]), array([9.45726722e-05, 1.49840264e-04, 1.04177176e-04, 2.40188675e-05,
       3.72870229e-02, 4.42458080e-02, 2.81361986e-02, 5.71763569e-03,
       4.38042972e-01, 3.31540134e-01, 1.03133176e-01, 1.15244436e-02]), array([2.91080502e-05, 1.06204951e-04, 1.42076889e-04, 7.02323590e-05,
       1.54236914e-02, 3.63357944e-02, 2.95207951e-02, 9.19979923e-03,
       2.79500020e-01, 4.08726166e-01, 1.84024338e-01, 3.69217738e-02])]"
3.5,5.0,0.7000000000000001,3.0,L50,41,10,1.0,14,"[0.4210429258263499, 0.37363996813723643]","[0.1791522673671123, 0.17798740987932127]","[14, 15]","[array([2.12761005e-01, 4.21042926e-01, 2.12761005e-01, 3.50103204e-02,
       4.14235114e-02, 5.30783269e-02, 2.06551019e-02, 2.73304963e-03,
       2.56826515e-04, 2.09927056e-04, 6.16246372e-05, 6.37616784e-06]), array([6.03331519e-02, 3.24891487e-01, 3.73639968e-01, 1.48253211e-01,
       1.12809335e-02, 3.54646997e-02, 3.40241969e-02, 1.17505681e-02,
       7.46150374e-05, 1.49229589e-04, 1.08830997e-04, 2.91075926e-05])]"
3.5,5.0,0.7000000000000001,3.0,L50,42,14,2.0,13,"[0.5684434442403545, 0.39004325615823704, 0.355027809209421]","[0.21595368879610674, 0.21428057766408948, 0.2127280255367538]","[13, 14, 15]","[array([5.68443444e-01, 2.83074384e-01, 4.51675573e-02, 3.22400121e-03,
       6.93508671e-02, 2.67169777e-02, 3.48675336e-03, 1.82834955e-04,
       2.66610358e-04, 7.81762963e-05, 8.08711927e-06, 3.06651786e-07]), array([3.47149820e-01, 3.90043256e-01, 1.50265650e-01, 2.78203510e-02,
       3.63463683e-02, 3.46009998e-02, 1.18552257e-02, 1.62616524e-03,
       1.50342647e-04, 1.09622151e-04, 2.93123668e-05, 2.88676037e-06]), array([8.54707808e-02, 3.44014379e-01, 3.55027809e-01, 1.43406801e-01,
       1.01753913e-02, 2.82346726e-02, 2.52073546e-02, 8.24864444e-03,
       4.85744839e-05, 8.98183854e-05, 6.07016643e-05, 1.50716099e-05])]"
3.5,5.0,0.7000000000000001,3.0,L50,43,34,1.0,22,"[0.35771693073154753, 0.22613982675786432, 0.1723165284696091, 0.10295989776665766, 0.28532007817516003, 0.3272551831136296, 0.3829182907472277, 0.4319700274827374]","[0.156158430287535, 0.15522859993079585, 0.15436606703736092, 0.15356311666683045, 0.152813217831113, 0.15211079944485897, 0.1514510760779215, 0.15082991091684703]","[17, 16, 15, 14, 18, 19, 20, 21]","[array([0.01778614, 0.01077275, 0.00263678, 0.0004035 , 0.35771693,
       0.23574332, 0.048026  , 0.0049547 , 0.19007599, 0.10892368,
       0.02121423, 0.00174597]), array([0.00141496, 0.01573939, 0.08449608, 0.22613983, 0.00888684,
       0.07525505, 0.20761813, 0.34798281, 0.00046274, 0.00397157,
       0.01215912, 0.01587347]), array([0.00249826, 0.0319781 , 0.17231653, 0.26055034, 0.01014757,
       0.07881634, 0.2214501 , 0.20304595, 0.00126641, 0.00524788,
       0.00810872, 0.00457381]), array([0.01558864, 0.1029599 , 0.26026588, 0.10354874, 0.05665916,
       0.17635494, 0.20169226, 0.05589433, 0.00691123, 0.01151477,
       0.00704861, 0.00156153]), array([0.00482275, 0.03615122, 0.05538771, 0.0083253 , 0.09060529,
       0.28532008, 0.22587571, 0.04617594, 0.06362448, 0.10603261,
       0.06364956, 0.01402935]), array([0.00065269, 0.00944967, 0.02495011, 0.01351441, 0.02406589,
       0.20616239, 0.32725518, 0.15321468, 0.0163517 , 0.07328653,
       0.10127151, 0.04982523]), array([6.22886100e-05, 1.64126405e-03, 1.34883108e-02, 2.77590818e-02,
       2.06804614e-03, 5.28901923e-02, 3.05810832e-01, 3.82918291e-01,
       1.78358606e-03, 2.09310910e-02, 8.47593339e-02, 1.05887683e-01]), array([2.57879888e-04, 3.51265317e-04, 2.02197422e-04, 3.71095149e-05,
       5.78376376e-02, 6.77006543e-02, 4.03828898e-02, 5.13656666e-03,
       4.31970027e-01, 3.00821443e-01, 8.68042193e-02, 8.49810963e-03])]"
3.5,5.0,0.7000000000000001,3.0,L50,44,6,5.0,14,[0.275686105679538],[0.1791522673671123],[19],"[array([0.02027956, 0.09853517, 0.1665453 , 0.08248174, 0.04401992,
       0.19298466, 0.27568611, 0.09213377, 0.00241877, 0.00832075,
       0.01228693, 0.00430733])]"
3.5,5.0,0.7000000000000001,3.0,L50,45,6,4.0,17,[0.5034548782991748],[0.13392034139867506],[21],"[array([2.50646845e-03, 2.15590220e-03, 6.79197723e-04, 7.94066242e-05,
       1.88163152e-01, 9.66577327e-02, 1.64342799e-02, 1.20738149e-03,
       5.03454878e-01, 1.73021277e-01, 1.50638772e-02, 5.76446069e-04])]"
3.5,5.0,0.7000000000000001,3.0,L50,46,14,0.0,20,"[0.357031075351113, 0.33723650712369924, 0.38516146912605587]","[0.13392034139867506, 0.13311946631339683, 0.1323809741250933]","[18, 19, 20]","[array([0.00814046, 0.02396311, 0.01999984, 0.00620881, 0.14946574,
       0.35703108, 0.20857755, 0.03926463, 0.05590747, 0.08587988,
       0.03935265, 0.00620881]), array([0.00162505, 0.01289204, 0.02879375, 0.02379942, 0.03838325,
       0.26064317, 0.33723651, 0.1479734 , 0.01362782, 0.05233678,
       0.05888939, 0.02379942]), array([1.82877449e-04, 3.67220289e-03, 2.49972656e-02, 5.30417267e-02,
       3.41976778e-03, 7.06814234e-02, 3.38125041e-01, 3.85161469e-01,
       1.54427849e-03, 1.51756448e-02, 5.09565759e-02, 5.30417267e-02])]"
3.5,5.0,0.7000000000000001,3.0,L50,47,6,1.0,23,[0.5314906199193427],[0.17915226736711232],[24],"[array([7.30546717e-07, 1.73919021e-05, 1.52522547e-04, 4.78656364e-04,
       3.02477744e-04, 5.25891248e-03, 3.71556089e-02, 8.92079358e-02,
       3.70358386e-03, 4.80475622e-02, 2.84183998e-01, 5.31490620e-01])]"
3.5,5.0,0.7000000000000001,3.0,L50,48,70,0.0,20,"[0.5034548782991748, 0.3047910456690389, 0.3187235293343885, 0.2599835050162848, 0.16112000482462338, 0.1431885250343342, 0.2546559583202116, 0.3565859367247749, 0.442365846109008, 0.5098835130244259, 0.2742685736190693, 0.21341788270860462, 0.3569550737947476, 0.2981925854668472, 0.3377406350346457, 0.3109150027961882, 0.3799216685540091]","[0.13392034139867506, 0.13311946631339683, 0.1323809741250933, 0.13169731417860997, 0.1310621445370143, 0.13047009541356544, 0.12991658664085734, 0.12939768520540307, 0.12890999287780866, 0.12845055672086245, 0.12801679718064599, 0.12760644982868305, 0.12721751780217014, 0.12684823270132994, 0.1264970222266831, 0.12616248322843612, 0.12584335913258135]","[16, 17, 16, 15, 14, 13, 13, 13, 13, 13, 14, 15, 16, 17, 18, 19, 20]","[array([5.76446069e-04, 1.50638772e-02, 1.73021277e-01, 5.03454878e-01,
       1.20738149e-03, 1.64342799e-02, 9.66577327e-02, 1.88163152e-01,
       7.94066242e-05, 6.79197723e-04, 2.15590220e-03, 2.50646845e-03]), array([0.01812705, 0.025348  , 0.02319113, 0.00568038, 0.30479105,
       0.25604776, 0.0931073 , 0.01207874, 0.15601   , 0.08656088,
       0.01772713, 0.0013306 ]), array([1.77790979e-03, 2.86809226e-02, 1.60309106e-01, 3.18723529e-01,
       6.14408234e-03, 6.03517506e-02, 1.78892810e-01, 2.33111825e-01,
       2.49824183e-04, 1.86578639e-03, 4.77008865e-03, 5.12236516e-03]), array([0.00602193, 0.05775877, 0.25998351, 0.29511374, 0.01220403,
       0.07146689, 0.16755113, 0.12134144, 0.00077616, 0.00268905,
       0.00346153, 0.00163182]), array([0.0358164 , 0.16112   , 0.30358396, 0.09527927, 0.06567581,
       0.15512363, 0.13770525, 0.03254095, 0.00404862, 0.00565497,
       0.00290694, 0.00054419]), array([1.43188525e-01, 2.79678587e-01, 1.28306204e-01, 8.01426048e-03,
       1.90501541e-01, 1.82049969e-01, 4.83496326e-02, 3.88330966e-03,
       9.50691169e-03, 5.34668876e-03, 1.09223364e-03, 8.21368598e-05]), array([2.54655958e-01, 3.07530254e-01, 5.29837740e-02, 3.76724000e-03,
       1.99915262e-01, 1.39491365e-01, 2.74840880e-02, 2.54777318e-03,
       6.94709976e-03, 3.83773221e-03, 7.80221182e-04, 5.92322145e-05]), array([3.56585937e-01, 2.88386021e-01, 3.13083007e-02, 3.18925919e-03,
       1.77219638e-01, 1.08898785e-01, 2.22585530e-02, 2.18742335e-03,
       5.94280732e-03, 3.29693727e-03, 6.74853397e-04, 5.14853919e-05]), array([4.42365846e-01, 2.52287693e-01, 2.50442302e-02, 2.93293680e-03,
       1.53924371e-01, 9.22598629e-02, 2.00677068e-02, 2.00141392e-03,
       5.42827087e-03, 3.01961648e-03, 6.20530695e-04, 4.75212987e-05]), array([5.09883513e-01, 2.15186096e-01, 2.27737518e-02, 2.78083440e-03,
       1.36886001e-01, 8.32082972e-02, 1.88014102e-02, 1.88608172e-03,
       5.11213828e-03, 2.84941075e-03, 5.87334100e-04, 4.51313125e-05]), array([0.33586459, 0.27426857, 0.08050576, 0.02479704, 0.07531406,
       0.11626053, 0.06674799, 0.01671581, 0.00293913, 0.00408355,
       0.00210012, 0.00040284]), array([0.06836257, 0.24505212, 0.21341788, 0.12939968, 0.01836895,
       0.09417405, 0.14160379, 0.07998934, 0.00086344, 0.00302581,
       0.00388965, 0.00185273]), array([2.28751975e-03, 6.35511265e-02, 2.55275756e-01, 3.56955074e-01,
       1.66764259e-03, 2.49999156e-02, 1.20504064e-01, 1.67769258e-01,
       9.70964856e-05, 8.50364355e-04, 2.75992396e-03, 3.28225889e-03]), array([0.02343322, 0.04395611, 0.03016146, 0.00433813, 0.29819259,
       0.25043212, 0.09290204, 0.01088464, 0.14498403, 0.08199951,
       0.01735443, 0.00136173]), array([0.01033869, 0.02822084, 0.02171734, 0.0063444 , 0.21549791,
       0.33774064, 0.16031804, 0.03316357, 0.06542721, 0.08057087,
       0.03443173, 0.00622876]), array([0.00224302, 0.01628234, 0.03381184, 0.02639563, 0.04797707,
       0.26223482, 0.310915  , 0.14552084, 0.01415073, 0.05305896,
       0.06103252, 0.02637721]), array([2.44813263e-04, 4.55354424e-03, 2.89502538e-02, 5.77371649e-02,
       3.66720249e-03, 7.18604636e-02, 3.25525890e-01, 3.79921669e-01,
       1.52181214e-03, 1.52887815e-02, 5.29969548e-02, 5.77314504e-02])]"
3.5,5.0,0.7000000000000001,3.0,L50,49,70,0.0,20,"[0.5034548782991748, 0.3047910456690389, 0.3187235293343885, 0.2599835050162848, 0.16112000482462338, 0.1431885250343342, 0.2546559583202116, 0.3565859367247749, 0.442365846109008, 0.5098835130244259, 0.2742685736190693, 0.21341788270860462, 0.3569550737947476, 0.2981925854668472, 0.3377406350346457, 0.3109150027961882, 0.3799216685540091]","[0.13392034139867506, 0.13311946631339683, 0.1323809741250933, 0.13169731417860997, 0.1310621445370143, 0.13047009541356544, 0.12991658664085734, 0.12939768520540307, 0.12890999287780866, 0.12845055672086245, 0.12801679718064599, 0.12760644982868305, 0.12721751780217014, 0.12684823270132994, 0.1264970222266831, 0.12616248322843612, 0.12584335913258135]","[16, 17, 16, 15, 14, 13, 13, 13, 13, 13, 14, 15, 16, 17, 18, 19, 20]","[array([5.76446069e-04, 1.50638772e-02, 1.73021277e-01, 5.03454878e-01,
       1.20738149e-03, 1.64342799e-02, 9.66577327e-02, 1.88163152e-01,
       7.94066242e-05, 6.79197723e-04, 2.15590220e-03, 2.50646845e-03]), array([0.01812705, 0.025348  , 0.02319113, 0.00568038, 0.30479105,
       0.25604776, 0.0931073 , 0.01207874, 0.15601   , 0.08656088,
       0.01772713, 0.0013306 ]), array([1.77790979e-03, 2.86809226e-02, 1.60309106e-01, 3.18723529e-01,
       6.14408234e-03, 6.03517506e-02, 1.78892810e-01, 2.33111825e-01,
       2.49824183e-04, 1.86578639e-03, 4.77008865e-03, 5.12236516e-03]), array([0.00602193, 0.05775877, 0.25998351, 0.29511374, 0.01220403,
       0.07146689, 0.16755113, 0.12134144, 0.00077616, 0.00268905,
       0.00346153, 0.00163182]), array([0.0358164 , 0.16112   , 0.30358396, 0.09527927, 0.06567581,
       0.15512363, 0.13770525, 0.03254095, 0.00404862, 0.00565497,
       0.00290694, 0.00054419]), array([1.43188525e-01, 2.79678587e-01, 1.28306204e-01, 8.01426048e-03,
       1.90501541e-01, 1.82049969e-01, 4.83496326e-02, 3.88330966e-03,
       9.50691169e-03, 5.34668876e-03, 1.09223364e-03, 8.21368598e-05]), array([2.54655958e-01, 3.07530254e-01, 5.29837740e-02, 3.76724000e-03,
       1.99915262e-01, 1.39491365e-01, 2.74840880e-02, 2.54777318e-03,
       6.94709976e-03, 3.83773221e-03, 7.80221182e-04, 5.92322145e-05]), array([3.56585937e-01, 2.88386021e-01, 3.13083007e-02, 3.18925919e-03,
       1.77219638e-01, 1.08898785e-01, 2.22585530e-02, 2.18742335e-03,
       5.94280732e-03, 3.29693727e-03, 6.74853397e-04, 5.14853919e-05]), array([4.42365846e-01, 2.52287693e-01, 2.50442302e-02, 2.93293680e-03,
       1.53924371e-01, 9.22598629e-02, 2.00677068e-02, 2.00141392e-03,
       5.42827087e-03, 3.01961648e-03, 6.20530695e-04, 4.75212987e-05]), array([5.09883513e-01, 2.15186096e-01, 2.27737518e-02, 2.78083440e-03,
       1.36886001e-01, 8.32082972e-02, 1.88014102e-02, 1.88608172e-03,
       5.11213828e-03, 2.84941075e-03, 5.87334100e-04, 4.51313125e-05]), array([0.33586459, 0.27426857, 0.08050576, 0.02479704, 0.07531406,
       0.11626053, 0.06674799, 0.01671581, 0.00293913, 0.00408355,
       0.00210012, 0.00040284]), array([0.06836257, 0.24505212, 0.21341788, 0.12939968, 0.01836895,
       0.09417405, 0.14160379, 0.07998934, 0.00086344, 0.00302581,
       0.00388965, 0.00185273]), array([2.28751975e-03, 6.35511265e-02, 2.55275756e-01, 3.56955074e-01,
       1.66764259e-03, 2.49999156e-02, 1.20504064e-01, 1.67769258e-01,
       9.70964856e-05, 8.50364355e-04, 2.75992396e-03, 3.28225889e-03]), array([0.02343322, 0.04395611, 0.03016146, 0.00433813, 0.29819259,
       0.25043212, 0.09290204, 0.01088464, 0.14498403, 0.08199951,
       0.01735443, 0.00136173]), array([0.01033869, 0.02822084, 0.02171734, 0.0063444 , 0.21549791,
       0.33774064, 0.16031804, 0.03316357, 0.06542721, 0.08057087,
       0.03443173, 0.00622876]), array([0.00224302, 0.01628234, 0.03381184, 0.02639563, 0.04797707,
       0.26223482, 0.310915  , 0.14552084, 0.01415073, 0.05305896,
       0.06103252, 0.02637721]), array([2.44813263e-04, 4.55354424e-03, 2.89502538e-02, 5.77371649e-02,
       3.66720249e-03, 7.18604636e-02, 3.25525890e-01, 3.79921669e-01,
       1.52181214e-03, 1.52887815e-02, 5.29969548e-02, 5.77314504e-02])]"
3.5,5.0,0.7000000000000001,3.0,L50,50,6,4.0,13,[0.4590223986647502],[0.21595368879610674],[17],"[array([2.05669267e-01, 1.10594672e-01, 2.05185211e-02, 1.56634083e-03,
       4.59022399e-01, 1.60018178e-01, 1.60712069e-02, 7.19166904e-04,
       1.90909472e-02, 6.24129790e-03, 4.76510362e-04, 1.14928487e-05])]"
3.5,5.0,0.7000000000000001,3.0,L100,1,10,3.0,5,"[0.46251741706672095, 0.3975808403069947]","[0.13392034139867506, 0.1331194663133968]","[7, 8]","[array([0.00130172, 0.00739834, 0.01515886, 0.01063109, 0.04504242,
       0.26026886, 0.46251742, 0.1877377 , 0.00130172, 0.00361415,
       0.00373762, 0.00129009]), array([1.83299005e-04, 2.52313418e-03, 1.26883830e-02, 2.24314397e-02,
       5.92347290e-03, 9.06561570e-02, 4.61040484e-01, 3.97580840e-01,
       1.83299005e-04, 1.22470512e-03, 2.99581588e-03, 2.56897031e-03])]"
3.5,5.0,0.7000000000000001,3.0,L100,2,6,0.0,2,[0.47221192719653354],[0.1791522673671123],[2],"[array([2.34828813e-01, 4.72211927e-01, 2.34828813e-01, 3.73274120e-02,
       7.60213780e-03, 8.97395734e-03, 3.68218248e-03, 5.43863771e-04,
       4.37135933e-07, 3.45959891e-07, 1.00351336e-07, 1.06682128e-08])]"
3.5,5.0,0.7000000000000001,3.0,L100,3,6,0.0,6,[0.4719774368465293],[0.13022845026095756],[6],"[array([0.00326184, 0.00798741, 0.00668344, 0.0020436 , 0.22793109,
       0.47197744, 0.22793109, 0.03377651, 0.00668344, 0.00798741,
       0.00326184, 0.00047488])]"
3.5,5.0,0.7000000000000001,3.0,L100,4,6,0.0,2,[0.47221192719653354],[0.1791522673671123],[2],"[array([2.34828813e-01, 4.72211927e-01, 2.34828813e-01, 3.73274120e-02,
       7.60213780e-03, 8.97395734e-03, 3.68218248e-03, 5.43863771e-04,
       4.37135933e-07, 3.45959891e-07, 1.00351336e-07, 1.06682128e-08])]"
3.5,5.0,0.7000000000000001,3.0,L100,5,6,1.0,10,[0.6149311604588675],[0.156158430287535],[9],"[array([1.69960585e-07, 2.35402391e-07, 1.19519841e-07, 2.22437988e-08,
       6.76193089e-03, 6.10232229e-03, 2.02081147e-03, 2.55941248e-04,
       6.14931160e-01, 3.17086646e-01, 4.92212230e-02, 3.61941773e-03])]"
3.5,5.0,0.7000000000000001,3.0,L100,6,6,1.0,7,[0.468284440209285],[0.13022845026095756],[6],"[array([0.0020586 , 0.00550113, 0.00498131, 0.00165876, 0.20750585,
       0.46828444, 0.24499954, 0.03950889, 0.00856331, 0.01115809,
       0.00498131, 0.00079877])]"
3.5,5.0,0.7000000000000001,3.0,L100,7,6,1.0,2,[0.6052208171887004],[0.1791522673671123],[1],"[array([6.05220817e-01, 3.17502452e-01, 5.13508624e-02, 3.86588602e-03,
       1.44910420e-02, 6.46596431e-03, 1.03888594e-03, 6.30141180e-05,
       7.93377185e-07, 2.52298140e-07, 2.94057925e-08, 1.25620937e-09])]"
3.5,5.0,0.7000000000000001,3.0,L100,8,10,1.0,8,"[0.46251741706672095, 0.4095508879270513]","[0.13392034139867506, 0.13311946631339683]","[6, 7]","[array([0.00129009, 0.00373762, 0.00361415, 0.00130172, 0.1877377 ,
       0.46251742, 0.26026886, 0.04504242, 0.01063109, 0.01515886,
       0.00739834, 0.00130172]), array([3.02604253e-04, 2.18538709e-03, 5.53276341e-03, 5.12823581e-03,
       4.68318582e-02, 3.36319708e-01, 4.09550888e-01, 1.65723572e-01,
       2.64224504e-03, 9.25591875e-03, 1.13985843e-02, 5.12823581e-03])]"
3.5,5.0,0.7000000000000001,3.0,L100,9,14,3.0,11,"[0.4382294981203205, 0.41500011533852743, 0.4647601812468722]","[0.17915226736711232, 0.1779874098793213, 0.17690521124762623]","[6, 7, 8]","[array([0.00045253, 0.00140612, 0.00128499, 0.00051485, 0.14274956,
       0.4382295 , 0.28679179, 0.05628981, 0.01656352, 0.03130381,
       0.01986267, 0.00455085]), array([4.94646262e-05, 4.71440259e-04, 1.49593379e-03, 1.78913913e-03,
       3.07907055e-02, 3.08373203e-01, 4.15000115e-01, 1.79293533e-01,
       3.60779055e-03, 1.67006725e-02, 2.67706089e-02, 1.56573940e-02]), array([5.96616333e-06, 1.39885304e-04, 1.19225795e-03, 3.58086068e-03,
       1.92226510e-03, 7.31145034e-02, 3.99108341e-01, 4.64760181e-01,
       4.25796275e-04, 4.90313139e-03, 2.05589603e-02, 3.02878510e-02])]"
3.5,5.0,0.7000000000000001,3.0,L100,10,6,0.0,9,[0.6365588626522868],[0.1420311739784332],[9],"[array([3.49873191e-07, 4.42052647e-07, 2.04725186e-07, 3.47532968e-08,
       9.57760318e-03, 7.93561716e-03, 2.39774991e-03, 2.76818924e-04,
       6.36558863e-01, 2.99172851e-01, 4.13596974e-02, 2.71976848e-03])]"
3.5,5.0,0.7000000000000001,3.0,L100,11,6,4.0,8,[0.5609246763412861],[0.13392034139867506],[12],"[array([1.41987851e-08, 2.52218841e-07, 1.64217565e-06, 3.91885016e-06,
       2.36340763e-04, 2.98159058e-03, 1.45133501e-02, 2.53310154e-02,
       4.89128761e-03, 5.62238602e-02, 3.34892052e-01, 5.60924676e-01])]"
3.5,5.0,0.7000000000000001,3.0,L100,12,10,2.0,5,"[0.4620678088667851, 0.41784018624215613]","[0.13392034139867506, 0.1331194663133968]","[2, 3]","[array([1.71365799e-01, 4.62067809e-01, 2.73727766e-01, 4.88523662e-02,
       1.23443926e-02, 1.93642483e-02, 1.02978924e-02, 1.97451367e-03,
       2.08730169e-06, 2.17678992e-06, 8.32023576e-07, 1.16560395e-07]), array([4.07750781e-02, 3.32414583e-01, 4.17840186e-01, 1.71821802e-01,
       2.95949034e-03, 1.13770505e-02, 1.52969097e-02, 7.51122877e-03,
       5.23952919e-07, 1.36958438e-06, 1.31425212e-06, 4.62986058e-07])]"
3.5,5.0,0.7000000000000001,3.0,L100,13,10,3.0,5,"[0.46251741706672095, 0.3975808403069947]","[0.13392034139867506, 0.1331194663133968]","[7, 8]","[array([0.00130172, 0.00739834, 0.01515886, 0.01063109, 0.04504242,
       0.26026886, 0.46251742, 0.1877377 , 0.00130172, 0.00361415,
       0.00373762, 0.00129009]), array([1.83299005e-04, 2.52313418e-03, 1.26883830e-02, 2.24314397e-02,
       5.92347290e-03, 9.06561570e-02, 4.61040484e-01, 3.97580840e-01,
       1.83299005e-04, 1.22470512e-03, 2.99581588e-03, 2.56897031e-03])]"
3.5,5.0,0.7000000000000001,3.0,L100,14,6,1.0,2,[0.6052208171887004],[0.1791522673671123],[1],"[array([6.05220817e-01, 3.17502452e-01, 5.13508624e-02, 3.86588602e-03,
       1.44910420e-02, 6.46596431e-03, 1.03888594e-03, 6.30141180e-05,
       7.93377185e-07, 2.52298140e-07, 2.94057925e-08, 1.25620937e-09])]"
3.5,5.0,0.7000000000000001,3.0,L100,15,6,0.0,12,[0.6254886339826713],[0.21595368879610674],[12],"[array([5.20203421e-10, 1.33505184e-08, 1.25582561e-07, 4.32945372e-07,
       3.77074132e-05, 6.81224560e-04, 4.62714032e-03, 1.13092818e-02,
       3.33197778e-03, 4.74488047e-02, 3.07074657e-01, 6.25488634e-01])]"
3.5,5.0,0.7000000000000001,3.0,L100,16,6,0.0,10,[0.4759890622647313],[0.156158430287535],[10],"[array([9.45002107e-08, 3.25785559e-07, 4.11637799e-07, 1.90643529e-07,
       3.50249907e-03, 8.55588472e-03, 7.20920659e-03, 2.21898447e-03,
       2.33325760e-01, 4.75989062e-01, 2.33325760e-01, 3.58718207e-02])]"
3.5,5.0,0.7000000000000001,3.0,L100,17,6,1.0,10,[0.6149311604588675],[0.156158430287535],[9],"[array([1.69960585e-07, 2.35402391e-07, 1.19519841e-07, 2.22437988e-08,
       6.76193089e-03, 6.10232229e-03, 2.02081147e-03, 2.55941248e-04,
       6.14931160e-01, 3.17086646e-01, 4.92212230e-02, 3.61941773e-03])]"
3.5,5.0,0.7000000000000001,3.0,L100,18,6,0.0,1,[0.6254886339826713],[0.21595368879610674],[1],"[array([6.25488634e-01, 3.07074657e-01, 4.74488047e-02, 3.33197778e-03,
       1.13092818e-02, 4.62714032e-03, 6.81224560e-04, 3.77074132e-05,
       4.32945372e-07, 1.25582561e-07, 1.33505184e-08, 5.20203421e-10])]"
3.5,5.0,0.7000000000000001,3.0,L100,19,6,1.0,5,[0.4732870678099178],[0.13392034139867506],[6],"[array([5.06479660e-03, 1.13423145e-02, 8.70983130e-03, 2.43546195e-03,
       2.48000597e-01, 4.73287068e-01, 2.09933769e-01, 2.82092818e-02,
       5.06479660e-03, 5.58668803e-03, 2.09063766e-03, 2.74757797e-04])]"
3.5,5.0,0.7000000000000001,3.0,L100,20,10,1.0,7,"[0.5883126470397412, 0.4149831782997104]","[0.13022845026095756, 0.12943415620161575]","[5, 6]","[array([4.21820459e-03, 3.98436382e-03, 1.40622906e-03, 1.94060345e-04,
       5.88312647e-01, 3.20421699e-01, 5.11188113e-02, 3.98087893e-03,
       1.67568483e-02, 8.10698433e-03, 1.40622906e-03, 9.30441329e-05]), array([0.00198775, 0.00500937, 0.00462601, 0.001603  , 0.36295433,
       0.41498318, 0.15251448, 0.03219583, 0.0084046 , 0.01031756,
       0.00462601, 0.00077789])]"
3.5,5.0,0.7000000000000001,3.0,L100,21,6,0.0,10,[0.4759890622647313],[0.156158430287535],[10],"[array([9.45002107e-08, 3.25785559e-07, 4.11637799e-07, 1.90643529e-07,
       3.50249907e-03, 8.55588472e-03, 7.20920659e-03, 2.21898447e-03,
       2.33325760e-01, 4.75989062e-01, 2.33325760e-01, 3.58718207e-02])]"
