init_delta_t,init_sigma_position_memory,weight_memory_decay,spatial_dist_coeff,layout,episode_num,steps,error,true_last_word_mjidx,gaze_positions_list,true_last_word_memory_list,gaze_positions_list,all_words_belief_list 
3.0,4.5,0.7000000000000001,3.5,L50,22,14,2.0,13,"[0.5090160603237942, 0.36778526170558773, 0.3213735136621132]","[0.24228230294217007, 0.2400471833731285, 0.23799375966794206]","[13, 14, 15]","[array([5.09016060e-01, 3.01134620e-01, 7.15408221e-02, 8.56842784e-03,
       7.43033179e-02, 2.96641752e-02, 4.87886889e-03, 3.76167027e-04,
       3.86116341e-04, 1.16580332e-04, 1.41741320e-05, 6.69658811e-07]), array([3.39141689e-01, 3.67785262e-01, 1.63335271e-01, 3.94430188e-02,
       4.39274588e-02, 3.33156755e-02, 1.09320646e-02, 1.76834836e-03,
       2.13206378e-04, 1.09788561e-04, 2.55002611e-05, 2.71700484e-06]), array([1.24475897e-01, 3.39098987e-01, 3.21373514e-01, 1.41010500e-01,
       1.74189809e-02, 2.96729421e-02, 2.03810129e-02, 6.31007514e-03,
       9.83399098e-05, 1.01938749e-04, 4.76677862e-05, 1.01443382e-05])]"
3.0,4.5,0.7000000000000001,3.5,L50,23,18,0.0,18,"[0.2267275117066158, 0.16989147406209518, 0.3589114518593074, 0.31018696884547303]","[0.14358691513360786, 0.14239091702668963, 0.1413021086932789, 0.14030574304882357]","[14, 13, 17, 18]","[array([0.089815  , 0.22672751, 0.19203029, 0.06544056, 0.10620498,
       0.17396021, 0.10620498, 0.02703769, 0.00522336, 0.0049284 ,
       0.00204855, 0.00037848]), array([1.69891474e-01, 2.60087061e-01, 1.03553682e-01, 1.64093866e-02,
       2.01029990e-01, 1.73504246e-01, 5.26573190e-02, 6.82064423e-03,
       1.00716601e-02, 4.83848487e-03, 1.03571187e-03, 1.00340093e-04]), array([0.08196285, 0.09243889, 0.02594455, 0.00450845, 0.35891145,
       0.25217351, 0.06678833, 0.00924866, 0.06822621, 0.0322314 ,
       0.006886  , 0.0006797 ]), array([0.02922277, 0.05680689, 0.04023233, 0.01754639, 0.25591836,
       0.31018697, 0.14406595, 0.03794245, 0.04785256, 0.04163929,
       0.01569202, 0.00289403])]"
3.0,4.5,0.7000000000000001,3.5,L50,24,6,0.0,16,[0.4850864613655961],[0.15551393749492284],[16],"[array([7.05188412e-03, 6.21346996e-02, 2.79583851e-01, 4.85086461e-01,
       5.17645718e-03, 2.56869847e-02, 6.44131063e-02, 6.95009271e-02,
       1.26207010e-04, 3.59338457e-04, 5.07662162e-04, 3.72421007e-04])]"
3.0,4.5,0.7000000000000001,3.5,L50,25,34,0.0,20,"[0.2865636522078999, 0.2610533211949654, 0.2180230344617525, 0.16232331790687576, 0.09724249528182495, 0.2758167971291466, 0.3006635423819326, 0.34428127610623077]","[0.14720590757510899, 0.14602876154737818, 0.14495526431009323, 0.143971301706733, 0.14306528987469272, 0.14222762307429476, 0.1414502615665939, 0.14072641948958467]","[18, 17, 16, 15, 14, 18, 19, 20]","[array([0.00777343, 0.0207677 , 0.02157993, 0.01057442, 0.13606916,
       0.28656365, 0.21057287, 0.06266968, 0.07984239, 0.10227639,
       0.05073595, 0.01057442]), array([0.00991249, 0.01623967, 0.00959917, 0.00257995, 0.26105332,
       0.30786743, 0.10779657, 0.0153182 , 0.14610295, 0.09690364,
       0.02404666, 0.00257995]), array([0.00235463, 0.0245442 , 0.10224779, 0.21802303, 0.01692515,
       0.11252323, 0.22760343, 0.26330382, 0.00177451, 0.00744248,
       0.01255616, 0.01070157]), array([0.00545472, 0.04332858, 0.16232332, 0.22312927, 0.0237921 ,
       0.11278385, 0.22572549, 0.17750427, 0.00361162, 0.00851536,
       0.0092834 , 0.00454803]), array([0.0216371 , 0.0972425 , 0.19257773, 0.10341894, 0.08351275,
       0.19586111, 0.19952489, 0.06897326, 0.01227345, 0.01482527,
       0.00815146, 0.00200155]), array([0.00896283, 0.04038918, 0.05572098, 0.01780328, 0.12228903,
       0.2758168 , 0.21907872, 0.0625781 , 0.06553761, 0.07903711,
       0.04243559, 0.01035077]), array([0.00228457, 0.01679412, 0.03779158, 0.0300163 , 0.04826065,
       0.21923371, 0.30066354, 0.1587784 , 0.02636849, 0.06573504,
       0.06547585, 0.02859774]), array([0.00043865, 0.0057237 , 0.0298157 , 0.0568392 , 0.00875007,
       0.08977865, 0.30948204, 0.34428128, 0.00551588, 0.0288829 ,
       0.06412464, 0.05636731])]"
3.0,4.5,0.7000000000000001,3.5,L50,26,6,1.0,23,[0.3751977193705235],[0.19728727731657003],[22],"[array([5.23082178e-05, 1.53247395e-04, 2.11914249e-04, 1.64192321e-04,
       1.36701323e-02, 3.67242787e-02, 3.86965546e-02, 1.82014849e-02,
       1.99272013e-01, 3.75197719e-01, 2.50009233e-01, 6.76469223e-02])]"
3.0,4.5,0.7000000000000001,3.5,L50,27,6,5.0,14,[0.17323350427595205],[0.19728727731657006],[19],"[array([0.04237699, 0.14413752, 0.20796057, 0.11445792, 0.06325085,
       0.16171133, 0.1732335 , 0.06462842, 0.00304657, 0.00810607,
       0.01162316, 0.0054671 ])]"
3.0,4.5,0.7000000000000001,3.5,L50,28,6,1.0,22,[0.3410468079181758],[0.17082853840049234],[23],"[array([2.55416386e-05, 1.94090866e-04, 6.20545386e-04, 8.91182625e-04,
       6.51877565e-03, 3.50844687e-02, 7.87741733e-02, 6.88803186e-02,
       6.07889545e-02, 2.26356829e-01, 3.41046808e-01, 1.80818312e-01])]"
3.0,4.5,0.7000000000000001,3.5,L50,29,10,2.0,13,"[0.3886955734467237, 0.3373289130958001]","[0.24228230294217007, 0.2400471833731285]","[14, 15]","[array([2.62173335e-01, 3.88695573e-01, 2.08296276e-01, 4.55794803e-02,
       4.09480672e-02, 3.78527559e-02, 1.39430215e-02, 2.08510571e-03,
       2.23095404e-04, 1.49620024e-04, 4.79482387e-05, 5.72145307e-06]), array([1.11493904e-01, 3.39591583e-01, 3.37328913e-01, 1.39468416e-01,
       1.66476713e-02, 2.92518144e-02, 2.00479469e-02, 5.93618395e-03,
       9.00484246e-05, 9.22934258e-05, 4.24706727e-05, 8.75487959e-06])]"
3.0,4.5,0.7000000000000001,3.5,L50,30,6,3.0,16,[0.2514474270510683],[0.15551393749492284],[19],"[array([0.01786216, 0.07628232, 0.13773607, 0.09591778, 0.06697859,
       0.20348156, 0.25144743, 0.10781782, 0.00718205, 0.01451482,
       0.01489768, 0.00588174])]"
3.0,4.5,0.7000000000000001,3.5,L50,31,78,1.0,17,"[0.28818769315659654, 0.32278905083106174, 0.34415368741400293, 0.3579177992655333, 0.3671335260849007, 0.3735554840484855, 0.3782238222877028, 0.38176853732131905, 0.3845775588711853, 0.38689304481147063, 0.3888680491930601, 0.3906005395151238, 0.3921541159414979, 0.3935707655217478, 0.2660263178840134, 0.265734489087077, 0.36825778786371655, 0.30982735777765963, 0.29461294307234526]","[0.14720590757510899, 0.14602876154737818, 0.1449552643100932, 0.143971301706733, 0.14306528987469275, 0.14222762307429476, 0.1414502615665939, 0.14072641948958467, 0.14005032532370812, 0.13941703584371484, 0.1388222900209212, 0.13826239313884567, 0.13773412402062613, 0.13723466012263263, 0.13676151657405122, 0.13631249620084143, 0.13588564827410457, 0.1354792342421274, 0.1350916990935668]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 14, 15, 16, 17, 18]","[array([2.88187693e-01, 2.38898500e-01, 7.75971936e-02, 1.35716262e-02,
       2.11080665e-01, 1.27034060e-01, 3.13395034e-02, 3.84561341e-03,
       5.63859962e-03, 2.34046256e-03, 4.29975154e-04, 3.61080499e-05]), array([3.22789051e-01, 2.40947668e-01, 6.95926969e-02, 1.25774385e-02,
       1.98690291e-01, 1.15511551e-01, 2.83938867e-02, 3.62708056e-03,
       5.23467850e-03, 2.18663703e-03, 4.13110166e-04, 3.59116944e-05]), array([3.44153687e-01, 2.38084093e-01, 6.66329636e-02, 1.22441222e-02,
       1.89902081e-01, 1.10043164e-01, 2.75467322e-02, 3.56882937e-03,
       5.18019489e-03, 2.18788280e-03, 4.19241370e-04, 3.70076234e-05]), array([3.57917799e-01, 2.34663355e-01, 6.53100452e-02, 1.20534896e-02,
       1.84292989e-01, 1.07211353e-01, 2.71526449e-02, 3.54402858e-03,
       5.17931900e-03, 2.20850061e-03, 4.28165347e-04, 3.83104525e-05]), array([3.67133526e-01, 2.31857434e-01, 6.45797065e-02, 1.19216011e-02,
       1.80634678e-01, 1.05519313e-01, 2.69125063e-02, 3.53266691e-03,
       5.19613725e-03, 2.23488939e-03, 4.37876228e-04, 3.96662478e-05]), array([3.73555484e-01, 2.29825399e-01, 6.41030705e-02, 1.18205821e-02,
       1.78091164e-01, 1.04360520e-01, 2.67442177e-02, 3.52769434e-03,
       5.22011689e-03, 2.26303807e-03, 4.47694554e-04, 4.10186393e-05]), array([3.78223822e-01, 2.28437966e-01, 6.37537062e-02, 1.17378871e-02,
       1.76187983e-01, 1.03479566e-01, 2.66153330e-02, 3.52596621e-03,
       5.24681978e-03, 2.29127198e-03, 4.57334002e-04, 4.23434514e-05]), array([3.81768537e-01, 2.27520546e-01, 6.34765988e-02, 1.16670808e-02,
       1.74667717e-01, 1.02760067e-01, 2.65102227e-02, 3.52593370e-03,
       5.27416093e-03, 2.31883669e-03, 4.66669580e-04, 4.36300106e-05]), array([3.84577559e-01, 2.26924977e-01, 6.32444908e-02, 1.16045693e-02,
       1.73390141e-01, 1.02143904e-01, 2.64205295e-02, 3.52678672e-03,
       5.30112321e-03, 2.34539573e-03, 4.75650324e-04, 4.48739612e-05]), array([3.86893045e-01, 2.26542257e-01, 6.30425180e-02, 1.15482060e-02,
       1.72276656e-01, 1.01599397e-01, 2.63414712e-02, 3.52808485e-03,
       5.32721364e-03, 2.37081593e-03, 4.84261366e-04, 4.60740980e-05]), array([3.88868049e-01, 2.26297343e-01, 6.28619923e-02, 1.14966330e-02,
       1.71281312e-01, 1.01107909e-01, 2.62701651e-02, 3.52958329e-03,
       5.35220937e-03, 2.39506671e-03, 4.92505968e-04, 4.72308410e-05]), array([3.90600540e-01, 2.26140422e-01, 6.26975586e-02, 1.14489471e-02,
       1.70375906e-01, 1.00657746e-01, 2.62047944e-02, 3.53114503e-03,
       5.37603058e-03, 2.41816975e-03, 5.00396462e-04, 4.83454522e-05]), array([3.92154116e-01, 2.26039150e-01, 6.25457653e-02, 1.14045187e-02,
       1.69542222e-01, 1.00241152e-01, 2.61441666e-02, 3.53269411e-03,
       5.39867381e-03, 2.44017269e-03, 5.07949479e-04, 4.94196128e-05]), array([3.93570766e-01, 2.25972819e-01, 6.24042946e-02, 1.13628898e-02,
       1.68767894e-01, 9.98527302e-02, 2.60874673e-02, 3.53418975e-03,
       5.42017551e-03, 2.46113495e-03, 5.15183362e-04, 5.04551882e-05]), array([2.37966983e-01, 2.66026318e-01, 1.43266463e-01, 5.09031861e-02,
       1.01268931e-01, 1.17145897e-01, 5.98960105e-02, 1.58935393e-02,
       3.27868024e-03, 2.92147192e-03, 1.20122025e-03, 2.31300203e-04]), array([0.06604238, 0.22126255, 0.26573449, 0.16599504, 0.03389285,
       0.09275558, 0.09935338, 0.04892938, 0.00126355, 0.00225089,
       0.00183106, 0.00068885]), array([8.23183361e-03, 8.80054088e-02, 2.96782998e-01, 3.68257788e-01,
       6.37745078e-03, 3.83010466e-02, 9.56277425e-02, 9.43431990e-02,
       2.81303212e-04, 9.89348457e-04, 1.60817656e-03, 1.19370412e-03]), array([0.0705171 , 0.09512922, 0.06611131, 0.01486465, 0.30982736,
       0.23350165, 0.08983537, 0.01416558, 0.06692186, 0.03146724,
       0.0069496 , 0.00070908]), array([0.04062001, 0.07821842, 0.06075194, 0.02145679, 0.2466102 ,
       0.29461294, 0.13842989, 0.0318321 , 0.03995233, 0.03333476,
       0.0120071 , 0.00217351])]"
3.0,4.5,0.7000000000000001,3.5,L50,32,10,0.0,18,"[0.4132010815409602, 0.3156672699800106]","[0.14358691513360786, 0.14239091702668963]","[17, 18]","[array([0.04093061, 0.04042843, 0.01777622, 0.00402926, 0.41320108,
       0.26726906, 0.06770653, 0.00879197, 0.09159146, 0.04042843,
       0.00723101, 0.00061593]), array([0.02092572, 0.04234753, 0.03796727, 0.01733462, 0.27369548,
       0.31566727, 0.14355256, 0.03748486, 0.05105492, 0.04234753,
       0.01495069, 0.00267155])]"
3.0,4.5,0.7000000000000001,3.5,L50,33,6,4.0,17,[0.36753535867030557],[0.14720590757510899],[21],"[array([0.00647639, 0.0067929 , 0.00322003, 0.0007092 , 0.25731974,
       0.15272616, 0.03649197, 0.00437807, 0.36753536, 0.14406563,
       0.0191831 , 0.00110146])]"
3.0,4.5,0.7000000000000001,3.5,L50,34,10,0.0,20,"[0.3161871257972637, 0.37295871274936954]","[0.14720590757510899, 0.14602876154737818]","[19, 20]","[array([0.00176386, 0.0120569 , 0.03179575, 0.03259688, 0.0354114 ,
       0.16762372, 0.31618713, 0.20934879, 0.02398903, 0.06358296,
       0.07304673, 0.03259688]), array([3.32283874e-04, 4.48301757e-03, 2.53094452e-02, 5.30936630e-02,
       7.88027334e-03, 7.76689595e-02, 3.09255552e-01, 3.72958713e-01,
       5.41021960e-03, 2.78610932e-02, 6.26531171e-02, 5.30936630e-02])]"
3.0,4.5,0.7000000000000001,3.5,L50,35,6,1.0,23,[0.3751977193705235],[0.19728727731657003],[22],"[array([5.23082178e-05, 1.53247395e-04, 2.11914249e-04, 1.64192321e-04,
       1.36701323e-02, 3.67242787e-02, 3.86965546e-02, 1.82014849e-02,
       1.99272013e-01, 3.75197719e-01, 2.50009233e-01, 6.76469223e-02])]"
3.0,4.5,0.7000000000000001,3.5,L50,36,6,0.0,23,[0.3691224641200787],[0.19728727731657003],[23],"[array([1.10213579e-05, 9.03760054e-05, 2.96854912e-04, 4.49024465e-04,
       3.70986078e-03, 2.22849592e-02, 5.52891808e-02, 5.40053821e-02,
       5.35989901e-02, 2.20570943e-01, 3.69122464e-01, 2.20570943e-01])]"
3.0,4.5,0.7000000000000001,3.5,L50,37,14,1.0,24,"[0.3334843137655029, 0.1658097837743965, 0.3516413855359339]","[0.24228230294216996, 0.24004718337312844, 0.23799375966794206]","[20, 19, 23]","[array([3.37316592e-05, 9.02804535e-04, 7.05045085e-03, 1.67831510e-02,
       1.21464343e-03, 1.82542795e-02, 1.28134499e-01, 3.33484314e-01,
       5.52344821e-03, 4.36464362e-02, 1.69247720e-01, 2.75724522e-01]), array([4.03675341e-05, 5.46523574e-04, 3.62205398e-03, 6.50931085e-03,
       5.58428476e-03, 3.97974665e-02, 1.65809784e-01, 2.54331981e-01,
       2.66573386e-02, 1.05353645e-01, 2.10933762e-01, 1.80813483e-01]), array([3.57472366e-06, 3.94443707e-05, 2.10700824e-04, 3.47482519e-04,
       2.30457451e-03, 1.77722951e-02, 6.71572377e-02, 7.67035869e-02,
       4.48707551e-02, 1.87108243e-01, 3.51641386e-01, 2.51840720e-01])]"
3.0,4.5,0.7000000000000001,3.5,L50,38,10,3.0,13,"[0.3764387101774661, 0.36013085461839905]","[0.24228230294217007, 0.2400471833731285]","[15, 16]","[array([8.62748114e-02, 2.81825357e-01, 3.76438710e-01, 1.78917388e-01,
       1.45557654e-02, 2.80239165e-02, 2.48618777e-02, 8.77648944e-03,
       8.31927146e-05, 1.09619511e-04, 9.52223652e-05, 3.76492517e-05]), array([2.24062344e-02, 1.49862221e-01, 4.14182486e-01, 3.60130855e-01,
       3.82538250e-03, 1.37559471e-02, 2.21633548e-02, 1.35445726e-02,
       2.27829614e-05, 4.57388185e-05, 4.26237442e-05, 1.78023192e-05])]"
3.0,4.5,0.7000000000000001,3.5,L50,39,86,0.0,18,"[0.24808374926192342, 0.28477078708122405, 0.31085408966261163, 0.32973100507576575, 0.34356016022195673, 0.353823331817356, 0.36155598859921345, 0.3674855999562837, 0.3721243790186488, 0.3758334754083539, 0.3788678641843438, 0.38140785367736546, 0.3835812329860887, 0.38547884670115157, 0.38716554619932, 0.3886878865265029, 0.23330778369898023, 0.2360557613146878, 0.3481855863239311, 0.2909484243443094, 0.30111543975342553]","[0.14358691513360786, 0.14239091702668963, 0.1413021086932789, 0.14030574304882357, 0.13938973265866544, 0.13854406746852543, 0.13776038041202604, 0.1370316186073615, 0.13635179118954882, 0.13571577359389939, 0.13511915398740967, 0.13455811155977998, 0.1340293191717957, 0.1335298648211112, 0.13305718778673523, 0.13260902632692184, 0.13218337454675616, 0.1317784466003626, 0.1313926468027202, 0.13102454453547321, 0.13067285306668264]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 14, 15, 16, 17, 18]","[array([2.48083749e-01, 2.08037843e-01, 6.91857856e-02, 1.29246138e-02,
       2.38961917e-01, 1.58897024e-01, 4.29288072e-02, 5.84469387e-03,
       9.64448727e-03, 4.47874124e-03, 9.24547387e-04, 8.77906571e-05]), array([2.84770787e-01, 2.12059223e-01, 6.09140722e-02, 1.18605493e-02,
       2.27681261e-01, 1.44834065e-01, 3.84721793e-02, 5.43941162e-03,
       8.85529652e-03, 4.14901024e-03, 8.78429160e-04, 8.57152472e-05]), array([3.10854090e-01, 2.10392118e-01, 5.77454952e-02, 1.15035291e-02,
       2.16988190e-01, 1.36662540e-01, 3.68862195e-02, 5.28773514e-03,
       8.63555177e-03, 4.08302069e-03, 8.75001335e-04, 8.65101094e-05]), array([3.29731005e-01, 2.07181641e-01, 5.63298711e-02, 1.12950484e-02,
       2.08948436e-01, 1.31760609e-01, 3.60076311e-02, 5.19538945e-03,
       8.52305568e-03, 4.06063999e-03, 8.78780583e-04, 8.78934472e-05]), array([3.43560160e-01, 2.04004621e-01, 5.55764150e-02, 1.11509077e-02,
       2.03146764e-01, 1.28544230e-01, 3.54011580e-02, 5.13092125e-03,
       8.45436795e-03, 4.05553325e-03, 8.85427056e-04, 8.94947673e-05]), array([3.53823332e-01, 2.01391622e-01, 5.51189446e-02, 1.10433860e-02,
       1.98906239e-01, 1.26240262e-01, 3.49402083e-02, 5.08262106e-03,
       8.40955354e-03, 4.05927604e-03, 8.93381280e-04, 9.11748882e-05]), array([3.61555989e-01, 1.99437350e-01, 5.48168156e-02, 1.09589823e-02,
       1.95703257e-01, 1.24471016e-01, 3.45703027e-02, 5.04458969e-03,
       8.37909124e-03, 4.06784550e-03, 9.01894087e-04, 9.28674937e-05]), array([3.67485600e-01, 1.98071084e-01, 5.46059979e-02, 1.08900638e-02,
       1.93189186e-01, 1.23040755e-01, 3.42620136e-02, 5.01346026e-03,
       8.35769071e-03, 4.07904641e-03, 9.10565417e-04, 9.45378989e-05]), array([3.72124379e-01, 1.97175212e-01, 5.44526921e-02, 1.08319736e-02,
       1.91141789e-01, 1.21840066e-01, 3.39975858e-02, 4.98716958e-03,
       8.34219003e-03, 4.09160369e-03, 9.19171603e-04, 9.61674282e-05]), array([3.75833475e-01, 1.96633742e-01, 5.43371448e-02, 1.07817261e-02,
       1.89419966e-01, 1.20803238e-01, 3.37656188e-02, 4.96439120e-03,
       8.33061296e-03, 4.10475178e-03, 9.27586259e-04, 9.77462352e-05]), array([3.78867864e-01, 1.96349062e-01, 5.42470651e-02, 1.07373367e-02,
       1.87932849e-01, 1.19888384e-01, 3.35584761e-02, 4.94424159e-03,
       8.32168671e-03, 4.11802439e-03, 9.35739635e-04, 9.92696017e-05]), array([3.81407854e-01, 1.96245044e-01, 5.41745087e-02, 1.06974481e-02,
       1.86620585e-01, 1.19067529e-01, 3.33708732e-02, 4.92611550e-03,
       8.31457421e-03, 4.13113794e-03, 9.43596078e-04, 1.00735877e-04]), array([3.83581233e-01, 1.96264866e-01, 5.41142154e-02, 1.06611101e-02,
       1.85442721e-01, 1.18321288e-01, 3.31990519e-02, 4.90958848e-03,
       8.30871686e-03, 4.14392342e-03, 9.51140836e-04, 1.02145268e-04]), array([3.85478847e-01, 1.96367322e-01, 5.40626450e-02, 1.06276428e-02,
       1.84371196e-01, 1.17635823e-01, 3.30402744e-02, 4.89435656e-03,
       8.30373800e-03, 4.15628469e-03, 9.58372024e-04, 1.03499098e-04]), array([3.87165546e-01, 1.96523136e-01, 5.40173866e-02, 1.05965504e-02,
       1.83386042e-01, 1.17000991e-01, 3.28925011e-02, 4.88019768e-03,
       8.29938179e-03, 4.16817231e-03, 9.65295592e-04, 1.04799338e-04]), array([3.88687887e-01, 1.96711847e-01, 5.39767834e-02, 1.05674642e-02,
       1.82472699e-01, 1.16409183e-01, 3.27541794e-02, 4.86694644e-03,
       8.29547354e-03, 4.17956666e-03, 9.71922115e-04, 1.06048318e-04]), array([0.23653364, 0.23330778, 0.12486775, 0.04767468, 0.11012962,
       0.13726315, 0.07552321, 0.02195763, 0.00502798, 0.00496482,
       0.00226464, 0.0004851 ]), array([0.06276187, 0.19571007, 0.23605576, 0.15672864, 0.0360861 ,
       0.10867765, 0.12594552, 0.06748664, 0.00191688, 0.00378767,
       0.00341644, 0.00142675]), array([0.00653705, 0.07549015, 0.26486175, 0.34818559, 0.00643676,
       0.04341558, 0.11947383, 0.12826778, 0.00041363, 0.00161293,
       0.00290946, 0.00239549]), array([0.04658913, 0.07231476, 0.05600072, 0.01356467, 0.29094842,
       0.24371324, 0.10510047, 0.01828598, 0.09234132, 0.04804156,
       0.01176705, 0.00133268]), array([0.02625982, 0.0561521 , 0.04745271, 0.01805318, 0.228533  ,
       0.30111544, 0.15555846, 0.03903337, 0.05416919, 0.04988124,
       0.01982399, 0.0039675 ])]"
3.0,4.5,0.7000000000000001,3.5,L50,40,10,0.0,18,"[0.4132010815409602, 0.3156672699800106]","[0.14358691513360786, 0.14239091702668963]","[17, 18]","[array([0.04093061, 0.04042843, 0.01777622, 0.00402926, 0.41320108,
       0.26726906, 0.06770653, 0.00879197, 0.09159146, 0.04042843,
       0.00723101, 0.00061593]), array([0.02092572, 0.04234753, 0.03796727, 0.01733462, 0.27369548,
       0.31566727, 0.14355256, 0.03748486, 0.05105492, 0.04234753,
       0.01495069, 0.00267155])]"
3.0,4.5,0.7000000000000001,3.5,L50,41,22,0.0,20,"[0.20860978762188065, 0.12689396245754506, 0.27227416471261845, 0.3011767530970077, 0.34826485152858333]","[0.14720590757510899, 0.14602876154737818, 0.14495526431009323, 0.143971301706733, 0.14306528987469272]","[15, 14, 18, 19, 20]","[array([0.01035144, 0.08051263, 0.20860979, 0.17947148, 0.02514097,
       0.11449649, 0.21259214, 0.14332369, 0.00363632, 0.00855793,
       0.00908136, 0.00422576]), array([0.02215885, 0.12689396, 0.21390648, 0.08528226, 0.07928103,
       0.18796773, 0.18689317, 0.06203105, 0.01186304, 0.01419686,
       0.00768143, 0.00184414]), array([0.00854098, 0.04764754, 0.05912165, 0.01619974, 0.11988785,
       0.27227416, 0.21583304, 0.06247603, 0.06646936, 0.079417  ,
       0.04206306, 0.01006957]), array([0.00207871, 0.01748364, 0.03758071, 0.02903981, 0.04767397,
       0.21833571, 0.30117675, 0.16093847, 0.02673437, 0.06609944,
       0.06498418, 0.02787424]), array([0.00039467, 0.0054706 , 0.02875109, 0.0552586 , 0.00865725,
       0.08958723, 0.31072191, 0.34826485, 0.00557145, 0.02895591,
       0.06349403, 0.05487241])]"
3.0,4.5,0.7000000000000001,3.5,L50,42,10,2.0,14,"[0.37519771937052354, 0.38367262292670673]","[0.19728727731657006, 0.19576223701628298]","[15, 16]","[array([6.76469223e-02, 2.50009233e-01, 3.75197719e-01, 1.99272013e-01,
       1.82014849e-02, 3.86965546e-02, 3.67242787e-02, 1.36701323e-02,
       1.64192321e-04, 2.11914249e-04, 1.53247395e-04, 5.23082178e-05]), array([1.67389640e-02, 1.26650347e-01, 3.94485038e-01, 3.83672623e-01,
       4.55450172e-03, 1.83893678e-02, 3.28749886e-02, 2.23471763e-02,
       4.32433624e-05, 9.73138042e-05, 1.00219920e-04, 4.62164127e-05])]"
3.0,4.5,0.7000000000000001,3.5,L50,43,6,0.0,19,[0.3218323637288272],[0.14358691513360786],[19],"[array([0.0032224 , 0.01964741, 0.04837634, 0.04624761, 0.04544121,
       0.19077351, 0.32183236, 0.19077351, 0.01941428, 0.04624761,
       0.04837634, 0.01964741])]"
3.0,4.5,0.7000000000000001,3.5,L50,44,6,0.0,16,[0.4850864613655961],[0.15551393749492284],[16],"[array([7.05188412e-03, 6.21346996e-02, 2.79583851e-01, 4.85086461e-01,
       5.17645718e-03, 2.56869847e-02, 6.44131063e-02, 6.95009271e-02,
       1.26207010e-04, 3.59338457e-04, 5.07662162e-04, 3.72421007e-04])]"
3.0,4.5,0.7000000000000001,3.5,L50,45,6,1.0,15,[0.48163322133522046],[0.17082853840049236],[16],"[array([1.01316070e-02, 7.83551483e-02, 3.11100186e-01, 4.81633221e-01,
       4.64091417e-03, 2.04883752e-02, 4.64417414e-02, 4.64975908e-02,
       7.03183021e-05, 1.80887229e-04, 2.51847296e-04, 2.08163376e-04])]"
3.0,4.5,0.7000000000000001,3.5,L50,46,14,1.0,24,"[0.3334843137655029, 0.1658097837743965, 0.3516413855359339]","[0.24228230294216996, 0.24004718337312844, 0.23799375966794206]","[20, 19, 23]","[array([3.37316592e-05, 9.02804535e-04, 7.05045085e-03, 1.67831510e-02,
       1.21464343e-03, 1.82542795e-02, 1.28134499e-01, 3.33484314e-01,
       5.52344821e-03, 4.36464362e-02, 1.69247720e-01, 2.75724522e-01]), array([4.03675341e-05, 5.46523574e-04, 3.62205398e-03, 6.50931085e-03,
       5.58428476e-03, 3.97974665e-02, 1.65809784e-01, 2.54331981e-01,
       2.66573386e-02, 1.05353645e-01, 2.10933762e-01, 1.80813483e-01]), array([3.57472366e-06, 3.94443707e-05, 2.10700824e-04, 3.47482519e-04,
       2.30457451e-03, 1.77722951e-02, 6.71572377e-02, 7.67035869e-02,
       4.48707551e-02, 1.87108243e-01, 3.51641386e-01, 2.51840720e-01])]"
3.0,4.5,0.7000000000000001,3.5,L50,47,6,0.0,24,[0.5090160603237941],[0.24228230294216996],[24],"[array([6.69658811e-07, 1.41741320e-05, 1.16580332e-04, 3.86116341e-04,
       3.76167027e-04, 4.87886889e-03, 2.96641752e-02, 7.43033179e-02,
       8.56842784e-03, 7.15408221e-02, 3.01134620e-01, 5.09016060e-01])]"
3.0,4.5,0.7000000000000001,3.5,L50,48,6,0.0,19,[0.3218323637288272],[0.14358691513360786],[19],"[array([0.0032224 , 0.01964741, 0.04837634, 0.04624761, 0.04544121,
       0.19077351, 0.32183236, 0.19077351, 0.01941428, 0.04624761,
       0.04837634, 0.01964741])]"
3.0,4.5,0.7000000000000001,3.5,L50,49,10,3.0,13,"[0.3764387101774661, 0.36013085461839905]","[0.24228230294217007, 0.2400471833731285]","[15, 16]","[array([8.62748114e-02, 2.81825357e-01, 3.76438710e-01, 1.78917388e-01,
       1.45557654e-02, 2.80239165e-02, 2.48618777e-02, 8.77648944e-03,
       8.31927146e-05, 1.09619511e-04, 9.52223652e-05, 3.76492517e-05]), array([2.24062344e-02, 1.49862221e-01, 4.14182486e-01, 3.60130855e-01,
       3.82538250e-03, 1.37559471e-02, 2.21633548e-02, 1.35445726e-02,
       2.27829614e-05, 4.57388185e-05, 4.26237442e-05, 1.78023192e-05])]"
3.0,4.5,0.7000000000000001,3.5,L50,50,6,1.0,24,[0.3886955734467237],[0.24228230294216996],[23],"[array([5.72145307e-06, 4.79482387e-05, 1.49620024e-04, 2.23095404e-04,
       2.08510571e-03, 1.39430215e-02, 3.78527559e-02, 4.09480672e-02,
       4.55794803e-02, 2.08296276e-01, 3.88695573e-01, 2.62173335e-01])]"
