dwell_steps,perturbation_amp_tuning_factor,perturbation_amp_noise_scale,end_steps,reading_speed_wps,walk_over_stand_percent
0.5,0.2,0.005,143,1.6783216783216783,0.8951048951048951
0.5,0.2,0.01,196,1.2244897959183674,0.6530612244897959
0.5,0.2,0.015,315,0.7619047619047619,0.40634920634920635
0.5,0.3,0.0,135,1.7777777777777777,0.9481481481481482
0.5,0.3,0.005,145,1.6551724137931034,0.8827586206896552
0.5,0.3,0.01,228,1.0526315789473684,0.5614035087719298
0.5,0.3,0.015,394,0.6091370558375635,0.3248730964467005
0.5,0.4,0.0,139,1.7266187050359711,0.920863309352518
0.5,0.4,0.005,158,1.518987341772152,0.810126582278481
0.5,0.4,0.01,220,1.0909090909090908,0.5818181818181818
0.5,0.4,0.015,332,0.7228915662650602,0.3855421686746988
0.5,0.5,0.0,149,1.610738255033557,0.8590604026845637
0.5,0.5,0.005,176,1.3636363636363635,0.7272727272727273
0.5,0.5,0.01,240,1.0,0.5333333333333333
0.5,0.5,0.015,384,0.625,0.3333333333333333
0.5,0.6,0.0,176,1.3636363636363635,0.7272727272727273
0.5,0.6,0.005,200,1.2,0.64
0.5,0.6,0.01,240,1.0,0.5333333333333333
0.5,0.6,0.015,413,0.5811138014527845,0.3099273607748184
0.5,0.7,0.0,186,1.2903225806451613,0.6881720430107527
0.5,0.7,0.005,206,1.1650485436893203,0.6213592233009708
0.5,0.7,0.01,281,0.8540925266903915,0.4555160142348754
0.5,0.7,0.015,458,0.5240174672489083,0.2794759825327511
0.5,0.8,0.0,201,1.1940298507462686,0.6368159203980099
0.5,0.8,0.005,226,1.0619469026548674,0.5663716814159292
0.5,0.8,0.01,287,0.8362369337979094,0.445993031358885
0.5,0.8,0.015,460,0.5217391304347826,0.2782608695652174
0.5,0.9,0.0,235,1.0212765957446808,0.5446808510638298
0.5,0.9,0.005,268,0.8955223880597015,0.47761194029850745
0.5,0.9,0.01,336,0.7142857142857143,0.38095238095238093
0.5,0.9,0.015,442,0.5429864253393665,0.2895927601809955
0.5,1.0,0.0,269,0.8921933085501859,0.4758364312267658
0.5,1.0,0.005,281,0.8540925266903915,0.4555160142348754
0.5,1.0,0.01,337,0.712166172106825,0.3798219584569733
0.5,1.0,0.015,521,0.46065259117082535,0.2456813819577735
