init_delta_t,init_sigma_position_memory,weight_memory_decay,spatial_dist_coeff,layout,episode_num,steps,error,true_last_word_mjidx,gaze_positions_list,true_last_word_memory_list,gaze_positions_list 
3.0,4.5,0.7000000000000001,3.5,L50,39,14,1.0,21,"[19, 18, 22, 22]","[0.15714452042882812, 0.15551393749492282, 0.15434188723567582, 0.15326958389872292]","[19, 18, 22, 22]"
3.0,4.5,0.7000000000000001,3.5,L50,40,6,1.0,21,"[22, 22]","[0.15714452042882812, 0.15551393749492282]","[22, 22]"
3.0,4.5,0.7000000000000001,3.5,L50,41,6,0.0,16,"[16, 16]","[0.1571445204288281, 0.15551393749492284]","[16, 16]"
3.0,4.5,0.7000000000000001,3.5,L50,42,6,1.0,17,"[18, 18]","[0.14884999153518863, 0.14720590757510899]","[18, 18]"
3.0,4.5,0.7000000000000001,3.5,L50,43,6,1.0,17,"[18, 18]","[0.14884999153518863, 0.14720590757510899]","[18, 18]"
3.0,4.5,0.7000000000000001,3.5,L50,44,18,2.0,15,"[13, 13, 13, 17, 17]","[0.17255692571175196, 0.17082853840049236, 0.16958044540732878, 0.16843428039357503, 0.16737684545757817]","[13, 13, 13, 17, 17]"
3.0,4.5,0.7000000000000001,3.5,L50,45,6,0.0,14,"[14, 14]","[0.19939365029699863, 0.19728727731657006]","[14, 14]"
3.0,4.5,0.7000000000000001,3.5,L50,46,6,1.0,21,"[22, 22]","[0.15714452042882812, 0.15551393749492282]","[22, 22]"
3.0,4.5,0.7000000000000001,3.5,L50,47,6,0.0,19,"[19, 19]","[0.14526078844766527, 0.14358691513360786]","[19, 19]"
3.0,4.5,0.7000000000000001,3.5,L50,48,6,1.0,15,"[16, 16]","[0.17255692571175196, 0.17082853840049236]","[16, 16]"
3.0,4.5,0.7000000000000001,3.5,L50,49,6,7.0,16,"[23, 23]","[0.1571445204288281, 0.15551393749492284]","[23, 23]"
3.0,4.5,0.7000000000000001,3.5,L50,50,10,0.0,20,"[16, 20, 20]","[0.14884999153518866, 0.14720590757510899, 0.14602876154737818]","[16, 20, 20]"
3.0,4.5,0.7000000000000001,3.5,L50,51,6,4.0,14,"[18, 18]","[0.19939365029699863, 0.19728727731657006]","[18, 18]"
3.0,4.5,0.7000000000000001,3.5,L50,52,6,0.0,17,"[17, 17]","[0.14884999153518863, 0.14720590757510899]","[17, 17]"
3.0,4.5,0.7000000000000001,3.5,L50,53,6,1.0,21,"[22, 22]","[0.15714452042882812, 0.15551393749492282]","[22, 22]"
3.0,4.5,0.7000000000000001,3.5,L50,54,6,0.0,17,"[17, 17]","[0.14884999153518863, 0.14720590757510899]","[17, 17]"
3.0,4.5,0.7000000000000001,3.5,L50,55,14,0.0,21,"[18, 17, 21, 21]","[0.15714452042882812, 0.15551393749492282, 0.15434188723567582, 0.15326958389872292]","[18, 17, 21, 21]"
3.0,4.5,0.7000000000000001,3.5,L50,56,6,0.0,22,"[22, 22]","[0.172556925711752, 0.17082853840049234]","[22, 22]"
3.0,4.5,0.7000000000000001,3.5,L50,57,6,0.0,24,"[24, 24]","[0.24537589071508778, 0.24228230294216996]","[24, 24]"
3.0,4.5,0.7000000000000001,3.5,L50,58,14,0.0,21,"[18, 17, 21, 21]","[0.15714452042882812, 0.15551393749492282, 0.15434188723567582, 0.15326958389872292]","[18, 17, 21, 21]"
3.0,4.5,0.7000000000000001,3.5,L50,59,14,1.0,18,"[14, 13, 17, 17]","[0.14526078844766527, 0.14358691513360786, 0.14239091702668963, 0.1413021086932789]","[14, 13, 17, 17]"
3.0,4.5,0.7000000000000001,3.5,L50,60,6,1.0,15,"[16, 16]","[0.17255692571175196, 0.17082853840049236]","[16, 16]"
3.0,4.5,0.7000000000000001,3.5,L50,61,10,1.0,18,"[13, 17, 17]","[0.14526078844766527, 0.14358691513360786, 0.14239091702668963]","[13, 17, 17]"
3.0,4.5,0.7000000000000001,3.5,L50,62,10,1.0,24,"[19, 23, 23]","[0.24537589071508778, 0.24228230294216996, 0.24004718337312844]","[19, 23, 23]"
3.0,4.5,0.7000000000000001,3.5,L50,63,6,1.0,13,"[14, 14]","[0.24537589071508778, 0.24228230294217007]","[14, 14]"
3.0,4.5,0.7000000000000001,3.5,L50,64,6,0.0,22,"[22, 22]","[0.172556925711752, 0.17082853840049234]","[22, 22]"
3.0,4.5,0.7000000000000001,3.5,L50,65,14,1.0,19,"[17, 16, 20, 20]","[0.14526078844766527, 0.14358691513360786, 0.14239091702668963, 0.1413021086932789]","[17, 16, 20, 20]"
3.0,4.5,0.7000000000000001,3.5,L50,66,10,0.0,24,"[23, 24, 24]","[0.24537589071508778, 0.24228230294216996, 0.24004718337312844]","[23, 24, 24]"
3.0,4.5,0.7000000000000001,3.5,L50,67,6,6.0,18,"[24, 24]","[0.14526078844766527, 0.14358691513360786]","[24, 24]"
3.0,4.5,0.7000000000000001,3.5,L50,68,10,1.0,21,"[21, 22, 22]","[0.15714452042882812, 0.15551393749492282, 0.15434188723567582]","[21, 22, 22]"
3.0,4.5,0.7000000000000001,3.5,L50,69,6,0.0,19,"[19, 19]","[0.14526078844766527, 0.14358691513360786]","[19, 19]"
3.0,4.5,0.7000000000000001,3.5,L50,70,6,0.0,19,"[19, 19]","[0.14526078844766527, 0.14358691513360786]","[19, 19]"
3.0,4.5,0.7000000000000001,3.5,L50,71,6,0.0,16,"[16, 16]","[0.1571445204288281, 0.15551393749492284]","[16, 16]"
3.0,4.5,0.7000000000000001,3.5,L50,72,6,4.0,18,"[22, 22]","[0.14526078844766527, 0.14358691513360786]","[22, 22]"
3.0,4.5,0.7000000000000001,3.5,L50,73,10,1.0,22,"[19, 23, 23]","[0.172556925711752, 0.17082853840049234, 0.16958044540732875]","[19, 23, 23]"
3.0,4.5,0.7000000000000001,3.5,L50,74,10,0.0,19,"[18, 19, 19]","[0.14526078844766527, 0.14358691513360786, 0.14239091702668963]","[18, 19, 19]"
3.0,4.5,0.7000000000000001,3.5,L50,75,6,6.0,18,"[24, 24]","[0.14526078844766527, 0.14358691513360786]","[24, 24]"
3.0,4.5,0.7000000000000001,3.5,L50,76,6,2.0,13,"[15, 15]","[0.24537589071508778, 0.24228230294217007]","[15, 15]"
3.0,4.5,0.7000000000000001,3.5,L50,77,10,1.0,13,"[13, 14, 14]","[0.24537589071508778, 0.24228230294217007, 0.2400471833731285]","[13, 14, 14]"
3.0,4.5,0.7000000000000001,3.5,L50,78,10,0.0,20,"[19, 20, 20]","[0.14884999153518866, 0.14720590757510899, 0.14602876154737818]","[19, 20, 20]"
3.0,4.5,0.7000000000000001,3.5,L50,79,10,0.0,15,"[14, 15, 15]","[0.17255692571175196, 0.17082853840049236, 0.16958044540732878]","[14, 15, 15]"
3.0,4.5,0.7000000000000001,3.5,L50,80,10,1.0,13,"[13, 14, 14]","[0.24537589071508778, 0.24228230294217007, 0.2400471833731285]","[13, 14, 14]"
3.0,4.5,0.7000000000000001,3.5,L50,81,6,4.0,14,"[18, 18]","[0.19939365029699863, 0.19728727731657006]","[18, 18]"
3.0,4.5,0.7000000000000001,3.5,L50,82,6,4.0,18,"[22, 22]","[0.14526078844766527, 0.14358691513360786]","[22, 22]"
3.0,4.5,0.7000000000000001,3.5,L50,83,6,0.0,16,"[16, 16]","[0.1571445204288281, 0.15551393749492284]","[16, 16]"
3.0,4.5,0.7000000000000001,3.5,L50,84,10,1.0,18,"[13, 17, 17]","[0.14526078844766527, 0.14358691513360786, 0.14239091702668963]","[13, 17, 17]"
3.0,4.5,0.7000000000000001,3.5,L50,85,6,5.0,13,"[18, 18]","[0.24537589071508778, 0.24228230294217007]","[18, 18]"
3.0,4.5,0.7000000000000001,3.5,L50,86,6,0.0,16,"[16, 16]","[0.1571445204288281, 0.15551393749492284]","[16, 16]"
3.0,4.5,0.7000000000000001,3.5,L50,87,6,4.0,16,"[20, 20]","[0.1571445204288281, 0.15551393749492284]","[20, 20]"
3.0,4.5,0.7000000000000001,3.5,L50,88,6,0.0,23,"[23, 23]","[0.19939365029699865, 0.19728727731657003]","[23, 23]"
3.0,4.5,0.7000000000000001,3.5,L50,89,6,0.0,14,"[14, 14]","[0.19939365029699863, 0.19728727731657006]","[14, 14]"
3.0,4.5,0.7000000000000001,3.5,L50,90,10,0.0,14,"[13, 14, 14]","[0.19939365029699863, 0.19728727731657006, 0.19576223701628298]","[13, 14, 14]"
3.0,4.5,0.7000000000000001,3.5,L50,91,10,1.0,24,"[19, 23, 23]","[0.24537589071508778, 0.24228230294216996, 0.24004718337312844]","[19, 23, 23]"
3.0,4.5,0.7000000000000001,3.5,L50,92,6,6.0,15,"[21, 21]","[0.17255692571175196, 0.17082853840049236]","[21, 21]"
3.0,4.5,0.7000000000000001,3.5,L50,93,6,0.0,24,"[24, 24]","[0.24537589071508778, 0.24228230294216996]","[24, 24]"
3.0,4.5,0.7000000000000001,3.5,L50,94,14,0.0,16,"[14, 15, 16, 16]","[0.1571445204288281, 0.15551393749492284, 0.1543418872356758, 0.1532695838987229]","[14, 15, 16, 16]"
3.0,4.5,0.7000000000000001,3.5,L50,95,6,1.0,17,"[18, 18]","[0.14884999153518863, 0.14720590757510899]","[18, 18]"
3.0,4.5,0.7000000000000001,3.5,L50,96,10,0.0,16,"[15, 16, 16]","[0.1571445204288281, 0.15551393749492284, 0.1543418872356758]","[15, 16, 16]"
3.0,4.5,0.7000000000000001,3.5,L50,97,6,5.0,13,"[18, 18]","[0.24537589071508778, 0.24228230294217007]","[18, 18]"
3.0,4.5,0.7000000000000001,3.5,L50,98,6,4.0,18,"[22, 22]","[0.14526078844766527, 0.14358691513360786]","[22, 22]"
3.0,4.5,0.7000000000000001,3.5,L50,99,6,0.0,24,"[24, 24]","[0.24537589071508778, 0.24228230294216996]","[24, 24]"
3.0,4.5,0.7000000000000001,3.5,L50,100,10,0.0,21,"[17, 21, 21]","[0.15714452042882812, 0.15551393749492282, 0.15434188723567582]","[17, 21, 21]"
3.0,4.5,0.7000000000000001,3.5,L50,101,6,1.0,19,"[20, 20]","[0.14526078844766527, 0.14358691513360786]","[20, 20]"
3.0,4.5,0.7000000000000001,3.5,L50,102,6,1.0,19,"[20, 20]","[0.14526078844766527, 0.14358691513360786]","[20, 20]"
3.0,4.5,0.7000000000000001,3.5,L50,103,6,2.0,16,"[18, 18]","[0.1571445204288281, 0.15551393749492284]","[18, 18]"
3.0,4.5,0.7000000000000001,3.5,L50,104,10,1.0,13,"[13, 14, 14]","[0.24537589071508778, 0.24228230294217007, 0.2400471833731285]","[13, 14, 14]"
3.0,4.5,0.7000000000000001,3.5,L50,105,6,3.0,15,"[18, 18]","[0.17255692571175196, 0.17082853840049236]","[18, 18]"
3.0,4.5,0.7000000000000001,3.5,L50,106,6,1.0,19,"[20, 20]","[0.14526078844766527, 0.14358691513360786]","[20, 20]"
3.0,4.5,0.7000000000000001,3.5,L50,107,6,0.0,20,"[20, 20]","[0.14884999153518866, 0.14720590757510899]","[20, 20]"
3.0,4.5,0.7000000000000001,3.5,L50,108,10,0.0,21,"[17, 21, 21]","[0.15714452042882812, 0.15551393749492282, 0.15434188723567582]","[17, 21, 21]"
3.0,4.5,0.7000000000000001,3.5,L50,109,10,1.0,21,"[21, 22, 22]","[0.15714452042882812, 0.15551393749492282, 0.15434188723567582]","[21, 22, 22]"
3.0,4.5,0.7000000000000001,3.5,L50,110,6,6.0,13,"[19, 19]","[0.24537589071508778, 0.24228230294217007]","[19, 19]"
3.0,4.5,0.7000000000000001,3.5,L50,111,6,3.0,20,"[23, 23]","[0.14884999153518866, 0.14720590757510899]","[23, 23]"
3.0,4.5,0.7000000000000001,3.5,L50,112,6,0.0,24,"[24, 24]","[0.24537589071508778, 0.24228230294216996]","[24, 24]"
3.0,4.5,0.7000000000000001,3.5,L50,113,10,0.0,24,"[20, 24, 24]","[0.24537589071508778, 0.24228230294216996, 0.24004718337312844]","[20, 24, 24]"
3.0,4.5,0.7000000000000001,3.5,L50,114,6,2.0,13,"[15, 15]","[0.24537589071508778, 0.24228230294217007]","[15, 15]"
3.0,4.5,0.7000000000000001,3.5,L50,115,10,0.0,19,"[18, 19, 19]","[0.14526078844766527, 0.14358691513360786, 0.14239091702668963]","[18, 19, 19]"
3.0,4.5,0.7000000000000001,3.5,L50,116,6,3.0,19,"[22, 22]","[0.14526078844766527, 0.14358691513360786]","[22, 22]"
3.0,4.5,0.7000000000000001,3.5,L50,117,10,0.0,20,"[19, 20, 20]","[0.14884999153518866, 0.14720590757510899, 0.14602876154737818]","[19, 20, 20]"
3.0,4.5,0.7000000000000001,3.5,L50,118,6,1.0,13,"[14, 14]","[0.24537589071508778, 0.24228230294217007]","[14, 14]"
3.0,4.5,0.7000000000000001,3.5,L50,119,6,0.0,24,"[24, 24]","[0.24537589071508778, 0.24228230294216996]","[24, 24]"
3.0,4.5,0.7000000000000001,3.5,L50,120,6,4.0,17,"[21, 21]","[0.14884999153518863, 0.14720590757510899]","[21, 21]"
3.0,4.5,0.7000000000000001,3.5,L50,121,10,0.0,16,"[15, 16, 16]","[0.1571445204288281, 0.15551393749492284, 0.1543418872356758]","[15, 16, 16]"
3.0,4.5,0.7000000000000001,3.5,L50,122,6,3.0,20,"[23, 23]","[0.14884999153518866, 0.14720590757510899]","[23, 23]"
3.0,4.5,0.7000000000000001,3.5,L50,123,6,4.0,17,"[21, 21]","[0.14884999153518863, 0.14720590757510899]","[21, 21]"
3.0,4.5,0.7000000000000001,3.5,L50,124,6,0.0,19,"[19, 19]","[0.14526078844766527, 0.14358691513360786]","[19, 19]"
3.0,4.5,0.7000000000000001,3.5,L50,125,14,1.0,19,"[17, 16, 20, 20]","[0.14526078844766527, 0.14358691513360786, 0.14239091702668963, 0.1413021086932789]","[17, 16, 20, 20]"
3.0,4.5,0.7000000000000001,3.5,L50,126,6,1.0,18,"[19, 19]","[0.14526078844766527, 0.14358691513360786]","[19, 19]"
3.0,4.5,0.7000000000000001,3.5,L50,127,10,1.0,20,"[15, 19, 19]","[0.14884999153518866, 0.14720590757510899, 0.14602876154737818]","[15, 19, 19]"
3.0,4.5,0.7000000000000001,3.5,L50,128,14,0.0,21,"[18, 17, 21, 21]","[0.15714452042882812, 0.15551393749492282, 0.15434188723567582, 0.15326958389872292]","[18, 17, 21, 21]"
3.0,4.5,0.7000000000000001,3.5,L50,129,10,1.0,23,"[18, 22, 22]","[0.19939365029699865, 0.19728727731657003, 0.19576223701628293]","[18, 22, 22]"
3.0,4.5,0.7000000000000001,3.5,L50,130,6,0.0,14,"[14, 14]","[0.19939365029699863, 0.19728727731657006]","[14, 14]"
3.0,4.5,0.7000000000000001,3.5,L50,131,14,1.0,24,"[18, 22, 23, 23]","[0.24537589071508778, 0.24228230294216996, 0.24004718337312844, 0.23799375966794206]","[18, 22, 23, 23]"
3.0,4.5,0.7000000000000001,3.5,L50,132,6,1.0,14,"[15, 15]","[0.19939365029699863, 0.19728727731657006]","[15, 15]"
3.0,4.5,0.7000000000000001,3.5,L50,133,6,0.0,23,"[23, 23]","[0.19939365029699865, 0.19728727731657003]","[23, 23]"
3.0,4.5,0.7000000000000001,3.5,L50,134,14,0.0,17,"[14, 13, 17, 17]","[0.14884999153518863, 0.14720590757510899, 0.14602876154737818, 0.1449552643100932]","[14, 13, 17, 17]"
3.0,4.5,0.7000000000000001,3.5,L50,135,6,1.0,13,"[14, 14]","[0.24537589071508778, 0.24228230294217007]","[14, 14]"
3.0,4.5,0.7000000000000001,3.5,L50,136,10,0.0,23,"[19, 23, 23]","[0.19939365029699865, 0.19728727731657003, 0.19576223701628293]","[19, 23, 23]"
3.0,4.5,0.7000000000000001,3.5,L50,137,6,1.0,18,"[19, 19]","[0.14526078844766527, 0.14358691513360786]","[19, 19]"
3.0,4.5,0.7000000000000001,3.5,L50,138,10,0.0,15,"[14, 15, 15]","[0.17255692571175196, 0.17082853840049236, 0.16958044540732878]","[14, 15, 15]"
3.0,4.5,0.7000000000000001,3.5,L50,139,6,1.0,21,"[22, 22]","[0.15714452042882812, 0.15551393749492282]","[22, 22]"
3.0,4.5,0.7000000000000001,3.5,L50,140,10,1.0,19,"[14, 18, 18]","[0.14526078844766527, 0.14358691513360786, 0.14239091702668963]","[14, 18, 18]"
3.0,4.5,0.7000000000000001,3.5,L50,141,10,0.0,20,"[16, 20, 20]","[0.14884999153518866, 0.14720590757510899, 0.14602876154737818]","[16, 20, 20]"
3.0,4.5,0.7000000000000001,3.5,L50,142,10,0.0,19,"[18, 19, 19]","[0.14526078844766527, 0.14358691513360786, 0.14239091702668963]","[18, 19, 19]"
3.0,4.5,0.7000000000000001,3.5,L50,143,14,0.0,21,"[18, 17, 21, 21]","[0.15714452042882812, 0.15551393749492282, 0.15434188723567582, 0.15326958389872292]","[18, 17, 21, 21]"
3.0,4.5,0.7000000000000001,3.5,L50,144,6,0.0,20,"[20, 20]","[0.14884999153518866, 0.14720590757510899]","[20, 20]"
3.0,4.5,0.7000000000000001,3.5,L50,145,10,1.0,15,"[15, 16, 16]","[0.17255692571175196, 0.17082853840049236, 0.16958044540732878]","[15, 16, 16]"
3.0,4.5,0.7000000000000001,3.5,L50,146,6,0.0,23,"[23, 23]","[0.19939365029699865, 0.19728727731657003]","[23, 23]"
3.0,4.5,0.7000000000000001,3.5,L50,147,10,0.0,19,"[15, 19, 19]","[0.14526078844766527, 0.14358691513360786, 0.14239091702668963]","[15, 19, 19]"
3.0,4.5,0.7000000000000001,3.5,L50,148,10,1.0,23,"[18, 22, 22]","[0.19939365029699865, 0.19728727731657003, 0.19576223701628293]","[18, 22, 22]"
3.0,4.5,0.7000000000000001,3.5,L50,149,6,2.0,19,"[21, 21]","[0.14526078844766527, 0.14358691513360786]","[21, 21]"
3.0,4.5,0.7000000000000001,3.5,L50,150,6,0.0,14,"[14, 14]","[0.19939365029699863, 0.19728727731657006]","[14, 14]"
3.0,4.5,0.7000000000000001,3.5,L50,151,10,1.0,20,"[17, 21, 21]","[0.14884999153518866, 0.14720590757510899, 0.14602876154737818]","[17, 21, 21]"
3.0,4.5,0.7000000000000001,3.5,L50,152,6,1.0,17,"[18, 18]","[0.14884999153518863, 0.14720590757510899]","[18, 18]"
3.0,4.5,0.7000000000000001,3.5,L50,153,6,1.0,22,"[23, 23]","[0.172556925711752, 0.17082853840049234]","[23, 23]"
3.0,4.5,0.7000000000000001,3.5,L50,154,6,2.0,19,"[21, 21]","[0.14526078844766527, 0.14358691513360786]","[21, 21]"
3.0,4.5,0.7000000000000001,3.5,L50,155,6,1.0,14,"[15, 15]","[0.19939365029699863, 0.19728727731657006]","[15, 15]"
3.0,4.5,0.7000000000000001,3.5,L50,156,6,0.0,20,"[20, 20]","[0.14884999153518866, 0.14720590757510899]","[20, 20]"
3.0,4.5,0.7000000000000001,3.5,L50,157,10,0.0,16,"[15, 16, 16]","[0.1571445204288281, 0.15551393749492284, 0.1543418872356758]","[15, 16, 16]"
3.0,4.5,0.7000000000000001,3.5,L50,158,10,0.0,19,"[15, 19, 19]","[0.14526078844766527, 0.14358691513360786, 0.14239091702668963]","[15, 19, 19]"
3.0,4.5,0.7000000000000001,3.5,L50,159,6,0.0,20,"[20, 20]","[0.14884999153518866, 0.14720590757510899]","[20, 20]"
3.0,4.5,0.7000000000000001,3.5,L50,160,10,0.0,22,"[18, 22, 22]","[0.172556925711752, 0.17082853840049234, 0.16958044540732875]","[18, 22, 22]"
3.0,4.5,0.7000000000000001,3.5,L50,161,10,1.0,15,"[15, 16, 16]","[0.17255692571175196, 0.17082853840049236, 0.16958044540732878]","[15, 16, 16]"
3.0,4.5,0.7000000000000001,3.5,L50,162,10,1.0,15,"[15, 16, 16]","[0.17255692571175196, 0.17082853840049236, 0.16958044540732878]","[15, 16, 16]"
3.0,4.5,0.7000000000000001,3.5,L50,163,10,1.0,15,"[15, 16, 16]","[0.17255692571175196, 0.17082853840049236, 0.16958044540732878]","[15, 16, 16]"
3.0,4.5,0.7000000000000001,3.5,L50,164,6,4.0,13,"[17, 17]","[0.24537589071508778, 0.24228230294217007]","[17, 17]"
3.0,4.5,0.7000000000000001,3.5,L50,165,6,4.0,17,"[21, 21]","[0.14884999153518863, 0.14720590757510899]","[21, 21]"
3.0,4.5,0.7000000000000001,3.5,L50,166,6,3.0,17,"[20, 20]","[0.14884999153518863, 0.14720590757510899]","[20, 20]"
3.0,4.5,0.7000000000000001,3.5,L50,167,10,1.0,15,"[15, 16, 16]","[0.17255692571175196, 0.17082853840049236, 0.16958044540732878]","[15, 16, 16]"
3.0,4.5,0.7000000000000001,3.5,L50,168,6,5.0,17,"[22, 22]","[0.14884999153518863, 0.14720590757510899]","[22, 22]"
3.0,4.5,0.7000000000000001,3.5,L50,169,10,1.0,18,"[13, 17, 17]","[0.14526078844766527, 0.14358691513360786, 0.14239091702668963]","[13, 17, 17]"
3.0,4.5,0.7000000000000001,3.5,L50,170,6,2.0,20,"[22, 22]","[0.14884999153518866, 0.14720590757510899]","[22, 22]"
3.0,4.5,0.7000000000000001,3.5,L50,171,10,1.0,19,"[14, 18, 18]","[0.14526078844766527, 0.14358691513360786, 0.14239091702668963]","[14, 18, 18]"
3.0,4.5,0.7000000000000001,3.5,L50,172,6,2.0,13,"[15, 15]","[0.24537589071508778, 0.24228230294217007]","[15, 15]"
3.0,4.5,0.7000000000000001,3.5,L50,173,6,0.0,22,"[22, 22]","[0.172556925711752, 0.17082853840049234]","[22, 22]"
3.0,4.5,0.7000000000000001,3.5,L50,174,6,1.0,14,"[15, 15]","[0.19939365029699863, 0.19728727731657006]","[15, 15]"
3.0,4.5,0.7000000000000001,3.5,L50,175,14,1.0,24,"[18, 22, 23, 23]","[0.24537589071508778, 0.24228230294216996, 0.24004718337312844, 0.23799375966794206]","[18, 22, 23, 23]"
3.0,4.5,0.7000000000000001,3.5,L50,176,6,0.0,20,"[20, 20]","[0.14884999153518866, 0.14720590757510899]","[20, 20]"
3.0,4.5,0.7000000000000001,3.5,L50,177,6,1.0,15,"[16, 16]","[0.17255692571175196, 0.17082853840049236]","[16, 16]"
3.0,4.5,0.7000000000000001,3.5,L50,178,6,3.0,15,"[18, 18]","[0.17255692571175196, 0.17082853840049236]","[18, 18]"
3.0,4.5,0.7000000000000001,3.5,L50,179,6,1.0,15,"[16, 16]","[0.17255692571175196, 0.17082853840049236]","[16, 16]"
3.0,4.5,0.7000000000000001,3.5,L50,180,6,6.0,13,"[19, 19]","[0.24537589071508778, 0.24228230294217007]","[19, 19]"
3.0,4.5,0.7000000000000001,3.5,L50,181,6,5.0,17,"[22, 22]","[0.14884999153518863, 0.14720590757510899]","[22, 22]"
3.0,4.5,0.7000000000000001,3.5,L50,182,10,0.0,21,"[17, 21, 21]","[0.15714452042882812, 0.15551393749492282, 0.15434188723567582]","[17, 21, 21]"
3.0,4.5,0.7000000000000001,3.5,L50,183,10,1.0,13,"[13, 14, 14]","[0.24537589071508778, 0.24228230294217007, 0.2400471833731285]","[13, 14, 14]"
3.0,4.5,0.7000000000000001,3.5,L50,184,10,0.0,21,"[17, 21, 21]","[0.15714452042882812, 0.15551393749492282, 0.15434188723567582]","[17, 21, 21]"
3.0,4.5,0.7000000000000001,3.5,L50,185,6,5.0,15,"[20, 20]","[0.17255692571175196, 0.17082853840049236]","[20, 20]"
3.0,4.5,0.7000000000000001,3.5,L50,186,10,1.0,21,"[21, 22, 22]","[0.15714452042882812, 0.15551393749492282, 0.15434188723567582]","[21, 22, 22]"
3.0,4.5,0.7000000000000001,3.5,L50,187,6,5.0,14,"[19, 19]","[0.19939365029699863, 0.19728727731657006]","[19, 19]"
3.0,4.5,0.7000000000000001,3.5,L50,188,14,0.0,16,"[14, 15, 16, 16]","[0.1571445204288281, 0.15551393749492284, 0.1543418872356758, 0.1532695838987229]","[14, 15, 16, 16]"
3.0,4.5,0.7000000000000001,3.5,L50,189,6,4.0,19,"[23, 23]","[0.14526078844766527, 0.14358691513360786]","[23, 23]"
3.0,4.5,0.7000000000000001,3.5,L50,190,10,0.0,23,"[19, 23, 23]","[0.19939365029699865, 0.19728727731657003, 0.19576223701628293]","[19, 23, 23]"
3.0,4.5,0.7000000000000001,3.5,L50,191,6,0.0,14,"[14, 14]","[0.19939365029699863, 0.19728727731657006]","[14, 14]"
3.0,4.5,0.7000000000000001,3.5,L50,192,10,1.0,13,"[13, 14, 14]","[0.24537589071508778, 0.24228230294217007, 0.2400471833731285]","[13, 14, 14]"
3.0,4.5,0.7000000000000001,3.5,L50,193,10,1.0,22,"[17, 21, 21]","[0.172556925711752, 0.17082853840049234, 0.16958044540732875]","[17, 21, 21]"
3.0,4.5,0.7000000000000001,3.5,L50,194,6,6.0,14,"[20, 20]","[0.19939365029699863, 0.19728727731657006]","[20, 20]"
3.0,4.5,0.7000000000000001,3.5,L50,195,6,5.0,17,"[22, 22]","[0.14884999153518863, 0.14720590757510899]","[22, 22]"
3.0,4.5,0.7000000000000001,3.5,L50,196,14,1.0,20,"[18, 17, 21, 21]","[0.14884999153518866, 0.14720590757510899, 0.14602876154737818, 0.14495526431009323]","[18, 17, 21, 21]"
3.0,4.5,0.7000000000000001,3.5,L50,197,6,1.0,23,"[24, 24]","[0.19939365029699865, 0.19728727731657003]","[24, 24]"
3.0,4.5,0.7000000000000001,3.5,L50,198,10,0.0,20,"[16, 20, 20]","[0.14884999153518866, 0.14720590757510899, 0.14602876154737818]","[16, 20, 20]"
3.0,4.5,0.7000000000000001,3.5,L50,199,10,1.0,20,"[15, 19, 19]","[0.14884999153518866, 0.14720590757510899, 0.14602876154737818]","[15, 19, 19]"
3.0,4.5,0.7000000000000001,3.5,L50,200,6,4.0,13,"[17, 17]","[0.24537589071508778, 0.24228230294217007]","[17, 17]"
3.0,4.5,0.7000000000000001,3.5,L100,1,6,2.0,5,"[7, 7]","[0.14884999153518863, 0.14720590757510899]","[7, 7]"
3.0,4.5,0.7000000000000001,3.5,L100,2,6,0.0,2,"[2, 2]","[0.19939365029699863, 0.19728727731657006]","[2, 2]"
3.0,4.5,0.7000000000000001,3.5,L100,3,6,0.0,6,"[6, 6]","[0.14526078844766527, 0.14358691513360786]","[6, 6]"
3.0,4.5,0.7000000000000001,3.5,L100,4,6,0.0,2,"[2, 2]","[0.19939365029699863, 0.19728727731657006]","[2, 2]"
3.0,4.5,0.7000000000000001,3.5,L100,5,10,0.0,10,"[9, 10, 10]","[0.172556925711752, 0.17082853840049234, 0.16958044540732875]","[9, 10, 10]"
3.0,4.5,0.7000000000000001,3.5,L100,6,10,0.0,7,"[6, 7, 7]","[0.14526078844766527, 0.14358691513360786, 0.14239091702668963]","[6, 7, 7]"
3.0,4.5,0.7000000000000001,3.5,L100,7,10,0.0,2,"[1, 2, 2]","[0.19939365029699863, 0.19728727731657006, 0.19576223701628298]","[1, 2, 2]"
3.0,4.5,0.7000000000000001,3.5,L100,8,22,1.0,8,"[4, 5, 4, 3, 7, 7]","[0.14884999153518866, 0.14720590757510899, 0.14602876154737818, 0.14495526431009323, 0.143971301706733, 0.14306528987469272]","[4, 5, 4, 3, 7, 7]"
3.0,4.5,0.7000000000000001,3.5,L100,9,14,0.0,11,"[6, 10, 11, 11]","[0.19939365029699865, 0.19728727731657003, 0.19576223701628293, 0.1943588011155757]","[6, 10, 11, 11]"
3.0,4.5,0.7000000000000001,3.5,L100,10,18,1.0,9,"[6, 5, 4, 8, 8]","[0.15714452042882812, 0.15551393749492282, 0.15434188723567582, 0.15326958389872292, 0.1522837321447541]","[6, 5, 4, 8, 8]"
3.0,4.5,0.7000000000000001,3.5,L100,11,6,4.0,8,"[12, 12]","[0.14884999153518866, 0.14720590757510899]","[12, 12]"
3.0,4.5,0.7000000000000001,3.5,L100,12,10,3.0,5,"[1, 2, 2]","[0.14884999153518863, 0.14720590757510899, 0.14602876154737818]","[1, 2, 2]"
