init_delta_t,init_sigma_position_memory,weight_memory_decay,spatial_dist_coeff,layout,episode_num,steps,error,true_last_word_mjidx,gaze_positions_list,true_last_word_memory_list,gaze_positions_list 
3.0,4.5,0.65,3.5,L0,36,10,0.0,34,"[0.11909595681276888, 0.134367490227872, 0.300711676654197]","[0.172556925711752, 0.17082853840049234, 0.16958044540732875]","[30, 34, 34]"
3.0,4.5,0.65,3.5,L0,37,14,0.0,34,"[0.06705202184759798, 0.05391109961050349, 0.15520541977692665, 0.29474693655559464]","[0.172556925711752, 0.17082853840049234, 0.16958044540732875, 0.16843428039357503]","[26, 30, 34, 34]"
3.0,4.5,0.65,3.5,L0,38,6,4.0,27,"[0.11909595681276886, 0.13436749022787195]","[0.17255692571175196, 0.17082853840049236]","[31, 31]"
3.0,4.5,0.65,3.5,L0,39,6,11.0,25,"[0.09852609822221059, 0.10068427400850335]","[0.24537589071508778, 0.24228230294217007]","[36, 36]"
3.0,4.5,0.65,3.5,L0,40,6,0.0,34,"[0.238860511828613, 0.2988565743861961]","[0.172556925711752, 0.17082853840049234]","[34, 34]"
3.0,4.5,0.65,3.5,L0,41,6,8.0,25,"[0.08257363766315977, 0.07103954455890488]","[0.24537589071508778, 0.24228230294217007]","[33, 33]"
3.0,4.5,0.65,3.5,L0,42,10,0.0,31,"[0.11768937202691289, 0.13044151114702596, 0.2582273000705334]","[0.14526078844766527, 0.14358691513360786, 0.14239091702668963]","[27, 31, 31]"
3.0,4.5,0.65,3.5,L0,43,6,0.0,33,"[0.3026624885221127, 0.38403216994970313]","[0.15714452042882812, 0.15551393749492282]","[33, 33]"
3.0,4.5,0.65,3.5,L0,44,6,1.0,36,"[0.27656369453747653, 0.3414284799304116]","[0.24537589071508778, 0.24228230294216996]","[35, 35]"
3.0,4.5,0.65,3.5,L0,45,6,8.0,27,"[0.06705202184759797, 0.05391109961050347]","[0.17255692571175196, 0.17082853840049236]","[35, 35]"
3.0,4.5,0.65,3.5,L0,46,10,0.0,34,"[0.11909595681276888, 0.134367490227872, 0.300711676654197]","[0.172556925711752, 0.17082853840049234, 0.16958044540732875]","[30, 34, 34]"
3.0,4.5,0.65,3.5,L0,47,6,5.0,25,"[0.10019780448353424, 0.10528430678574843]","[0.24537589071508778, 0.24228230294217007]","[30, 30]"
3.0,4.5,0.65,3.5,L0,48,6,5.0,25,"[0.10019780448353424, 0.10528430678574843]","[0.24537589071508778, 0.24228230294217007]","[30, 30]"
3.0,4.5,0.65,3.5,L0,49,10,0.0,36,"[0.17233823536032197, 0.19803890686195993, 0.43685130179752146]","[0.24537589071508778, 0.24228230294216996, 0.24004718337312844]","[32, 36, 36]"
3.0,4.5,0.65,3.5,L0,50,14,0.0,35,"[0.06500985839748813, 0.05068112979709298, 0.15935957630554473, 0.30480822585908113]","[0.19939365029699865, 0.19728727731657003, 0.19576223701628293, 0.1943588011155757]","[27, 31, 35, 35]"
3.0,4.5,0.65,3.5,L0,51,6,3.0,26,"[0.2065311503357745, 0.2463827800191831]","[0.19939365029699863, 0.19728727731657006]","[29, 29]"
3.0,4.5,0.65,3.5,L0,52,6,0.0,35,"[0.2510084326974979, 0.30924260422648947]","[0.19939365029699865, 0.19728727731657003]","[35, 35]"
3.0,4.5,0.65,3.5,L0,53,10,3.0,26,"[0.30220246603264167, 0.36861594110257395, 0.23531464549072756]","[0.19939365029699863, 0.19728727731657006, 0.19576223701628298]","[25, 29, 29]"
3.0,4.5,0.65,3.5,L0,54,6,5.0,31,"[0.12040346692677466, 0.12763475643724856]","[0.14526078844766527, 0.14358691513360786]","[36, 36]"
3.0,4.5,0.65,3.5,L0,55,14,0.0,31,"[0.09286129783741696, 0.09431374028422011, 0.25293898945611276, 0.2303352617374223]","[0.14526078844766527, 0.14358691513360786, 0.14239091702668963, 0.1413021086932789]","[26, 30, 31, 31]"
3.0,4.5,0.65,3.5,L0,56,6,0.0,36,"[0.3588889085325757, 0.4373784567806264]","[0.24537589071508778, 0.24228230294216996]","[36, 36]"
3.0,4.5,0.65,3.5,L0,57,6,9.0,27,"[0.09018927299383354, 0.08407508643291074]","[0.17255692571175196, 0.17082853840049236]","[36, 36]"
3.0,4.5,0.65,3.5,L0,58,10,1.0,31,"[0.1983389363205568, 0.23963357545363737, 0.32184502804157866]","[0.14526078844766527, 0.14358691513360786, 0.14239091702668963]","[28, 32, 32]"
3.0,4.5,0.65,3.5,L0,59,6,0.0,36,"[0.3588889085325757, 0.4373784567806264]","[0.24537589071508778, 0.24228230294216996]","[36, 36]"
3.0,4.5,0.65,3.5,L0,60,6,8.0,28,"[0.08884746959038603, 0.08111660636991153]","[0.1571445204288281, 0.15551393749492284]","[36, 36]"
3.0,4.5,0.65,3.5,L0,61,10,1.0,26,"[0.2510084326974979, 0.3092426042264894, 0.29877464288102956]","[0.19939365029699863, 0.19728727731657006, 0.19576223701628298]","[26, 27, 27]"
3.0,4.5,0.65,3.5,L0,62,6,3.0,28,"[0.14461937439695147, 0.17084935361683137]","[0.1571445204288281, 0.15551393749492284]","[31, 31]"
3.0,4.5,0.65,3.5,L0,63,10,1.0,35,"[0.09754391715872827, 0.10277800294410619, 0.3304571332781058]","[0.19939365029699865, 0.19728727731657003, 0.19576223701628293]","[30, 34, 34]"
3.0,4.5,0.65,3.5,L0,64,14,1.0,32,"[0.17000592854370114, 0.20635737327589898, 0.1844007352956558, 0.31937479361424376]","[0.14884999153518866, 0.14720590757510899, 0.14602876154737818, 0.14495526431009323]","[30, 29, 33, 33]"
3.0,4.5,0.65,3.5,L0,65,10,0.0,31,"[0.11768937202691289, 0.13044151114702596, 0.2582273000705334]","[0.14526078844766527, 0.14358691513360786, 0.14239091702668963]","[27, 31, 31]"
3.0,4.5,0.65,3.5,L0,66,10,0.0,31,"[0.11768937202691289, 0.13044151114702596, 0.2582273000705334]","[0.14526078844766527, 0.14358691513360786, 0.14239091702668963]","[27, 31, 31]"
3.0,4.5,0.65,3.5,L0,67,6,1.0,34,"[0.21875796446850843, 0.26768446456353717]","[0.172556925711752, 0.17082853840049234]","[35, 35]"
3.0,4.5,0.65,3.5,L0,68,6,0.0,30,"[0.19722477059125879, 0.24345617865245847]","[0.14526078844766527, 0.14358691513360786]","[30, 30]"
3.0,4.5,0.65,3.5,L0,69,6,2.0,33,"[0.1826917292205792, 0.22002961946269728]","[0.15714452042882812, 0.15551393749492282]","[35, 35]"
3.0,4.5,0.65,3.5,L0,70,10,1.0,26,"[0.2510084326974979, 0.3092426042264894, 0.29877464288102956]","[0.19939365029699863, 0.19728727731657006, 0.19576223701628298]","[26, 27, 27]"
3.0,4.5,0.65,3.5,L0,71,6,0.0,33,"[0.3026624885221127, 0.38403216994970313]","[0.15714452042882812, 0.15551393749492282]","[33, 33]"
3.0,4.5,0.65,3.5,L0,72,6,3.0,31,"[0.14785978874677616, 0.17324975527243708]","[0.14526078844766527, 0.14358691513360786]","[34, 34]"
3.0,4.5,0.65,3.5,L0,73,18,1.0,32,"[0.07794511533733726, 0.07162864268719363, 0.22991466163866886, 0.18562877722363577, 0.313974568421244]","[0.14884999153518866, 0.14720590757510899, 0.14602876154737818, 0.14495526431009323, 0.143971301706733]","[26, 30, 29, 33, 33]"
3.0,4.5,0.65,3.5,L0,74,6,3.0,28,"[0.14461937439695147, 0.17084935361683137]","[0.1571445204288281, 0.15551393749492284]","[31, 31]"
3.0,4.5,0.65,3.5,L0,75,10,2.0,25,"[0.2765636945374765, 0.34142847993041153, 0.30723128267674316]","[0.24537589071508778, 0.24228230294217007, 0.2400471833731285]","[26, 27, 27]"
3.0,4.5,0.65,3.5,L0,76,14,2.0,27,"[0.21875796446850848, 0.2676844645635372, 0.2532935187450816, 0.2710592084754711]","[0.17255692571175196, 0.17082853840049236, 0.16958044540732878, 0.16843428039357503]","[26, 25, 29, 29]"
3.0,4.5,0.65,3.5,L0,77,6,1.0,35,"[0.25575117294455013, 0.32304691486876413]","[0.19939365029699865, 0.19728727731657003]","[34, 34]"
3.0,4.5,0.65,3.5,L0,78,6,0.0,34,"[0.238860511828613, 0.2988565743861961]","[0.172556925711752, 0.17082853840049234]","[34, 34]"
3.0,4.5,0.65,3.5,L0,79,6,0.0,36,"[0.3588889085325757, 0.4373784567806264]","[0.24537589071508778, 0.24228230294216996]","[36, 36]"
3.0,4.5,0.65,3.5,L0,80,14,1.0,35,"[0.06687275049718085, 0.053471080607325173, 0.11885207958826817, 0.32687614476176385]","[0.19939365029699865, 0.19728727731657003, 0.19576223701628293, 0.1943588011155757]","[26, 30, 34, 34]"
3.0,4.5,0.65,3.5,L0,81,18,0.0,33,"[0.07006546074471963, 0.059033405677654, 0.19459074886388858, 0.13944149504434827, 0.3573707966965719]","[0.15714452042882812, 0.15551393749492282, 0.15434188723567582, 0.15326958389872292, 0.1522837321447541]","[26, 30, 29, 33, 33]"
3.0,4.5,0.65,3.5,L0,82,6,0.0,32,"[0.2631899877618114, 0.3271644187537754]","[0.14884999153518866, 0.14720590757510899]","[32, 32]"
3.0,4.5,0.65,3.5,L0,83,14,1.0,35,"[0.09098073136219759, 0.08397011586581667, 0.2863612584292178, 0.34758981955942553]","[0.19939365029699865, 0.19728727731657003, 0.19576223701628293, 0.1943588011155757]","[28, 32, 36, 36]"
3.0,4.5,0.65,3.5,L0,84,14,0.0,36,"[0.0825736376631598, 0.07103954455890489, 0.23377062856885414, 0.4252089615750955]","[0.24537589071508778, 0.24228230294216996, 0.24004718337312844, 0.23799375966794206]","[28, 32, 36, 36]"
3.0,4.5,0.65,3.5,L0,85,10,1.0,35,"[0.09754391715872827, 0.10277800294410619, 0.3304571332781058]","[0.19939365029699865, 0.19728727731657003, 0.19576223701628293]","[30, 34, 34]"
3.0,4.5,0.65,3.5,L0,86,6,7.0,27,"[0.06954928016473577, 0.05808335760345194]","[0.17255692571175196, 0.17082853840049236]","[34, 34]"
3.0,4.5,0.65,3.5,L0,87,10,3.0,26,"[0.30220246603264167, 0.36861594110257395, 0.23531464549072756]","[0.19939365029699863, 0.19728727731657006, 0.19576223701628298]","[25, 29, 29]"
3.0,4.5,0.65,3.5,L0,88,6,0.0,32,"[0.2631899877618114, 0.3271644187537754]","[0.14884999153518866, 0.14720590757510899]","[32, 32]"
3.0,4.5,0.65,3.5,L0,89,6,8.0,26,"[0.06500985839748814, 0.05068112979709297]","[0.19939365029699863, 0.19728727731657006]","[34, 34]"
3.0,4.5,0.65,3.5,L0,90,6,4.0,29,"[0.15908110884349558, 0.18439972309432356]","[0.14884999153518863, 0.14720590757510899]","[33, 33]"
3.0,4.5,0.65,3.5,L0,91,10,0.0,32,"[0.19128093894830964, 0.23495720267906622, 0.28443223242265886]","[0.14884999153518866, 0.14720590757510899, 0.14602876154737818]","[31, 32, 32]"
3.0,4.5,0.65,3.5,L0,92,10,2.0,28,"[0.1826917292205792, 0.2200296194626973, 0.21027221452953382]","[0.1571445204288281, 0.15551393749492284, 0.1543418872356758]","[26, 30, 30]"
3.0,4.5,0.65,3.5,L0,93,6,4.0,32,"[0.15144289527530783, 0.1715602472812811]","[0.14884999153518866, 0.14720590757510899]","[36, 36]"
3.0,4.5,0.65,3.5,L0,94,10,1.0,27,"[0.23886051182861298, 0.29885657438619617, 0.34296930723362534]","[0.17255692571175196, 0.17082853840049236, 0.16958044540732878]","[27, 28, 28]"
3.0,4.5,0.65,3.5,L0,95,6,2.0,28,"[0.17348094250513268, 0.20997973599298228]","[0.1571445204288281, 0.15551393749492284]","[30, 30]"
3.0,4.5,0.65,3.5,L0,96,10,0.0,33,"[0.15215659957930505, 0.1751209929200764, 0.3813295458260207]","[0.15714452042882812, 0.15551393749492282, 0.15434188723567582]","[29, 33, 33]"
3.0,4.5,0.65,3.5,L0,97,6,2.0,32,"[0.18132111765126133, 0.21967792168736153]","[0.14884999153518866, 0.14720590757510899]","[34, 34]"
3.0,4.5,0.65,3.5,L0,98,14,2.0,36,"[0.06811413882891833, 0.05557409416569011, 0.08966006714400548, 0.346692146293547]","[0.24537589071508778, 0.24228230294216996, 0.24004718337312844, 0.23799375966794206]","[26, 30, 34, 34]"
3.0,4.5,0.65,3.5,L0,99,6,9.0,25,"[0.06304286321728614, 0.04743619546764496]","[0.24537589071508778, 0.24228230294217007]","[34, 34]"
3.0,4.5,0.65,3.5,L0,100,10,0.0,31,"[0.11768937202691289, 0.13044151114702596, 0.2582273000705334]","[0.14526078844766527, 0.14358691513360786, 0.14239091702668963]","[27, 31, 31]"
3.0,4.5,0.65,3.5,L0,101,10,0.0,35,"[0.12308840258738996, 0.1383723791334933, 0.3105459132779549]","[0.19939365029699865, 0.19728727731657003, 0.19576223701628293]","[31, 35, 35]"
3.0,4.5,0.65,3.5,L0,102,6,4.0,27,"[0.11909595681276886, 0.13436749022787195]","[0.17255692571175196, 0.17082853840049236]","[31, 31]"
3.0,4.5,0.65,3.5,L0,103,14,2.0,28,"[0.2131570924878848, 0.2633738563848296, 0.20433442916752984, 0.20485068796747485]","[0.1571445204288281, 0.15551393749492284, 0.1543418872356758, 0.1532695838987229]","[27, 26, 30, 30]"
3.0,4.5,0.65,3.5,L0,104,6,8.0,27,"[0.06705202184759797, 0.05391109961050347]","[0.17255692571175196, 0.17082853840049236]","[35, 35]"
3.0,4.5,0.65,3.5,L0,105,6,0.0,30,"[0.19722477059125879, 0.24345617865245847]","[0.14526078844766527, 0.14358691513360786]","[30, 30]"
3.0,4.5,0.65,3.5,L0,106,14,2.0,28,"[0.2131570924878848, 0.2633738563848296, 0.20433442916752984, 0.20485068796747485]","[0.1571445204288281, 0.15551393749492284, 0.1543418872356758, 0.1532695838987229]","[27, 26, 30, 30]"
3.0,4.5,0.65,3.5,L0,107,14,4.0,25,"[0.3588889085325757, 0.43737845678062637, 0.4644239129292213, 0.18228801366425296]","[0.24537589071508778, 0.24228230294217007, 0.2400471833731285, 0.23799375966794206]","[25, 25, 29, 29]"
3.0,4.5,0.65,3.5,L0,108,6,1.0,29,"[0.19128093894830966, 0.23495720267906622]","[0.14884999153518863, 0.14720590757510899]","[30, 30]"
3.0,4.5,0.65,3.5,L0,109,6,4.0,27,"[0.11909595681276886, 0.13436749022787195]","[0.17255692571175196, 0.17082853840049236]","[31, 31]"
3.0,4.5,0.65,3.5,L0,110,10,0.0,29,"[0.15144289527530783, 0.1715602472812811, 0.3428541473781675]","[0.14884999153518863, 0.14720590757510899, 0.14602876154737818]","[25, 29, 29]"
3.0,4.5,0.65,3.5,L0,111,6,7.0,28,"[0.07006546074471963, 0.05903340567765399]","[0.1571445204288281, 0.15551393749492284]","[35, 35]"
3.0,4.5,0.65,3.5,L0,112,6,2.0,31,"[0.23995387601555768, 0.29704961713596767]","[0.14526078844766527, 0.14358691513360786]","[33, 33]"
3.0,4.5,0.65,3.5,L0,113,6,0.0,35,"[0.2510084326974979, 0.30924260422648947]","[0.19939365029699865, 0.19728727731657003]","[35, 35]"
3.0,4.5,0.65,3.5,L0,114,10,1.0,27,"[0.23886051182861298, 0.29885657438619617, 0.34296930723362534]","[0.17255692571175196, 0.17082853840049236, 0.16958044540732878]","[27, 28, 28]"
3.0,4.5,0.65,3.5,L0,115,10,1.0,28,"[0.30266248852211264, 0.3840321699497031, 0.25088282179345855]","[0.1571445204288281, 0.15551393749492284, 0.1543418872356758]","[28, 29, 29]"
3.0,4.5,0.65,3.5,L0,116,6,0.0,34,"[0.238860511828613, 0.2988565743861961]","[0.172556925711752, 0.17082853840049234]","[34, 34]"
3.0,4.5,0.65,3.5,L0,117,6,0.0,29,"[0.2631899877618114, 0.32716441875377544]","[0.14884999153518863, 0.14720590757510899]","[29, 29]"
3.0,4.5,0.65,3.5,L0,118,6,0.0,30,"[0.19722477059125879, 0.24345617865245847]","[0.14526078844766527, 0.14358691513360786]","[30, 30]"
3.0,4.5,0.65,3.5,L0,119,14,2.0,36,"[0.06811413882891833, 0.05557409416569011, 0.08966006714400548, 0.346692146293547]","[0.24537589071508778, 0.24228230294216996, 0.24004718337312844, 0.23799375966794206]","[26, 30, 34, 34]"
3.0,4.5,0.65,3.5,L0,120,6,0.0,31,"[0.19722477059125879, 0.24345617865245853]","[0.14526078844766527, 0.14358691513360786]","[31, 31]"
3.0,4.5,0.65,3.5,L0,121,10,0.0,33,"[0.15215659957930505, 0.1751209929200764, 0.3813295458260207]","[0.15714452042882812, 0.15551393749492282, 0.15434188723567582]","[29, 33, 33]"
3.0,4.5,0.65,3.5,L0,122,14,1.0,36,"[0.06304286321728614, 0.047436195467644965, 0.12135308107776378, 0.34377416063634403]","[0.24537589071508778, 0.24228230294216996, 0.24004718337312844, 0.23799375966794206]","[27, 31, 35, 35]"
3.0,4.5,0.65,3.5,L0,123,6,4.0,27,"[0.11909595681276886, 0.13436749022787195]","[0.17255692571175196, 0.17082853840049236]","[31, 31]"
3.0,4.5,0.65,3.5,L0,124,10,2.0,28,"[0.1826917292205792, 0.2200296194626973, 0.21027221452953382]","[0.1571445204288281, 0.15551393749492284, 0.1543418872356758]","[26, 30, 30]"
3.0,4.5,0.65,3.5,L0,125,6,0.0,36,"[0.3588889085325757, 0.4373784567806264]","[0.24537589071508778, 0.24228230294216996]","[36, 36]"
3.0,4.5,0.65,3.5,L0,126,6,0.0,32,"[0.2631899877618114, 0.3271644187537754]","[0.14884999153518866, 0.14720590757510899]","[32, 32]"
3.0,4.5,0.65,3.5,L0,127,18,1.0,33,"[0.25851779267374864, 0.3199030249049267, 0.20358793094707084, 0.14580354088663153, 0.2502604033621109]","[0.15714452042882812, 0.15551393749492282, 0.15434188723567582, 0.15326958389872292, 0.1522837321447541]","[32, 31, 30, 34, 34]"
3.0,4.5,0.65,3.5,L0,128,6,9.0,27,"[0.09018927299383354, 0.08407508643291074]","[0.17255692571175196, 0.17082853840049236]","[36, 36]"
3.0,4.5,0.65,3.5,L0,129,10,0.0,33,"[0.15215659957930505, 0.1751209929200764, 0.3813295458260207]","[0.15714452042882812, 0.15551393749492282, 0.15434188723567582]","[29, 33, 33]"
3.0,4.5,0.65,3.5,L0,130,10,0.0,32,"[0.19128093894830964, 0.23495720267906622, 0.28443223242265886]","[0.14884999153518866, 0.14720590757510899, 0.14602876154737818]","[31, 32, 32]"
3.0,4.5,0.65,3.5,L0,131,10,1.0,28,"[0.30266248852211264, 0.3840321699497031, 0.25088282179345855]","[0.1571445204288281, 0.15551393749492284, 0.1543418872356758]","[28, 29, 29]"
3.0,4.5,0.65,3.5,L0,132,6,6.0,25,"[0.0816110472522279, 0.07874287848300882]","[0.24537589071508778, 0.24228230294217007]","[31, 31]"
3.0,4.5,0.65,3.5,L0,133,18,1.0,32,"[0.07794511533733726, 0.07162864268719363, 0.22991466163866886, 0.18562877722363577, 0.313974568421244]","[0.14884999153518866, 0.14720590757510899, 0.14602876154737818, 0.14495526431009323, 0.143971301706733]","[26, 30, 29, 33, 33]"
3.0,4.5,0.65,3.5,L0,134,6,8.0,25,"[0.08257363766315977, 0.07103954455890488]","[0.24537589071508778, 0.24228230294217007]","[33, 33]"
3.0,4.5,0.65,3.5,L0,135,6,3.0,28,"[0.14461937439695147, 0.17084935361683137]","[0.1571445204288281, 0.15551393749492284]","[31, 31]"
3.0,4.5,0.65,3.5,L0,136,6,5.0,28,"[0.1274195217941576, 0.13864378403619754]","[0.1571445204288281, 0.15551393749492284]","[33, 33]"
3.0,4.5,0.65,3.5,L0,137,6,5.0,30,"[0.09286129783741696, 0.09431374028422013]","[0.14526078844766527, 0.14358691513360786]","[35, 35]"
3.0,4.5,0.65,3.5,L0,138,6,8.0,25,"[0.08257363766315977, 0.07103954455890488]","[0.24537589071508778, 0.24228230294217007]","[33, 33]"
3.0,4.5,0.65,3.5,L0,139,6,4.0,28,"[0.15215659957930508, 0.17512099292007643]","[0.1571445204288281, 0.15551393749492284]","[32, 32]"
3.0,4.5,0.65,3.5,L0,140,10,0.0,30,"[0.24966144266264365, 0.3095051379133587, 0.24008890192857293]","[0.14526078844766527, 0.14358691513360786, 0.14239091702668963]","[29, 30, 30]"
3.0,4.5,0.65,3.5,L0,141,6,4.0,32,"[0.15144289527530783, 0.1715602472812811]","[0.14884999153518866, 0.14720590757510899]","[36, 36]"
3.0,4.5,0.65,3.5,L0,142,10,0.0,35,"[0.12308840258738996, 0.1383723791334933, 0.3105459132779549]","[0.19939365029699865, 0.19728727731657003, 0.19576223701628293]","[31, 35, 35]"
3.0,4.5,0.65,3.5,L0,143,6,3.0,32,"[0.1470281396493682, 0.1715633816286302]","[0.14884999153518866, 0.14720590757510899]","[35, 35]"
3.0,4.5,0.65,3.5,L0,144,10,0.0,31,"[0.11768937202691289, 0.13044151114702596, 0.2582273000705334]","[0.14526078844766527, 0.14358691513360786, 0.14239091702668963]","[27, 31, 31]"
3.0,4.5,0.65,3.5,L0,145,6,1.0,30,"[0.18935651333104067, 0.23292823474769087]","[0.14526078844766527, 0.14358691513360786]","[31, 31]"
3.0,4.5,0.65,3.5,L0,146,10,0.0,29,"[0.15144289527530783, 0.1715602472812811, 0.3428541473781675]","[0.14884999153518863, 0.14720590757510899, 0.14602876154737818]","[25, 29, 29]"
3.0,4.5,0.65,3.5,L0,147,6,0.0,36,"[0.3588889085325757, 0.4373784567806264]","[0.24537589071508778, 0.24228230294216996]","[36, 36]"
3.0,4.5,0.65,3.5,L0,148,6,5.0,29,"[0.0942786910835847, 0.09617779149754073]","[0.14884999153518863, 0.14720590757510899]","[34, 34]"
3.0,4.5,0.65,3.5,L0,149,14,2.0,36,"[0.06811413882891833, 0.05557409416569011, 0.08966006714400548, 0.346692146293547]","[0.24537589071508778, 0.24228230294216996, 0.24004718337312844, 0.23799375966794206]","[26, 30, 34, 34]"
3.0,4.5,0.65,3.5,L0,150,6,1.0,34,"[0.21875796446850843, 0.26768446456353717]","[0.172556925711752, 0.17082853840049234]","[35, 35]"
3.0,4.5,0.65,3.5,L0,151,6,3.0,32,"[0.1470281396493682, 0.1715633816286302]","[0.14884999153518866, 0.14720590757510899]","[35, 35]"
3.0,4.5,0.65,3.5,L0,152,6,7.0,26,"[0.09098073136219763, 0.0839701158658167]","[0.19939365029699863, 0.19728727731657006]","[33, 33]"
3.0,4.5,0.65,3.5,L0,153,10,2.0,27,"[0.3148459882161868, 0.4034213735744995, 0.2259109754692011]","[0.17255692571175196, 0.17082853840049236, 0.16958044540732878]","[28, 29, 29]"
3.0,4.5,0.65,3.5,L0,154,6,0.0,30,"[0.19722477059125879, 0.24345617865245847]","[0.14526078844766527, 0.14358691513360786]","[30, 30]"
3.0,4.5,0.65,3.5,L0,155,10,0.0,32,"[0.19128093894830964, 0.23495720267906622, 0.28443223242265886]","[0.14884999153518866, 0.14720590757510899, 0.14602876154737818]","[31, 32, 32]"
3.0,4.5,0.65,3.5,L0,156,14,0.0,35,"[0.06500985839748813, 0.05068112979709298, 0.15935957630554473, 0.30480822585908113]","[0.19939365029699865, 0.19728727731657003, 0.19576223701628293, 0.1943588011155757]","[27, 31, 35, 35]"
3.0,4.5,0.65,3.5,L0,157,6,1.0,29,"[0.19128093894830966, 0.23495720267906622]","[0.14884999153518863, 0.14720590757510899]","[30, 30]"
3.0,4.5,0.65,3.5,L0,158,6,10.0,26,"[0.09376504933984942, 0.09115330393435923]","[0.19939365029699863, 0.19728727731657006]","[36, 36]"
3.0,4.5,0.65,3.5,L0,159,6,4.0,28,"[0.15215659957930508, 0.17512099292007643]","[0.1571445204288281, 0.15551393749492284]","[32, 32]"
3.0,4.5,0.65,3.5,L0,160,6,0.0,35,"[0.2510084326974979, 0.30924260422648947]","[0.19939365029699865, 0.19728727731657003]","[35, 35]"
3.0,4.5,0.65,3.5,L0,161,6,0.0,33,"[0.3026624885221127, 0.38403216994970313]","[0.15714452042882812, 0.15551393749492282]","[33, 33]"
3.0,4.5,0.65,3.5,L0,162,6,1.0,35,"[0.25575117294455013, 0.32304691486876413]","[0.19939365029699865, 0.19728727731657003]","[34, 34]"
3.0,4.5,0.65,3.5,L0,163,10,1.0,36,"[0.10019780448353426, 0.1052843067857484, 0.34737610403917496]","[0.24537589071508778, 0.24228230294216996, 0.24004718337312844]","[31, 35, 35]"
3.0,4.5,0.65,3.5,L0,164,6,5.0,25,"[0.10019780448353424, 0.10528430678574843]","[0.24537589071508778, 0.24228230294217007]","[30, 30]"
3.0,4.5,0.65,3.5,L0,165,6,3.0,26,"[0.2065311503357745, 0.2463827800191831]","[0.19939365029699863, 0.19728727731657006]","[29, 29]"
3.0,4.5,0.65,3.5,L0,166,10,1.0,28,"[0.30266248852211264, 0.3840321699497031, 0.25088282179345855]","[0.1571445204288281, 0.15551393749492284, 0.1543418872356758]","[28, 29, 29]"
3.0,4.5,0.65,3.5,L0,167,6,4.0,29,"[0.15908110884349558, 0.18439972309432356]","[0.14884999153518863, 0.14720590757510899]","[33, 33]"
3.0,4.5,0.65,3.5,L0,168,10,2.0,27,"[0.3148459882161868, 0.4034213735744995, 0.2259109754692011]","[0.17255692571175196, 0.17082853840049236, 0.16958044540732878]","[28, 29, 29]"
3.0,4.5,0.65,3.5,L0,169,6,5.0,26,"[0.0975439171587283, 0.10277800294410618]","[0.19939365029699863, 0.19728727731657006]","[31, 31]"
3.0,4.5,0.65,3.5,L0,170,10,3.0,26,"[0.3140176284002513, 0.4067779379977375, 0.1889418825520898]","[0.19939365029699863, 0.19728727731657006, 0.19576223701628298]","[28, 29, 29]"
3.0,4.5,0.65,3.5,L0,171,6,0.0,31,"[0.19722477059125879, 0.24345617865245853]","[0.14526078844766527, 0.14358691513360786]","[31, 31]"
3.0,4.5,0.65,3.5,L0,172,6,1.0,30,"[0.18935651333104067, 0.23292823474769087]","[0.14526078844766527, 0.14358691513360786]","[31, 31]"
3.0,4.5,0.65,3.5,L0,173,6,1.0,36,"[0.27656369453747653, 0.3414284799304116]","[0.24537589071508778, 0.24228230294216996]","[35, 35]"
3.0,4.5,0.65,3.5,L0,174,10,0.0,31,"[0.11768937202691289, 0.13044151114702596, 0.2582273000705334]","[0.14526078844766527, 0.14358691513360786, 0.14239091702668963]","[27, 31, 31]"
3.0,4.5,0.65,3.5,L0,175,10,1.0,29,"[0.1470281396493682, 0.17156338162863022, 0.24185297581885876]","[0.14884999153518863, 0.14720590757510899, 0.14602876154737818]","[26, 30, 30]"
3.0,4.5,0.65,3.5,L0,176,6,0.0,29,"[0.2631899877618114, 0.32716441875377544]","[0.14884999153518863, 0.14720590757510899]","[29, 29]"
3.0,4.5,0.65,3.5,L0,177,10,2.0,28,"[0.1826917292205792, 0.2200296194626973, 0.21027221452953382]","[0.1571445204288281, 0.15551393749492284, 0.1543418872356758]","[26, 30, 30]"
3.0,4.5,0.65,3.5,L0,178,18,0.0,33,"[0.07006546074471963, 0.059033405677654, 0.19459074886388858, 0.13944149504434827, 0.3573707966965719]","[0.15714452042882812, 0.15551393749492282, 0.15434188723567582, 0.15326958389872292, 0.1522837321447541]","[26, 30, 29, 33, 33]"
3.0,4.5,0.65,3.5,L0,179,6,1.0,29,"[0.19128093894830966, 0.23495720267906622]","[0.14884999153518863, 0.14720590757510899]","[30, 30]"
3.0,4.5,0.65,3.5,L0,180,6,1.0,30,"[0.18935651333104067, 0.23292823474769087]","[0.14526078844766527, 0.14358691513360786]","[31, 31]"
3.0,4.5,0.65,3.5,L0,181,18,1.0,32,"[0.07794511533733726, 0.07162864268719363, 0.22991466163866886, 0.18562877722363577, 0.313974568421244]","[0.14884999153518866, 0.14720590757510899, 0.14602876154737818, 0.14495526431009323, 0.143971301706733]","[26, 30, 29, 33, 33]"
3.0,4.5,0.65,3.5,L0,182,10,1.0,34,"[0.1488784247812731, 0.1752203315757096, 0.26391715268597427]","[0.172556925711752, 0.17082853840049234, 0.16958044540732875]","[31, 35, 35]"
