init_delta_t,init_sigma_position_memory,weight_memory_decay,spatial_dist_coeff,layout,episode_num,steps,error,true_last_word_mjidx,gaze_positions_list,true_last_word_memory_list,gaze_positions_list 
3.5,4.5,0.65,3.5,L0,152,6,0.0,34,"[0.2357739521325727, 0.2949896710648208]","[0.1692849084178926, 0.1678952009675782]","[34, 34]"
3.5,4.5,0.65,3.5,L0,153,14,1.0,32,"[0.16915670165103225, 0.20521643834476133, 0.1858204123665625, 0.3159002949750592]","[0.1457512709624567, 0.14445286719978143, 0.14350919326610861, 0.14263844846401313]","[30, 29, 33, 33]"
3.5,4.5,0.65,3.5,L0,154,14,0.0,33,"[0.08983529399480522, 0.0826525872724715, 0.20864898173458998, 0.36121028158354174]","[0.15406502536445332, 0.1527665840304742, 0.15181972837410174, 0.15094362391743868]","[25, 29, 33, 33]"
3.5,4.5,0.65,3.5,L0,155,10,0.0,32,"[0.18881019781307656, 0.2316785540158223, 0.2797262501217847]","[0.1457512709624567, 0.14445286719978143, 0.14350919326610861]","[31, 32, 32]"
3.5,4.5,0.65,3.5,L0,156,14,1.0,35,"[0.06715762152978597, 0.053944689853537155, 0.12346332367848752, 0.3223157380307695]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287264, 0.19128718678799]","[26, 30, 34, 34]"
3.5,4.5,0.65,3.5,L0,157,6,1.0,34,"[0.31155873986013766, 0.3992288198404017]","[0.1692849084178926, 0.1678952009675782]","[33, 33]"
3.5,4.5,0.65,3.5,L0,158,10,1.0,26,"[0.2475629409244933, 0.30507975600460413, 0.2953350041591763]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287262]","[26, 27, 27]"
3.5,4.5,0.65,3.5,L0,159,6,3.0,32,"[0.1480378458096716, 0.1730002446040154]","[0.1457512709624567, 0.14445286719978143]","[35, 35]"
3.5,4.5,0.65,3.5,L0,160,6,0.0,36,"[0.35344364412460616, 0.43124064900592474]","[0.23951778664437084, 0.237027696879423]","[36, 36]"
3.5,4.5,0.65,3.5,L0,161,10,1.0,36,"[0.10346813111284443, 0.10974219253960184, 0.3423354987005164]","[0.23951778664437084, 0.237027696879423, 0.23520420210274084]","[31, 35, 35]"
3.5,4.5,0.65,3.5,L0,162,10,0.0,35,"[0.12560675585460856, 0.141754685611844, 0.30609607749400897]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287264]","[31, 35, 35]"
3.5,4.5,0.65,3.5,L0,163,6,1.0,33,"[0.2109741284140868, 0.2606784165604901]","[0.15406502536445332, 0.1527665840304742]","[34, 34]"
3.5,4.5,0.65,3.5,L0,164,14,1.0,35,"[0.06715762152978597, 0.053944689853537155, 0.12346332367848752, 0.3223157380307695]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287264, 0.19128718678799]","[26, 30, 34, 34]"
3.5,4.5,0.65,3.5,L0,165,10,1.0,35,"[0.20803374438981886, 0.24829990331144094, 0.35768162370976014]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287264]","[32, 36, 36]"
3.5,4.5,0.65,3.5,L0,166,6,2.0,27,"[0.23648557222533387, 0.2887100163882168]","[0.1692849084178926, 0.16789520096757823]","[29, 29]"
3.5,4.5,0.65,3.5,L0,167,6,0.0,33,"[0.2988919220473743, 0.37936157133337]","[0.15406502536445332, 0.1527665840304742]","[33, 33]"
3.5,4.5,0.65,3.5,L0,168,10,0.0,33,"[0.15509418709219983, 0.17921219683603268, 0.37616250815633173]","[0.15406502536445332, 0.1527665840304742, 0.15181972837410174]","[29, 33, 33]"
3.5,4.5,0.65,3.5,L0,169,6,1.0,29,"[0.18881019781307656, 0.2316785540158223]","[0.1457512709624567, 0.14445286719978143]","[30, 30]"
3.5,4.5,0.65,3.5,L0,170,10,0.0,32,"[0.18881019781307656, 0.2316785540158223, 0.2797262501217847]","[0.1457512709624567, 0.14445286719978143, 0.14350919326610861]","[31, 32, 32]"
3.5,4.5,0.65,3.5,L0,171,14,4.0,25,"[0.35344364412460616, 0.4312406490059246, 0.4584857474112366, 0.18694828371343142]","[0.23951778664437084, 0.23702769687942304, 0.2352042021027409, 0.23351113590750694]","[25, 25, 29, 29]"
3.5,4.5,0.65,3.5,L0,172,10,1.0,26,"[0.2475629409244933, 0.30507975600460413, 0.2953350041591763]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287262]","[26, 27, 27]"
3.5,4.5,0.65,3.5,L0,173,14,0.0,34,"[0.06782593318416434, 0.055166003560988205, 0.15851735117395796, 0.2905784573182468]","[0.1692849084178926, 0.1678952009675782, 0.16687791592675952, 0.16593368816746973]","[26, 30, 34, 34]"
3.5,4.5,0.65,3.5,L0,174,14,0.0,33,"[0.08983529399480522, 0.0826525872724715, 0.20864898173458998, 0.36121028158354174]","[0.15406502536445332, 0.1527665840304742, 0.15181972837410174, 0.15094362391743868]","[25, 29, 33, 33]"
3.5,4.5,0.65,3.5,L0,175,14,2.0,28,"[0.2109741284140868, 0.26067841656049007, 0.20378467335477504, 0.203938599766919]","[0.15406502536445332, 0.15276658403047422, 0.15181972837410174, 0.1509436239174387]","[27, 26, 30, 30]"
3.5,4.5,0.65,3.5,L0,176,10,1.0,35,"[0.10047267775113966, 0.10690794948272209, 0.32598050649682225]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287264]","[30, 34, 34]"
3.5,4.5,0.65,3.5,L0,177,6,4.0,25,"[0.17602728399716686, 0.20288363982060445]","[0.23951778664437084, 0.23702769687942304]","[29, 29]"
3.5,4.5,0.65,3.5,L0,178,6,4.0,25,"[0.17602728399716686, 0.20288363982060445]","[0.23951778664437084, 0.23702769687942304]","[29, 29]"
3.5,4.5,0.65,3.5,L0,179,10,1.0,29,"[0.14803784580967164, 0.17300024460401542, 0.2386256523997314]","[0.1457512709624567, 0.14445286719978143, 0.1435091932661086]","[26, 30, 30]"
3.5,4.5,0.65,3.5,L0,180,6,1.0,34,"[0.31155873986013766, 0.3992288198404017]","[0.1692849084178926, 0.1678952009675782]","[33, 33]"
3.5,4.5,0.65,3.5,L0,181,6,5.0,29,"[0.09666946866209315, 0.09964275550708647]","[0.1457512709624567, 0.14445286719978143]","[34, 34]"
3.5,4.5,0.65,3.5,L0,182,14,1.0,32,"[0.16915670165103225, 0.20521643834476133, 0.1858204123665625, 0.3159002949750592]","[0.1457512709624567, 0.14445286719978143, 0.14350919326610861, 0.14263844846401313]","[30, 29, 33, 33]"
3.5,4.5,0.65,3.5,L0,183,14,2.0,27,"[0.21652127996557155, 0.2649521282211172, 0.25272059512764067, 0.26991919879704646]","[0.1692849084178926, 0.16789520096757823, 0.16687791592675955, 0.1659336881674697]","[26, 25, 29, 29]"
3.5,4.5,0.65,3.5,L0,184,6,1.0,31,"[0.24637832082243197, 0.30521883288561663]","[0.1421092939754891, 0.14079318066296664]","[32, 32]"
3.5,4.5,0.65,3.5,L0,185,6,0.0,35,"[0.24756294092449327, 0.3050797560046041]","[0.19540063213223857, 0.1936977475755516]","[35, 35]"
3.5,4.5,0.65,3.5,L0,186,6,2.0,29,"[0.16915670165103222, 0.20521643834476133]","[0.1457512709624567, 0.14445286719978143]","[31, 31]"
3.5,4.5,0.65,3.5,L0,187,6,4.0,26,"[0.12560675585460856, 0.14175468561184404]","[0.19540063213223857, 0.1936977475755516]","[30, 30]"
3.5,4.5,0.65,3.5,L0,188,6,7.0,29,"[0.09341411832244931, 0.08781254183039315]","[0.1457512709624567, 0.14445286719978143]","[36, 36]"
3.5,4.5,0.65,3.5,L0,189,14,0.0,35,"[0.06589678500321287, 0.05209359555262768, 0.16279060354517347, 0.3004323250061245]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287264, 0.19128718678799]","[27, 31, 35, 35]"
3.5,4.5,0.65,3.5,L0,190,10,0.0,34,"[0.12143904885779706, 0.13759298604488127, 0.2965068832096294]","[0.1692849084178926, 0.1678952009675782, 0.16687791592675952]","[30, 34, 34]"
3.5,4.5,0.65,3.5,L0,191,14,0.0,32,"[0.09666946866209318, 0.0996427555070865, 0.25193467694259536, 0.27858228487809306]","[0.1457512709624567, 0.14445286719978143, 0.14350919326610861, 0.14263844846401313]","[27, 31, 32, 32]"
3.5,4.5,0.65,3.5,L0,192,6,2.0,29,"[0.16915670165103222, 0.20521643834476133]","[0.1457512709624567, 0.14445286719978143]","[31, 31]"
3.5,4.5,0.65,3.5,L0,193,14,0.0,33,"[0.08983529399480522, 0.0826525872724715, 0.20864898173458998, 0.36121028158354174]","[0.15406502536445332, 0.1527665840304742, 0.15181972837410174, 0.15094362391743868]","[25, 29, 33, 33]"
3.5,4.5,0.65,3.5,L0,194,6,0.0,32,"[0.2590380425334322, 0.32172258233125883]","[0.1457512709624567, 0.14445286719978143]","[32, 32]"
3.5,4.5,0.65,3.5,L0,195,10,3.0,26,"[0.2990861062037561, 0.36501596444339823, 0.23752864230585488]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287262]","[25, 29, 29]"
3.5,4.5,0.65,3.5,L0,196,6,5.0,25,"[0.10346813111284443, 0.10974219253960181]","[0.23951778664437084, 0.23702769687942304]","[30, 30]"
3.5,4.5,0.65,3.5,L0,197,6,4.0,31,"[0.11817156168384454, 0.13109307935226122]","[0.1421092939754891, 0.14079318066296664]","[35, 35]"
3.5,4.5,0.65,3.5,L0,198,6,0.0,32,"[0.2590380425334322, 0.32172258233125883]","[0.1457512709624567, 0.14445286719978143]","[32, 32]"
3.5,4.5,0.65,3.5,L0,199,10,0.0,30,"[0.2463783208224319, 0.3052188328856166, 0.23614803852823013]","[0.1421092939754891, 0.14079318066296664, 0.13983836207192993]","[29, 30, 30]"
3.5,4.5,0.65,3.5,L0,200,6,1.0,36,"[0.27263724420442614, 0.3367653167649728]","[0.23951778664437084, 0.237027696879423]","[35, 35]"
3.5,4.5,0.65,3.5,L50,1,6,6.0,14,"[0.1625765215168833, 0.21620201645760537]","[0.19540063213223857, 0.1936977475755516]","[20, 20]"
3.5,4.5,0.65,3.5,L50,2,6,0.0,16,"[0.3890822430061183, 0.48967857560186684]","[0.15406502536445332, 0.15276658403047422]","[16, 16]"
3.5,4.5,0.65,3.5,L50,3,10,0.0,15,"[0.28282071606161807, 0.3455120172883076, 0.3359248478759805]","[0.1692849084178926, 0.16789520096757823, 0.16687791592675955]","[14, 15, 15]"
3.5,4.5,0.65,3.5,L50,4,6,0.0,16,"[0.3890822430061183, 0.48967857560186684]","[0.15406502536445332, 0.15276658403047422]","[16, 16]"
3.5,4.5,0.65,3.5,L50,5,6,1.0,18,"[0.24270401104800807, 0.31374001518815114]","[0.1421092939754891, 0.14079318066296664]","[19, 19]"
3.5,4.5,0.65,3.5,L50,6,10,0.0,14,"[0.3785097749427267, 0.4615060331068239, 0.355862440611173]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287262]","[13, 14, 14]"
3.5,4.5,0.65,3.5,L50,7,6,3.0,14,"[0.29390845579847746, 0.39454523831838706]","[0.19540063213223857, 0.1936977475755516]","[17, 17]"
3.5,4.5,0.65,3.5,L50,8,14,0.0,19,"[0.31706556552963916, 0.42539862017302316, 0.23140506542116476, 0.27332415242369656]","[0.1421092939754891, 0.14079318066296664, 0.1398383620719299, 0.13895866407602128]","[16, 15, 19, 19]"
3.5,4.5,0.65,3.5,L50,9,10,0.0,24,"[0.25875194952109765, 0.34872225679216984, 0.44527631355888286]","[0.23951778664437084, 0.237027696879423, 0.23520420210274084]","[20, 24, 24]"
3.5,4.5,0.65,3.5,L50,10,6,1.0,19,"[0.3176144592420957, 0.41697653334735035]","[0.1421092939754891, 0.14079318066296664]","[20, 20]"
3.5,4.5,0.65,3.5,L50,11,10,1.0,15,"[0.3005582452237474, 0.3676911220554943, 0.3950263831776888]","[0.1692849084178926, 0.16789520096757823, 0.16687791592675955]","[15, 16, 16]"
3.5,4.5,0.65,3.5,L50,12,14,1.0,19,"[0.19879853423453497, 0.25654135645267595, 0.16717006989903196, 0.27951411454170866]","[0.1421092939754891, 0.14079318066296664, 0.1398383620719299, 0.13895866407602128]","[15, 14, 18, 18]"
3.5,4.5,0.65,3.5,L50,13,10,0.0,22,"[0.3901383276291607, 0.4871048001322786, 0.35621077070115575]","[0.1692849084178926, 0.1678952009675782, 0.16687791592675952]","[21, 22, 22]"
3.5,4.5,0.65,3.5,L50,14,10,0.0,14,"[0.3785097749427267, 0.4615060331068239, 0.355862440611173]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287262]","[13, 14, 14]"
3.5,4.5,0.65,3.5,L50,15,6,4.0,13,"[0.2587519495210976, 0.3487222567921699]","[0.23951778664437084, 0.23702769687942304]","[17, 17]"
3.5,4.5,0.65,3.5,L50,16,6,4.0,13,"[0.2587519495210976, 0.3487222567921699]","[0.23951778664437084, 0.23702769687942304]","[17, 17]"
3.5,4.5,0.65,3.5,L50,17,10,0.0,24,"[0.3286741325411992, 0.39012953159643954, 0.4354580526298292]","[0.23951778664437084, 0.237027696879423, 0.23520420210274084]","[23, 24, 24]"
3.5,4.5,0.65,3.5,L50,18,10,1.0,13,"[0.42847690514814546, 0.5114610891366377, 0.36712305305589354]","[0.23951778664437084, 0.23702769687942304, 0.2352042021027409]","[13, 14, 14]"
3.5,4.5,0.65,3.5,L50,19,6,1.0,19,"[0.3176144592420957, 0.41697653334735035]","[0.1421092939754891, 0.14079318066296664]","[20, 20]"
3.5,4.5,0.65,3.5,L50,20,6,1.0,21,"[0.28197799906941884, 0.34876529042600635]","[0.15406502536445332, 0.1527665840304742]","[22, 22]"
3.5,4.5,0.65,3.5,L50,21,14,1.0,19,"[0.28833679255718797, 0.3811264854510894, 0.270631047711634, 0.35342463459553586]","[0.1421092939754891, 0.14079318066296664, 0.1398383620719299, 0.13895866407602128]","[17, 16, 20, 20]"
3.5,4.5,0.65,3.5,L50,22,10,0.0,16,"[0.2819779990694189, 0.34876529042600635, 0.4007611978702914]","[0.15406502536445332, 0.15276658403047422, 0.15181972837410174]","[15, 16, 16]"
3.5,4.5,0.65,3.5,L50,23,14,1.0,19,"[0.19879853423453497, 0.25654135645267595, 0.16717006989903196, 0.27951411454170866]","[0.1421092939754891, 0.14079318066296664, 0.1398383620719299, 0.13895866407602128]","[15, 14, 18, 18]"
3.5,4.5,0.65,3.5,L50,24,6,4.0,20,"[0.23811154932352158, 0.31042122280023704]","[0.1457512709624567, 0.14445286719978143]","[24, 24]"
3.5,4.5,0.65,3.5,L50,25,10,1.0,15,"[0.3005582452237474, 0.3676911220554943, 0.3950263831776888]","[0.1692849084178926, 0.16789520096757823, 0.16687791592675955]","[15, 16, 16]"
3.5,4.5,0.65,3.5,L50,26,14,1.0,24,"[0.1275272250000151, 0.15946919497644152, 0.34990091648649857, 0.3626656402794319]","[0.23951778664437084, 0.237027696879423, 0.23520420210274084, 0.233511135907507]","[18, 22, 23, 23]"
3.5,4.5,0.65,3.5,L50,27,10,0.0,18,"[0.31761445924209564, 0.4169765333473503, 0.3175221882631415]","[0.1421092939754891, 0.14079318066296664, 0.13983836207192993]","[17, 18, 18]"
3.5,4.5,0.65,3.5,L50,28,14,0.0,22,"[0.2076273840014602, 0.26984908677199976, 0.19174601166612543, 0.30935248862541137]","[0.1692849084178926, 0.1678952009675782, 0.16687791592675952, 0.16593368816746973]","[19, 18, 22, 22]"
3.5,4.5,0.65,3.5,L50,29,14,1.0,19,"[0.28833679255718797, 0.3811264854510894, 0.270631047711634, 0.35342463459553586]","[0.1421092939754891, 0.14079318066296664, 0.1398383620719299, 0.13895866407602128]","[17, 16, 20, 20]"
3.5,4.5,0.65,3.5,L50,30,18,1.0,24,"[0.21516879445746892, 0.3222325654982061, 0.3724163762568343, 0.17169004410405656, 0.34054985881790245]","[0.23951778664437084, 0.237027696879423, 0.23520420210274084, 0.233511135907507, 0.23193362451604105]","[16, 20, 19, 23, 23]"
3.5,4.5,0.65,3.5,L50,31,6,0.0,14,"[0.3089528445073365, 0.37153223619404974]","[0.19540063213223857, 0.1936977475755516]","[14, 14]"
3.5,4.5,0.65,3.5,L50,32,10,1.0,23,"[0.14736662946427886, 0.18933967330292953, 0.33825645638927876]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287264]","[18, 22, 22]"
3.5,4.5,0.65,3.5,L50,33,10,1.0,24,"[0.1540769034786414, 0.19596813643037211, 0.35459496740443724]","[0.23951778664437084, 0.237027696879423, 0.23520420210274084]","[19, 23, 23]"
3.5,4.5,0.65,3.5,L50,34,6,1.0,15,"[0.3901383276291607, 0.4871048001322787]","[0.1692849084178926, 0.16789520096757823]","[16, 16]"
3.5,4.5,0.65,3.5,L50,35,6,2.0,20,"[0.25652057514877463, 0.3218676157167708]","[0.1457512709624567, 0.14445286719978143]","[22, 22]"
3.5,4.5,0.65,3.5,L50,36,10,1.0,21,"[0.3890822430061184, 0.48967857560186684, 0.3318747380435002]","[0.15406502536445332, 0.1527665840304742, 0.15181972837410174]","[21, 22, 22]"
3.5,4.5,0.65,3.5,L50,37,10,0.0,20,"[0.2812198237499925, 0.3871123702127994, 0.38429491228689716]","[0.1457512709624567, 0.14445286719978143, 0.14350919326610861]","[16, 20, 20]"
3.5,4.5,0.65,3.5,L50,38,6,4.0,14,"[0.18055505065299313, 0.23364220518185996]","[0.19540063213223857, 0.1936977475755516]","[18, 18]"
3.5,4.5,0.65,3.5,L50,39,6,4.0,13,"[0.2587519495210976, 0.3487222567921699]","[0.23951778664437084, 0.23702769687942304]","[17, 17]"
3.5,4.5,0.65,3.5,L50,40,6,0.0,19,"[0.25067017985449486, 0.32312159644064625]","[0.1421092939754891, 0.14079318066296664]","[19, 19]"
3.5,4.5,0.65,3.5,L50,41,10,1.0,21,"[0.3890822430061184, 0.48967857560186684, 0.3318747380435002]","[0.15406502536445332, 0.1527665840304742, 0.15181972837410174]","[21, 22, 22]"
3.5,4.5,0.65,3.5,L50,42,6,2.0,16,"[0.2310718603542331, 0.2994936820429078]","[0.15406502536445332, 0.15276658403047422]","[18, 18]"
3.5,4.5,0.65,3.5,L50,43,6,4.0,15,"[0.1721154047070667, 0.22429862428445202]","[0.1692849084178926, 0.16789520096757823]","[19, 19]"
3.5,4.5,0.65,3.5,L50,44,6,1.0,13,"[0.3286741325411992, 0.3901295315964395]","[0.23951778664437084, 0.23702769687942304]","[14, 14]"
3.5,4.5,0.65,3.5,L50,45,6,1.0,13,"[0.3286741325411992, 0.3901295315964395]","[0.23951778664437084, 0.23702769687942304]","[14, 14]"
3.5,4.5,0.65,3.5,L50,46,6,4.0,17,"[0.2812198237499924, 0.3871123702127993]","[0.1457512709624567, 0.14445286719978143]","[21, 21]"
3.5,4.5,0.65,3.5,L50,47,6,5.0,14,"[0.14736662946427886, 0.1893396733029295]","[0.19540063213223857, 0.1936977475755516]","[19, 19]"
3.5,4.5,0.65,3.5,L50,48,14,0.0,19,"[0.31706556552963916, 0.42539862017302316, 0.23140506542116476, 0.27332415242369656]","[0.1421092939754891, 0.14079318066296664, 0.1398383620719299, 0.13895866407602128]","[16, 15, 19, 19]"
3.5,4.5,0.65,3.5,L50,49,6,2.0,17,"[0.2242640212997272, 0.291567200013853]","[0.1457512709624567, 0.14445286719978143]","[19, 19]"
3.5,4.5,0.65,3.5,L50,50,10,0.0,19,"[0.24270401104800807, 0.31374001518815114, 0.30136001544827734]","[0.1421092939754891, 0.14079318066296664, 0.1398383620719299]","[18, 19, 19]"
3.5,4.5,0.65,3.5,L50,51,6,0.0,18,"[0.2506701798544949, 0.3231215964406462]","[0.1421092939754891, 0.14079318066296664]","[18, 18]"
3.5,4.5,0.65,3.5,L50,52,10,1.0,15,"[0.3005582452237474, 0.3676911220554943, 0.3950263831776888]","[0.1692849084178926, 0.16789520096757823, 0.16687791592675955]","[15, 16, 16]"
3.5,4.5,0.65,3.5,L50,53,14,0.0,21,"[0.1991533756591352, 0.26011747722258705, 0.2191830204497351, 0.3824764594110926]","[0.15406502536445332, 0.1527665840304742, 0.15181972837410174, 0.15094362391743868]","[18, 17, 21, 21]"
3.5,4.5,0.65,3.5,L50,54,6,3.0,19,"[0.22728576865532055, 0.2895824380364764]","[0.1421092939754891, 0.14079318066296664]","[22, 22]"
3.5,4.5,0.65,3.5,L50,55,10,2.0,23,"[0.16257652151688326, 0.21620201645760534, 0.4176682742084619]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287264]","[17, 21, 21]"
3.5,4.5,0.65,3.5,L50,56,10,0.0,23,"[0.31098867269519564, 0.3779068220090684, 0.3451242819137521]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287264]","[22, 23, 23]"
3.5,4.5,0.65,3.5,L50,57,10,1.0,23,"[0.38097552715549177, 0.47511253262061487, 0.37339138185500204]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287264]","[21, 22, 22]"
3.5,4.5,0.65,3.5,L50,58,6,0.0,23,"[0.30895284450733657, 0.37153223619404985]","[0.19540063213223857, 0.1936977475755516]","[23, 23]"
3.5,4.5,0.65,3.5,L50,59,10,0.0,22,"[0.17211540470706665, 0.22429862428445205, 0.3166606472625724]","[0.1692849084178926, 0.1678952009675782, 0.16687791592675952]","[18, 22, 22]"
3.5,4.5,0.65,3.5,L50,60,6,1.0,15,"[0.3901383276291607, 0.4871048001322787]","[0.1692849084178926, 0.16789520096757823]","[16, 16]"
3.5,4.5,0.65,3.5,L50,61,10,0.0,20,"[0.24648411201621565, 0.31816461827957665, 0.3681868663865588]","[0.1457512709624567, 0.14445286719978143, 0.14350919326610861]","[19, 20, 20]"
3.5,4.5,0.65,3.5,L50,62,6,1.0,13,"[0.3286741325411992, 0.3901295315964395]","[0.23951778664437084, 0.23702769687942304]","[14, 14]"
3.5,4.5,0.65,3.5,L50,63,14,0.0,17,"[0.21962438598162334, 0.2775087915237371, 0.22547166856171802, 0.35313336252326916]","[0.1457512709624567, 0.14445286719978143, 0.1435091932661086, 0.14263844846401313]","[14, 13, 17, 17]"
3.5,4.5,0.65,3.5,L50,64,18,1.0,23,"[0.15695974551719966, 0.21744380144455155, 0.24539863997222752, 0.14932579327707168, 0.3277156874525566]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287264, 0.19128718678799, 0.19020364622970823]","[15, 19, 18, 22, 22]"
3.5,4.5,0.65,3.5,L50,65,10,1.0,21,"[0.3890822430061184, 0.48967857560186684, 0.3318747380435002]","[0.15406502536445332, 0.1527665840304742, 0.15181972837410174]","[21, 22, 22]"
3.5,4.5,0.65,3.5,L50,66,6,5.0,17,"[0.1756825705679705, 0.22871203162448947]","[0.1457512709624567, 0.14445286719978143]","[22, 22]"
3.5,4.5,0.65,3.5,L50,67,6,0.0,17,"[0.3346257820150483, 0.43871829817749375]","[0.1457512709624567, 0.14445286719978143]","[17, 17]"
3.5,4.5,0.65,3.5,L50,68,10,0.0,20,"[0.24648411201621565, 0.31816461827957665, 0.3681868663865588]","[0.1457512709624567, 0.14445286719978143, 0.14350919326610861]","[19, 20, 20]"
3.5,4.5,0.65,3.5,L50,69,10,0.0,23,"[0.18055505065299313, 0.23364220518186002, 0.32474971603140795]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287264]","[19, 23, 23]"
3.5,4.5,0.65,3.5,L50,70,6,0.0,16,"[0.3890822430061183, 0.48967857560186684]","[0.15406502536445332, 0.15276658403047422]","[16, 16]"
3.5,4.5,0.65,3.5,L50,71,10,1.0,18,"[0.20781153597068786, 0.2759324020860168, 0.3703344866080635]","[0.1421092939754891, 0.14079318066296664, 0.13983836207192993]","[13, 17, 17]"
3.5,4.5,0.65,3.5,L50,72,14,1.0,18,"[0.1899365296742419, 0.242981228932448, 0.18466117336124732, 0.3489145959009478]","[0.1421092939754891, 0.14079318066296664, 0.13983836207192993, 0.13895866407602125]","[14, 13, 17, 17]"
3.5,4.5,0.65,3.5,L50,73,6,0.0,16,"[0.3890822430061183, 0.48967857560186684]","[0.15406502536445332, 0.15276658403047422]","[16, 16]"
3.5,4.5,0.65,3.5,L50,74,10,0.0,20,"[0.24648411201621565, 0.31816461827957665, 0.3681868663865588]","[0.1457512709624567, 0.14445286719978143, 0.14350919326610861]","[19, 20, 20]"
3.5,4.5,0.65,3.5,L50,75,6,0.0,23,"[0.30895284450733657, 0.37153223619404985]","[0.19540063213223857, 0.1936977475755516]","[23, 23]"
3.5,4.5,0.65,3.5,L50,76,6,3.0,15,"[0.20762738400146025, 0.2698490867719997]","[0.1692849084178926, 0.16789520096757823]","[18, 18]"
3.5,4.5,0.65,3.5,L50,77,6,1.0,19,"[0.3176144592420957, 0.41697653334735035]","[0.1421092939754891, 0.14079318066296664]","[20, 20]"
3.5,4.5,0.65,3.5,L50,78,6,2.0,14,"[0.3809755271554917, 0.47511253262061487]","[0.19540063213223857, 0.1936977475755516]","[16, 16]"
3.5,4.5,0.65,3.5,L50,79,6,3.0,20,"[0.21962438598162337, 0.2775087915237371]","[0.1457512709624567, 0.14445286719978143]","[23, 23]"
3.5,4.5,0.65,3.5,L50,80,10,1.0,15,"[0.3005582452237474, 0.3676911220554943, 0.3950263831776888]","[0.1692849084178926, 0.16789520096757823, 0.16687791592675955]","[15, 16, 16]"
3.5,4.5,0.65,3.5,L50,81,14,1.0,19,"[0.19879853423453497, 0.25654135645267595, 0.16717006989903196, 0.27951411454170866]","[0.1421092939754891, 0.14079318066296664, 0.1398383620719299, 0.13895866407602128]","[15, 14, 18, 18]"
3.5,4.5,0.65,3.5,L50,82,6,9.0,13,"[0.16311777852878737, 0.23534429181788605]","[0.23951778664437084, 0.23702769687942304]","[22, 22]"
3.5,4.5,0.65,3.5,L50,83,10,1.0,23,"[0.38097552715549177, 0.47511253262061487, 0.37339138185500204]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287264]","[21, 22, 22]"
3.5,4.5,0.65,3.5,L50,84,6,4.0,15,"[0.1721154047070667, 0.22429862428445202]","[0.1692849084178926, 0.16789520096757823]","[19, 19]"
3.5,4.5,0.65,3.5,L50,85,10,1.0,21,"[0.3890822430061184, 0.48967857560186684, 0.3318747380435002]","[0.15406502536445332, 0.1527665840304742, 0.15181972837410174]","[21, 22, 22]"
3.5,4.5,0.65,3.5,L50,86,14,1.0,19,"[0.28833679255718797, 0.3811264854510894, 0.270631047711634, 0.35342463459553586]","[0.1421092939754891, 0.14079318066296664, 0.1398383620719299, 0.13895866407602128]","[17, 16, 20, 20]"
3.5,4.5,0.65,3.5,L50,87,10,0.0,24,"[0.25875194952109765, 0.34872225679216984, 0.44527631355888286]","[0.23951778664437084, 0.237027696879423, 0.23520420210274084]","[20, 24, 24]"
3.5,4.5,0.65,3.5,L50,88,6,1.0,22,"[0.28282071606161807, 0.34551201728830766]","[0.1692849084178926, 0.1678952009675782]","[23, 23]"
3.5,4.5,0.65,3.5,L50,89,6,9.0,14,"[0.16321162030406816, 0.23886741198463948]","[0.19540063213223857, 0.1936977475755516]","[23, 23]"
3.5,4.5,0.65,3.5,L50,90,6,1.0,13,"[0.3286741325411992, 0.3901295315964395]","[0.23951778664437084, 0.23702769687942304]","[14, 14]"
3.5,4.5,0.65,3.5,L50,91,10,1.0,24,"[0.3134773422056805, 0.379914866543384, 0.37005476638228646]","[0.23951778664437084, 0.237027696879423, 0.23520420210274084]","[22, 23, 23]"
3.5,4.5,0.65,3.5,L50,92,6,4.0,19,"[0.18993652967424193, 0.24298122893244803]","[0.1421092939754891, 0.14079318066296664]","[23, 23]"
3.5,4.5,0.65,3.5,L50,93,6,0.0,17,"[0.3346257820150483, 0.43871829817749375]","[0.1457512709624567, 0.14445286719978143]","[17, 17]"
3.5,4.5,0.65,3.5,L50,94,10,1.0,21,"[0.3890822430061184, 0.48967857560186684, 0.3318747380435002]","[0.15406502536445332, 0.1527665840304742, 0.15181972837410174]","[21, 22, 22]"
3.5,4.5,0.65,3.5,L50,95,6,0.0,16,"[0.3890822430061183, 0.48967857560186684]","[0.15406502536445332, 0.15276658403047422]","[16, 16]"
