agent_name,layout,event_update_level,num_attention_switches,num_attention_switches_margins,num_attention_switches_middle,inform_loss,reading_speed,total_steps,attention_switches_time_steps_list
agent_a,L0,short,13,10,3,1,0.885,113,"[9, 18, 19, 29, 40, 49, 59, 69, 79, 89, 98, 99, 109]"
agent_a,L0,short,13,10,3,1,0.885,113,"[9, 18, 19, 29, 40, 49, 59, 69, 79, 89, 98, 99, 109]"
agent_a,L0,short,13,10,3,1,0.885,113,"[9, 18, 19, 29, 40, 49, 59, 69, 79, 89, 98, 99, 109]"
agent_a,L0,short,13,9,4,0,0.885,113,"[4, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99, 108, 109]"
agent_a,L0,short,13,10,3,1,0.885,113,"[9, 18, 19, 29, 40, 49, 59, 69, 79, 89, 98, 99, 109]"
agent_a,L0,short,13,10,3,1,0.885,113,"[9, 18, 19, 29, 40, 49, 59, 69, 79, 89, 98, 99, 109]"
agent_a,L0,short,13,10,3,1,0.885,113,"[9, 18, 19, 29, 40, 49, 59, 69, 79, 89, 98, 99, 109]"
agent_a,L0,short,13,9,4,0,0.885,113,"[4, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99, 108, 109]"
agent_a,L0,short,13,10,3,1,0.885,113,"[9, 18, 19, 29, 40, 49, 59, 69, 79, 89, 98, 99, 109]"
agent_a,L0,short,13,9,4,0,0.885,113,"[4, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99, 108, 109]"
agent_a,L0,short,13,10,3,1,0.885,113,"[9, 18, 19, 29, 40, 49, 59, 69, 79, 89, 98, 99, 109]"
agent_a,L0,short,13,9,4,0,0.885,113,"[4, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99, 108, 109]"
agent_a,L0,short,13,10,3,1,0.885,113,"[9, 18, 19, 29, 40, 49, 59, 69, 79, 89, 98, 99, 109]"
agent_a,L0,short,13,10,3,1,0.885,113,"[9, 18, 19, 29, 40, 49, 59, 69, 79, 89, 98, 99, 109]"
agent_a,L0,short,13,9,4,0,0.885,113,"[4, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99, 108, 109]"
agent_a,L0,short,13,9,4,0,0.885,113,"[4, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99, 108, 109]"
agent_a,L0,short,13,9,4,0,0.885,113,"[4, 9, 19, 29, 39, 49, 59, 69, 79, 89, 99, 108, 109]"
agent_a,L0,short,13,10,3,1,0.885,113,"[9, 18, 19, 29, 40, 49, 59, 69, 79, 89, 98, 99, 109]"
