init_delta_t,init_sigma_position_memory,weight_memory_decay,spatial_dist_coeff,layout,steps,error
2.0,0.5,0.8,4.0,L0,8.92,1.64
2.0,0.5,0.8,4.0,L50,8.28,1.43
2.0,0.5,0.8,4.0,L100,8.72,0.91
2.0,0.5,0.8,4.5,L0,10.72,1.84
2.0,0.5,0.8,4.5,L50,8.36,1.53
2.0,0.5,0.8,4.5,L100,7.44,1.06
2.0,0.5,0.8500000000000001,4.0,L0,10.48,1.56
2.0,0.5,0.8500000000000001,4.0,L50,8.96,1.12
2.0,0.5,0.8500000000000001,4.0,L100,8.72,0.98
2.0,0.5,0.8500000000000001,4.5,L0,11.32,1.98
2.0,0.5,0.8500000000000001,4.5,L50,10.14,1.59
2.0,0.5,0.8500000000000001,4.5,L100,9.66,1.07
2.0,1.0,0.8,4.0,L0,9.08,1.87
2.0,1.0,0.8,4.0,L50,8.56,1.37
2.0,1.0,0.8,4.0,L100,8.64,0.92
2.0,1.0,0.8,4.5,L0,9.4,1.73
2.0,1.0,0.8,4.5,L50,8.96,1.41
2.0,1.0,0.8,4.5,L100,8.76,0.87
2.0,1.0,0.8500000000000001,4.0,L0,9.4,1.73
2.0,1.0,0.8500000000000001,4.0,L50,9.04,1.35
2.0,1.0,0.8500000000000001,4.0,L100,8.8,0.76
2.0,1.0,0.8500000000000001,4.5,L0,9.68,1.96
2.0,1.0,0.8500000000000001,4.5,L50,8.76,1.77
2.0,1.0,0.8500000000000001,4.5,L100,8.44,1.25
2.5,0.5,0.8,4.0,L0,8.68,2.38
2.5,0.5,0.8,4.0,L50,8.4,1.57
2.5,0.5,0.8,4.0,L100,9.36,1.01
2.5,0.5,0.8,4.5,L0,9.04,2.43
2.5,0.5,0.8,4.5,L50,9.78,1.88
2.5,0.5,0.8,4.5,L100,8.88,1.39
2.5,0.5,0.8500000000000001,4.0,L0,9.32,1.61
2.5,0.5,0.8500000000000001,4.0,L50,8.72,1.21
2.5,0.5,0.8500000000000001,4.0,L100,7.88,1.12
2.5,0.5,0.8500000000000001,4.5,L0,10.88,2.24
2.5,0.5,0.8500000000000001,4.5,L50,10.92,1.36
2.5,0.5,0.8500000000000001,4.5,L100,8.9,1.29
2.5,1.0,0.8,4.0,L0,9.6,1.62
2.5,1.0,0.8,4.0,L50,8.68,1.38
2.5,1.0,0.8,4.0,L100,8.52,0.86
2.5,1.0,0.8,4.5,L0,9.16,1.82
2.5,1.0,0.8,4.5,L50,8.68,1.18
2.5,1.0,0.8,4.5,L100,8.72,0.93
2.5,1.0,0.8500000000000001,4.0,L0,8.8,1.73
2.5,1.0,0.8500000000000001,4.0,L50,8.64,1.37
2.5,1.0,0.8500000000000001,4.0,L100,8.8,0.92
2.5,1.0,0.8500000000000001,4.5,L0,9.88,1.92
2.5,1.0,0.8500000000000001,4.5,L50,8.76,1.49
2.5,1.0,0.8500000000000001,4.5,L100,8.36,1.11
