init_delta_t,init_sigma_position_memory,weight_memory_decay,spatial_dist_coeff,layout,episode_num,steps,error,gaze_positions_list
2.0,0.5,0.8500000000000001,4.0,L0,48,10,0.0,"[29, 33, 33]"
2.0,0.5,0.8500000000000001,4.0,L0,49,6,1.0,"[30, 30]"
2.0,0.5,0.8500000000000001,4.0,L0,50,14,1.0,"[27, 26, 30, 30]"
2.0,0.5,0.8500000000000001,4.0,L50,1,6,4.0,"[22, 22]"
2.0,0.5,0.8500000000000001,4.0,L50,2,10,0.0,"[23, 24, 24]"
2.0,0.5,0.8500000000000001,4.0,L50,3,6,1.0,"[18, 18]"
2.0,0.5,0.8500000000000001,4.0,L50,4,6,4.0,"[24, 24]"
2.0,0.5,0.8500000000000001,4.0,L50,5,14,1.0,"[19, 18, 22, 22]"
2.0,0.5,0.8500000000000001,4.0,L50,6,6,0.0,"[15, 15]"
2.0,0.5,0.8500000000000001,4.0,L50,7,6,0.0,"[24, 24]"
2.0,0.5,0.8500000000000001,4.0,L50,8,14,1.0,"[16, 15, 19, 19]"
2.0,0.5,0.8500000000000001,4.0,L50,9,6,1.0,"[14, 14]"
2.0,0.5,0.8500000000000001,4.0,L50,10,6,2.0,"[15, 15]"
2.0,0.5,0.8500000000000001,4.0,L50,11,6,1.0,"[14, 14]"
2.0,0.5,0.8500000000000001,4.0,L50,12,6,1.0,"[20, 20]"
2.0,0.5,0.8500000000000001,4.0,L50,13,6,4.0,"[23, 23]"
2.0,0.5,0.8500000000000001,4.0,L50,14,6,1.0,"[14, 14]"
2.0,0.5,0.8500000000000001,4.0,L50,15,6,5.0,"[18, 18]"
2.0,0.5,0.8500000000000001,4.0,L50,16,14,0.0,"[14, 18, 19, 19]"
2.0,0.5,0.8500000000000001,4.0,L50,17,10,0.0,"[13, 14, 14]"
2.0,0.5,0.8500000000000001,4.0,L50,18,6,2.0,"[23, 23]"
2.0,0.5,0.8500000000000001,4.0,L50,19,10,0.0,"[13, 14, 14]"
2.0,0.5,0.8500000000000001,4.0,L50,20,6,2.0,"[16, 16]"
2.0,0.5,0.8500000000000001,4.0,L50,21,6,1.0,"[16, 16]"
2.0,0.5,0.8500000000000001,4.0,L50,22,6,1.0,"[22, 22]"
2.0,0.5,0.8500000000000001,4.0,L50,23,6,0.0,"[19, 19]"
2.0,0.5,0.8500000000000001,4.0,L50,24,6,0.0,"[24, 24]"
2.0,0.5,0.8500000000000001,4.0,L50,25,6,2.0,"[20, 20]"
2.0,0.5,0.8500000000000001,4.0,L50,26,6,5.0,"[22, 22]"
2.0,0.5,0.8500000000000001,4.0,L50,27,14,0.0,"[20, 19, 23, 23]"
2.0,0.5,0.8500000000000001,4.0,L50,28,6,0.0,"[16, 16]"
2.0,0.5,0.8500000000000001,4.0,L50,29,6,4.0,"[24, 24]"
2.0,0.5,0.8500000000000001,4.0,L50,30,14,0.0,"[18, 22, 23, 23]"
2.0,0.5,0.8500000000000001,4.0,L50,31,14,0.0,"[17, 21, 22, 22]"
2.0,0.5,0.8500000000000001,4.0,L50,32,10,1.0,"[13, 14, 14]"
2.0,0.5,0.8500000000000001,4.0,L50,33,6,1.0,"[18, 18]"
2.0,0.5,0.8500000000000001,4.0,L50,34,6,1.0,"[23, 23]"
2.0,0.5,0.8500000000000001,4.0,L50,35,6,0.0,"[24, 24]"
2.0,0.5,0.8500000000000001,4.0,L50,36,6,1.0,"[15, 15]"
2.0,0.5,0.8500000000000001,4.0,L50,37,10,0.0,"[21, 22, 22]"
2.0,0.5,0.8500000000000001,4.0,L50,38,14,2.0,"[14, 13, 17, 17]"
2.0,0.5,0.8500000000000001,4.0,L50,39,6,4.0,"[21, 21]"
2.0,0.5,0.8500000000000001,4.0,L50,40,6,0.0,"[24, 24]"
2.0,0.5,0.8500000000000001,4.0,L50,41,10,0.0,"[21, 22, 22]"
2.0,0.5,0.8500000000000001,4.0,L50,42,14,1.0,"[19, 18, 22, 22]"
2.0,0.5,0.8500000000000001,4.0,L50,43,6,4.0,"[20, 20]"
2.0,0.5,0.8500000000000001,4.0,L50,44,6,1.0,"[14, 14]"
2.0,0.5,0.8500000000000001,4.0,L50,45,18,1.0,"[13, 17, 16, 20, 20]"
2.0,0.5,0.8500000000000001,4.0,L50,46,10,1.0,"[17, 18, 18]"
2.0,0.5,0.8500000000000001,4.0,L50,47,6,9.0,"[24, 24]"
2.0,0.5,0.8500000000000001,4.0,L50,48,6,4.0,"[20, 20]"
2.0,0.5,0.8500000000000001,4.0,L50,49,6,1.0,"[22, 22]"
2.0,0.5,0.8500000000000001,4.0,L50,50,6,0.0,"[16, 16]"
2.0,0.5,0.8500000000000001,4.0,L100,1,10,0.0,"[1, 2, 2]"
2.0,0.5,0.8500000000000001,4.0,L100,2,10,0.0,"[9, 10, 10]"
2.0,0.5,0.8500000000000001,4.0,L100,3,6,0.0,"[2, 2]"
2.0,0.5,0.8500000000000001,4.0,L100,4,6,0.0,"[7, 7]"
2.0,0.5,0.8500000000000001,4.0,L100,5,6,1.0,"[4, 4]"
2.0,0.5,0.8500000000000001,4.0,L100,6,6,0.0,"[4, 4]"
2.0,0.5,0.8500000000000001,4.0,L100,7,10,2.0,"[6, 10, 10]"
2.0,0.5,0.8500000000000001,4.0,L100,8,10,0.0,"[1, 2, 2]"
2.0,0.5,0.8500000000000001,4.0,L100,9,6,1.0,"[2, 2]"
2.0,0.5,0.8500000000000001,4.0,L100,10,14,1.0,"[1, 5, 9, 9]"
2.0,0.5,0.8500000000000001,4.0,L100,11,14,0.0,"[9, 10, 11, 11]"
2.0,0.5,0.8500000000000001,4.0,L100,12,6,4.0,"[7, 7]"
2.0,0.5,0.8500000000000001,4.0,L100,13,6,5.0,"[6, 6]"
2.0,0.5,0.8500000000000001,4.0,L100,14,6,5.0,"[10, 10]"
2.0,0.5,0.8500000000000001,4.0,L100,15,6,0.0,"[4, 4]"
2.0,0.5,0.8500000000000001,4.0,L100,16,10,1.0,"[9, 10, 10]"
2.0,0.5,0.8500000000000001,4.0,L100,17,6,1.0,"[8, 8]"
2.0,0.5,0.8500000000000001,4.0,L100,18,6,0.0,"[11, 11]"
2.0,0.5,0.8500000000000001,4.0,L100,19,6,4.0,"[12, 12]"
2.0,0.5,0.8500000000000001,4.0,L100,20,10,0.0,"[5, 6, 6]"
2.0,0.5,0.8500000000000001,4.0,L100,21,6,0.0,"[6, 6]"
2.0,0.5,0.8500000000000001,4.0,L100,22,10,0.0,"[1, 2, 2]"
2.0,0.5,0.8500000000000001,4.0,L100,23,10,0.0,"[11, 12, 12]"
2.0,0.5,0.8500000000000001,4.0,L100,24,6,0.0,"[4, 4]"
2.0,0.5,0.8500000000000001,4.0,L100,25,6,1.0,"[11, 11]"
2.0,0.5,0.8500000000000001,4.0,L100,26,6,0.0,"[7, 7]"
2.0,0.5,0.8500000000000001,4.0,L100,27,6,3.0,"[10, 10]"
2.0,0.5,0.8500000000000001,4.0,L100,28,10,2.0,"[6, 10, 10]"
2.0,0.5,0.8500000000000001,4.0,L100,29,10,0.0,"[11, 12, 12]"
2.0,0.5,0.8500000000000001,4.0,L100,30,6,4.0,"[12, 12]"
2.0,0.5,0.8500000000000001,4.0,L100,31,10,0.0,"[9, 10, 10]"
2.0,0.5,0.8500000000000001,4.0,L100,32,6,1.0,"[6, 6]"
2.0,0.5,0.8500000000000001,4.0,L100,33,10,0.0,"[3, 4, 4]"
2.0,0.5,0.8500000000000001,4.0,L100,34,6,5.0,"[6, 6]"
2.0,0.5,0.8500000000000001,4.0,L100,35,6,0.0,"[11, 11]"
2.0,0.5,0.8500000000000001,4.0,L100,36,6,2.0,"[8, 8]"
2.0,0.5,0.8500000000000001,4.0,L100,37,10,2.0,"[6, 10, 10]"
2.0,0.5,0.8500000000000001,4.0,L100,38,6,0.0,"[12, 12]"
2.0,0.5,0.8500000000000001,4.0,L100,39,10,1.0,"[9, 10, 10]"
2.0,0.5,0.8500000000000001,4.0,L100,40,14,0.0,"[5, 9, 10, 10]"
2.0,0.5,0.8500000000000001,4.0,L100,41,6,5.0,"[10, 10]"
2.0,0.5,0.8500000000000001,4.0,L100,42,6,1.0,"[2, 2]"
2.0,0.5,0.8500000000000001,4.0,L100,43,6,2.0,"[11, 11]"
2.0,0.5,0.8500000000000001,4.0,L100,44,6,0.0,"[8, 8]"
2.0,0.5,0.8500000000000001,4.0,L100,45,10,1.0,"[9, 10, 10]"
2.0,0.5,0.8500000000000001,4.0,L100,46,6,1.0,"[12, 12]"
2.0,0.5,0.8500000000000001,4.0,L100,47,10,0.0,"[1, 5, 5]"
2.0,0.5,0.8500000000000001,4.0,L100,48,10,0.0,"[3, 4, 4]"
2.0,0.5,0.8500000000000001,4.0,L100,49,14,1.0,"[2, 1, 5, 5]"
2.0,0.5,0.8500000000000001,4.0,L100,50,6,3.0,"[9, 9]"
2.0,0.5,0.8500000000000001,4.5,L0,1,6,1.0,"[30, 30]"
2.0,0.5,0.8500000000000001,4.5,L0,2,6,1.0,"[35, 35]"
2.0,0.5,0.8500000000000001,4.5,L0,3,18,2.0,"[27, 31, 30, 34, 34]"
2.0,0.5,0.8500000000000001,4.5,L0,4,6,1.0,"[35, 35]"
2.0,0.5,0.8500000000000001,4.5,L0,5,6,7.0,"[33, 33]"
2.0,0.5,0.8500000000000001,4.5,L0,6,10,0.0,"[28, 32, 32]"
2.0,0.5,0.8500000000000001,4.5,L0,7,14,0.0,"[25, 29, 33, 33]"
2.0,0.5,0.8500000000000001,4.5,L0,8,6,0.0,"[28, 28]"
2.0,0.5,0.8500000000000001,4.5,L0,9,6,5.0,"[33, 33]"
2.0,0.5,0.8500000000000001,4.5,L0,10,18,0.0,"[29, 33, 34, 35, 35]"
2.0,0.5,0.8500000000000001,4.5,L0,11,10,0.0,"[29, 30, 30]"
2.0,0.5,0.8500000000000001,4.5,L0,12,18,0.0,"[29, 33, 34, 35, 35]"
2.0,0.5,0.8500000000000001,4.5,L0,13,6,8.0,"[36, 36]"
2.0,0.5,0.8500000000000001,4.5,L0,14,14,1.0,"[26, 30, 34, 34]"
2.0,0.5,0.8500000000000001,4.5,L0,15,6,0.0,"[35, 35]"
2.0,0.5,0.8500000000000001,4.5,L0,16,18,0.0,"[26, 30, 34, 35, 35]"
2.0,0.5,0.8500000000000001,4.5,L0,17,6,7.0,"[32, 32]"
2.0,0.5,0.8500000000000001,4.5,L0,18,6,6.0,"[34, 34]"
2.0,0.5,0.8500000000000001,4.5,L0,19,14,1.0,"[32, 31, 35, 35]"
2.0,0.5,0.8500000000000001,4.5,L0,20,14,1.0,"[31, 30, 34, 34]"
2.0,0.5,0.8500000000000001,4.5,L0,21,6,9.0,"[36, 36]"
2.0,0.5,0.8500000000000001,4.5,L0,22,10,1.0,"[28, 32, 32]"
2.0,0.5,0.8500000000000001,4.5,L0,23,6,8.0,"[35, 35]"
2.0,0.5,0.8500000000000001,4.5,L0,24,18,1.0,"[28, 27, 26, 30, 30]"
2.0,0.5,0.8500000000000001,4.5,L0,25,10,0.0,"[25, 29, 29]"
2.0,0.5,0.8500000000000001,4.5,L0,26,18,0.0,"[26, 30, 34, 35, 35]"
2.0,0.5,0.8500000000000001,4.5,L0,27,10,0.0,"[27, 31, 31]"
2.0,0.5,0.8500000000000001,4.5,L0,28,6,1.0,"[35, 35]"
2.0,0.5,0.8500000000000001,4.5,L0,29,6,7.0,"[36, 36]"
2.0,0.5,0.8500000000000001,4.5,L0,30,18,0.0,"[27, 31, 35, 36, 36]"
2.0,0.5,0.8500000000000001,4.5,L0,31,10,0.0,"[33, 34, 34]"
2.0,0.5,0.8500000000000001,4.5,L0,32,10,0.0,"[31, 35, 35]"
2.0,0.5,0.8500000000000001,4.5,L0,33,6,6.0,"[32, 32]"
2.0,0.5,0.8500000000000001,4.5,L0,34,6,0.0,"[28, 28]"
2.0,0.5,0.8500000000000001,4.5,L0,35,10,0.0,"[34, 35, 35]"
2.0,0.5,0.8500000000000001,4.5,L0,36,14,0.0,"[33, 32, 36, 36]"
2.0,0.5,0.8500000000000001,4.5,L0,37,6,4.0,"[32, 32]"
2.0,0.5,0.8500000000000001,4.5,L0,38,6,7.0,"[33, 33]"
2.0,0.5,0.8500000000000001,4.5,L0,39,6,2.0,"[30, 30]"
2.0,0.5,0.8500000000000001,4.5,L0,40,18,1.0,"[27, 31, 30, 34, 34]"
2.0,0.5,0.8500000000000001,4.5,L0,41,10,1.0,"[25, 29, 29]"
2.0,0.5,0.8500000000000001,4.5,L0,42,6,6.0,"[32, 32]"
2.0,0.5,0.8500000000000001,4.5,L0,43,10,0.0,"[29, 30, 30]"
2.0,0.5,0.8500000000000001,4.5,L0,44,6,1.0,"[26, 26]"
2.0,0.5,0.8500000000000001,4.5,L0,45,6,4.0,"[34, 34]"
2.0,0.5,0.8500000000000001,4.5,L0,46,6,3.0,"[35, 35]"
2.0,0.5,0.8500000000000001,4.5,L0,47,6,3.0,"[31, 31]"
2.0,0.5,0.8500000000000001,4.5,L0,48,14,0.0,"[32, 31, 35, 35]"
2.0,0.5,0.8500000000000001,4.5,L0,49,10,0.0,"[27, 28, 28]"
2.0,0.5,0.8500000000000001,4.5,L0,50,10,0.0,"[26, 30, 30]"
2.0,0.5,0.8500000000000001,4.5,L50,1,6,0.0,"[16, 16]"
2.0,0.5,0.8500000000000001,4.5,L50,2,10,1.0,"[16, 20, 20]"
2.0,0.5,0.8500000000000001,4.5,L50,3,6,5.0,"[24, 24]"
2.0,0.5,0.8500000000000001,4.5,L50,4,10,1.0,"[13, 14, 14]"
2.0,0.5,0.8500000000000001,4.5,L50,5,6,2.0,"[19, 19]"
2.0,0.5,0.8500000000000001,4.5,L50,6,10,0.0,"[17, 21, 21]"
2.0,0.5,0.8500000000000001,4.5,L50,7,6,5.0,"[18, 18]"
2.0,0.5,0.8500000000000001,4.5,L50,8,6,1.0,"[14, 14]"
2.0,0.5,0.8500000000000001,4.5,L50,9,100,3.0,"[22, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]"
2.0,0.5,0.8500000000000001,4.5,L50,10,14,1.0,"[16, 15, 19, 19]"
2.0,0.5,0.8500000000000001,4.5,L50,11,6,2.0,"[15, 15]"
2.0,0.5,0.8500000000000001,4.5,L50,12,6,1.0,"[15, 15]"
2.0,0.5,0.8500000000000001,4.5,L50,13,10,1.0,"[14, 18, 18]"
2.0,0.5,0.8500000000000001,4.5,L50,14,6,1.0,"[23, 23]"
2.0,0.5,0.8500000000000001,4.5,L50,15,18,0.0,"[16, 20, 19, 23, 23]"
2.0,0.5,0.8500000000000001,4.5,L50,16,6,1.0,"[22, 22]"
2.0,0.5,0.8500000000000001,4.5,L50,17,14,2.0,"[14, 13, 17, 17]"
2.0,0.5,0.8500000000000001,4.5,L50,18,10,2.0,"[13, 17, 17]"
2.0,0.5,0.8500000000000001,4.5,L50,19,6,0.0,"[18, 18]"
2.0,0.5,0.8500000000000001,4.5,L50,20,6,1.0,"[15, 15]"
2.0,0.5,0.8500000000000001,4.5,L50,21,14,2.0,"[14, 13, 17, 17]"
2.0,0.5,0.8500000000000001,4.5,L50,22,10,0.0,"[23, 24, 24]"
2.0,0.5,0.8500000000000001,4.5,L50,23,6,1.0,"[14, 14]"
2.0,0.5,0.8500000000000001,4.5,L50,24,10,1.0,"[21, 22, 22]"
2.0,0.5,0.8500000000000001,4.5,L50,25,6,3.0,"[18, 18]"
2.0,0.5,0.8500000000000001,4.5,L50,26,6,3.0,"[21, 21]"
2.0,0.5,0.8500000000000001,4.5,L50,27,6,1.0,"[18, 18]"
2.0,0.5,0.8500000000000001,4.5,L50,28,6,0.0,"[20, 20]"
2.0,0.5,0.8500000000000001,4.5,L50,29,10,0.0,"[23, 24, 24]"
2.0,0.5,0.8500000000000001,4.5,L50,30,6,8.0,"[22, 22]"
2.0,0.5,0.8500000000000001,4.5,L50,31,6,3.0,"[16, 16]"
2.0,0.5,0.8500000000000001,4.5,L50,32,14,0.0,"[13, 17, 18, 18]"
2.0,0.5,0.8500000000000001,4.5,L50,33,6,4.0,"[20, 20]"
2.0,0.5,0.8500000000000001,4.5,L50,34,6,0.0,"[18, 18]"
2.0,0.5,0.8500000000000001,4.5,L50,35,6,0.0,"[18, 18]"
2.0,0.5,0.8500000000000001,4.5,L50,36,10,0.0,"[14, 18, 18]"
2.0,0.5,0.8500000000000001,4.5,L50,37,6,4.0,"[20, 20]"
2.0,0.5,0.8500000000000001,4.5,L50,38,6,2.0,"[17, 17]"
2.0,0.5,0.8500000000000001,4.5,L50,39,6,0.0,"[15, 15]"
2.0,0.5,0.8500000000000001,4.5,L50,40,6,0.0,"[20, 20]"
2.0,0.5,0.8500000000000001,4.5,L50,41,6,3.0,"[18, 18]"
2.0,0.5,0.8500000000000001,4.5,L50,42,6,1.0,"[16, 16]"
2.0,0.5,0.8500000000000001,4.5,L50,43,6,1.0,"[24, 24]"
2.0,0.5,0.8500000000000001,4.5,L50,44,6,3.0,"[17, 17]"
2.0,0.5,0.8500000000000001,4.5,L50,45,6,1.0,"[15, 15]"
2.0,0.5,0.8500000000000001,4.5,L50,46,6,0.0,"[23, 23]"
2.0,0.5,0.8500000000000001,4.5,L50,47,6,0.0,"[20, 20]"
2.0,0.5,0.8500000000000001,4.5,L50,48,6,5.0,"[19, 19]"
2.0,0.5,0.8500000000000001,4.5,L50,49,6,0.0,"[18, 18]"
2.0,0.5,0.8500000000000001,4.5,L50,50,6,7.0,"[21, 21]"
2.0,0.5,0.8500000000000001,4.5,L100,1,10,1.0,"[5, 9, 9]"
2.0,0.5,0.8500000000000001,4.5,L100,2,6,0.0,"[7, 7]"
2.0,0.5,0.8500000000000001,4.5,L100,3,6,3.0,"[12, 12]"
2.0,0.5,0.8500000000000001,4.5,L100,4,10,0.0,"[1, 5, 5]"
2.0,0.5,0.8500000000000001,4.5,L100,5,6,2.0,"[12, 12]"
2.0,0.5,0.8500000000000001,4.5,L100,6,14,1.0,"[2, 1, 5, 5]"
2.0,0.5,0.8500000000000001,4.5,L100,7,6,3.0,"[12, 12]"
2.0,0.5,0.8500000000000001,4.5,L100,8,10,0.0,"[4, 8, 8]"
2.0,0.5,0.8500000000000001,4.5,L100,9,14,1.0,"[2, 1, 5, 5]"
2.0,0.5,0.8500000000000001,4.5,L100,10,6,1.0,"[8, 8]"
2.0,0.5,0.8500000000000001,4.5,L100,11,6,0.0,"[8, 8]"
2.0,0.5,0.8500000000000001,4.5,L100,12,6,1.0,"[11, 11]"
2.0,0.5,0.8500000000000001,4.5,L100,13,6,2.0,"[4, 4]"
2.0,0.5,0.8500000000000001,4.5,L100,14,6,4.0,"[5, 5]"
2.0,0.5,0.8500000000000001,4.5,L100,15,10,0.0,"[11, 12, 12]"
2.0,0.5,0.8500000000000001,4.5,L100,16,6,0.0,"[7, 7]"
2.0,0.5,0.8500000000000001,4.5,L100,17,6,1.0,"[7, 7]"
2.0,0.5,0.8500000000000001,4.5,L100,18,10,0.0,"[7, 11, 11]"
2.0,0.5,0.8500000000000001,4.5,L100,19,6,5.0,"[7, 7]"
2.0,0.5,0.8500000000000001,4.5,L100,20,6,5.0,"[8, 8]"
2.0,0.5,0.8500000000000001,4.5,L100,21,6,0.0,"[4, 4]"
2.0,0.5,0.8500000000000001,4.5,L100,22,10,1.0,"[1, 5, 5]"
2.0,0.5,0.8500000000000001,4.5,L100,23,6,0.0,"[4, 4]"
2.0,0.5,0.8500000000000001,4.5,L100,24,10,0.0,"[6, 7, 7]"
2.0,0.5,0.8500000000000001,4.5,L100,25,6,0.0,"[12, 12]"
2.0,0.5,0.8500000000000001,4.5,L100,26,6,0.0,"[2, 2]"
2.0,0.5,0.8500000000000001,4.5,L100,27,6,1.0,"[2, 2]"
2.0,0.5,0.8500000000000001,4.5,L100,28,10,0.0,"[3, 4, 4]"
2.0,0.5,0.8500000000000001,4.5,L100,29,10,1.0,"[9, 10, 10]"
2.0,0.5,0.8500000000000001,4.5,L100,30,6,2.0,"[3, 3]"
2.0,0.5,0.8500000000000001,4.5,L100,31,6,0.0,"[10, 10]"
2.0,0.5,0.8500000000000001,4.5,L100,32,6,0.0,"[3, 3]"
2.0,0.5,0.8500000000000001,4.5,L100,33,6,2.0,"[4, 4]"
2.0,0.5,0.8500000000000001,4.5,L100,34,6,0.0,"[12, 12]"
2.0,0.5,0.8500000000000001,4.5,L100,35,6,4.0,"[8, 8]"
2.0,0.5,0.8500000000000001,4.5,L100,36,6,0.0,"[3, 3]"
2.0,0.5,0.8500000000000001,4.5,L100,37,10,0.0,"[7, 8, 8]"
2.0,0.5,0.8500000000000001,4.5,L100,38,6,1.0,"[8, 8]"
2.0,0.5,0.8500000000000001,4.5,L100,39,10,0.0,"[1, 2, 2]"
2.0,0.5,0.8500000000000001,4.5,L100,40,6,1.0,"[9, 9]"
2.0,0.5,0.8500000000000001,4.5,L100,41,6,1.0,"[11, 11]"
2.0,0.5,0.8500000000000001,4.5,L100,42,6,1.0,"[2, 2]"
2.0,0.5,0.8500000000000001,4.5,L100,43,6,2.0,"[7, 7]"
2.0,0.5,0.8500000000000001,4.5,L100,44,10,1.0,"[6, 10, 10]"
2.0,0.5,0.8500000000000001,4.5,L100,45,6,1.0,"[12, 12]"
2.0,0.5,0.8500000000000001,4.5,L100,46,10,0.0,"[9, 10, 10]"
2.0,0.5,0.8500000000000001,4.5,L100,47,6,1.0,"[6, 6]"
2.0,0.5,0.8500000000000001,4.5,L100,48,6,2.0,"[4, 4]"
2.0,0.5,0.8500000000000001,4.5,L100,49,6,0.0,"[11, 11]"
2.0,0.5,0.8500000000000001,4.5,L100,50,10,0.0,"[9, 10, 10]"
2.0,1.0,0.8,4.0,L0,1,6,4.0,"[36, 36]"
2.0,1.0,0.8,4.0,L0,2,10,1.0,"[25, 26, 26]"
2.0,1.0,0.8,4.0,L0,3,18,0.0,"[27, 31, 30, 34, 34]"
2.0,1.0,0.8,4.0,L0,4,6,3.0,"[35, 35]"
2.0,1.0,0.8,4.0,L0,5,18,0.0,"[27, 31, 35, 36, 36]"
2.0,1.0,0.8,4.0,L0,6,10,0.0,"[30, 34, 34]"
2.0,1.0,0.8,4.0,L0,7,10,0.0,"[30, 31, 31]"
2.0,1.0,0.8,4.0,L0,8,10,1.0,"[27, 28, 28]"
2.0,1.0,0.8,4.0,L0,9,10,1.0,"[28, 32, 32]"
2.0,1.0,0.8,4.0,L0,10,10,0.0,"[25, 29, 29]"
2.0,1.0,0.8,4.0,L0,11,18,0.0,"[27, 31, 30, 34, 34]"
2.0,1.0,0.8,4.0,L0,12,10,0.0,"[29, 33, 33]"
2.0,1.0,0.8,4.0,L0,13,10,0.0,"[29, 33, 33]"
2.0,1.0,0.8,4.0,L0,14,14,0.0,"[31, 35, 36, 36]"
2.0,1.0,0.8,4.0,L0,15,14,0.0,"[31, 35, 36, 36]"
2.0,1.0,0.8,4.0,L0,16,6,5.0,"[34, 34]"
2.0,1.0,0.8,4.0,L0,17,6,6.0,"[31, 31]"
2.0,1.0,0.8,4.0,L0,18,6,9.0,"[36, 36]"
2.0,1.0,0.8,4.0,L0,19,10,0.0,"[32, 33, 33]"
2.0,1.0,0.8,4.0,L0,20,10,0.0,"[33, 34, 34]"
2.0,1.0,0.8,4.0,L0,21,6,0.0,"[26, 26]"
2.0,1.0,0.8,4.0,L0,22,6,4.0,"[35, 35]"
2.0,1.0,0.8,4.0,L0,23,6,0.0,"[35, 35]"
2.0,1.0,0.8,4.0,L0,24,26,0.0,"[26, 30, 34, 33, 32, 36, 36]"
2.0,1.0,0.8,4.0,L0,25,6,4.0,"[33, 33]"
2.0,1.0,0.8,4.0,L0,26,14,0.0,"[31, 35, 36, 36]"
2.0,1.0,0.8,4.0,L0,27,6,4.0,"[36, 36]"
2.0,1.0,0.8,4.0,L0,28,6,1.0,"[26, 26]"
2.0,1.0,0.8,4.0,L0,29,26,0.0,"[26, 30, 34, 33, 32, 36, 36]"
2.0,1.0,0.8,4.0,L0,30,6,3.0,"[31, 31]"
2.0,1.0,0.8,4.0,L0,31,18,0.0,"[27, 31, 30, 34, 34]"
2.0,1.0,0.8,4.0,L0,32,6,1.0,"[29, 29]"
2.0,1.0,0.8,4.0,L0,33,6,3.0,"[34, 34]"
2.0,1.0,0.8,4.0,L0,34,14,0.0,"[26, 30, 31, 31]"
2.0,1.0,0.8,4.0,L0,35,6,3.0,"[29, 29]"
2.0,1.0,0.8,4.0,L0,36,18,0.0,"[27, 31, 35, 36, 36]"
2.0,1.0,0.8,4.0,L0,37,6,4.0,"[31, 31]"
2.0,1.0,0.8,4.0,L0,38,10,0.0,"[30, 34, 34]"
2.0,1.0,0.8,4.0,L0,39,18,0.0,"[29, 33, 34, 35, 35]"
2.0,1.0,0.8,4.0,L0,40,6,9.0,"[34, 34]"
2.0,1.0,0.8,4.0,L0,41,6,1.0,"[35, 35]"
2.0,1.0,0.8,4.0,L0,42,6,1.0,"[28, 28]"
2.0,1.0,0.8,4.0,L0,43,6,0.0,"[28, 28]"
2.0,1.0,0.8,4.0,L0,44,10,1.0,"[33, 34, 34]"
2.0,1.0,0.8,4.0,L0,45,14,0.0,"[27, 31, 35, 35]"
2.0,1.0,0.8,4.0,L0,46,10,1.0,"[33, 34, 34]"
2.0,1.0,0.8,4.0,L0,47,10,0.0,"[35, 36, 36]"
2.0,1.0,0.8,4.0,L0,48,10,0.0,"[32, 36, 36]"
2.0,1.0,0.8,4.0,L0,49,6,0.0,"[26, 26]"
2.0,1.0,0.8,4.0,L0,50,6,4.0,"[32, 32]"
2.0,1.0,0.8,4.0,L50,1,6,6.0,"[22, 22]"
2.0,1.0,0.8,4.0,L50,2,6,1.0,"[18, 18]"
2.0,1.0,0.8,4.0,L50,3,10,0.0,"[15, 19, 19]"
2.0,1.0,0.8,4.0,L50,4,14,0.0,"[21, 22, 23, 23]"
2.0,1.0,0.8,4.0,L50,5,10,1.0,"[15, 16, 16]"
2.0,1.0,0.8,4.0,L50,6,6,5.0,"[20, 20]"
2.0,1.0,0.8,4.0,L50,7,14,0.0,"[19, 23, 24, 24]"
2.0,1.0,0.8,4.0,L50,8,6,0.0,"[18, 18]"
2.0,1.0,0.8,4.0,L50,9,10,0.0,"[21, 22, 22]"
2.0,1.0,0.8,4.0,L50,10,6,4.0,"[17, 17]"
2.0,1.0,0.8,4.0,L50,11,6,4.0,"[23, 23]"
2.0,1.0,0.8,4.0,L50,12,14,0.0,"[18, 17, 21, 21]"
2.0,1.0,0.8,4.0,L50,13,6,4.0,"[24, 24]"
2.0,1.0,0.8,4.0,L50,14,6,4.0,"[19, 19]"
2.0,1.0,0.8,4.0,L50,15,6,1.0,"[24, 24]"
2.0,1.0,0.8,4.0,L50,16,6,0.0,"[24, 24]"
2.0,1.0,0.8,4.0,L50,17,10,0.0,"[15, 16, 16]"
2.0,1.0,0.8,4.0,L50,18,10,1.0,"[17, 18, 18]"
2.0,1.0,0.8,4.0,L50,19,6,0.0,"[16, 16]"
2.0,1.0,0.8,4.0,L50,20,14,1.0,"[17, 16, 20, 20]"
2.0,1.0,0.8,4.0,L50,21,10,0.0,"[15, 16, 16]"
2.0,1.0,0.8,4.0,L50,22,6,4.0,"[24, 24]"
2.0,1.0,0.8,4.0,L50,23,6,0.0,"[18, 18]"
2.0,1.0,0.8,4.0,L50,24,10,0.0,"[18, 22, 22]"
2.0,1.0,0.8,4.0,L50,25,6,2.0,"[19, 19]"
2.0,1.0,0.8,4.0,L50,26,6,5.0,"[19, 19]"
2.0,1.0,0.8,4.0,L50,27,10,0.0,"[22, 23, 23]"
2.0,1.0,0.8,4.0,L50,28,14,0.0,"[20, 19, 23, 23]"
2.0,1.0,0.8,4.0,L50,29,6,0.0,"[18, 18]"
